Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	1000c_1 Spectral Count	1000c_2 Spectral Count	1000c_3 Spectral Count	1000c_4 Spectral Count	16hpf_1 Spectral Count	16hpf_2 Spectral Count	16hpf_3 Spectral Count	16hpf_4 Spectral Count	256c_1 Spectral Count	256c_2 Spectral Count	256c_3 Spectral Count	256c_4 Spectral Count	28hpf_1 Spectral Count	28hpf_2 Spectral Count	28hpf_3 Spectral Count	28hpf_4 Spectral Count	3dpf_1 Spectral Count	3dpf_2 Spectral Count	3dpf_3 Spectral Count	3dpf_4 Spectral Count	4c_1 Spectral Count	4c_2 Spectral Count	4c_3 Spectral Count	4c_4 Spectral Count	5dpf_1 Spectral Count	5dpf_2 Spectral Count	5dpf_3 Spectral Count	5dpf_4 Spectral Count	Bud_1 Spectral Count	Bud_2 Spectral Count	Bud_3 Spectral Count	Bud_4 Spectral Count	Dome_1 Spectral Count	Dome_2 Spectral Count	Dome_3 Spectral Count	Dome_4 Spectral Count	Oblong_1 Spectral Count	Oblong_2 Spectral Count	Oblong_3 Spectral Count	Oblong_4 Spectral Count	1000c_1 Unique Spectral Count	1000c_2 Unique Spectral Count	1000c_3 Unique Spectral Count	1000c_4 Unique Spectral Count	16hpf_1 Unique Spectral Count	16hpf_2 Unique Spectral Count	16hpf_3 Unique Spectral Count	16hpf_4 Unique Spectral Count	256c_1 Unique Spectral Count	256c_2 Unique Spectral Count	256c_3 Unique Spectral Count	256c_4 Unique Spectral Count	28hpf_1 Unique Spectral Count	28hpf_2 Unique Spectral Count	28hpf_3 Unique Spectral Count	28hpf_4 Unique Spectral Count	3dpf_1 Unique Spectral Count	3dpf_2 Unique Spectral Count	3dpf_3 Unique Spectral Count	3dpf_4 Unique Spectral Count	4c_1 Unique Spectral Count	4c_2 Unique Spectral Count	4c_3 Unique Spectral Count	4c_4 Unique Spectral Count	5dpf_1 Unique Spectral Count	5dpf_2 Unique Spectral Count	5dpf_3 Unique Spectral Count	5dpf_4 Unique Spectral Count	Bud_1 Unique Spectral Count	Bud_2 Unique Spectral Count	Bud_3 Unique Spectral Count	Bud_4 Unique Spectral Count	Dome_1 Unique Spectral Count	Dome_2 Unique Spectral Count	Dome_3 Unique Spectral Count	Dome_4 Unique Spectral Count	Oblong_1 Unique Spectral Count	Oblong_2 Unique Spectral Count	Oblong_3 Unique Spectral Count	Oblong_4 Unique Spectral Count	1000c_1 Total Spectral Count	1000c_2 Total Spectral Count	1000c_3 Total Spectral Count	1000c_4 Total Spectral Count	16hpf_1 Total Spectral Count	16hpf_2 Total Spectral Count	16hpf_3 Total Spectral Count	16hpf_4 Total Spectral Count	256c_1 Total Spectral Count	256c_2 Total Spectral Count	256c_3 Total Spectral Count	256c_4 Total Spectral Count	28hpf_1 Total Spectral Count	28hpf_2 Total Spectral Count	28hpf_3 Total Spectral Count	28hpf_4 Total Spectral Count	3dpf_1 Total Spectral Count	3dpf_2 Total Spectral Count	3dpf_3 Total Spectral Count	3dpf_4 Total Spectral Count	4c_1 Total Spectral Count	4c_2 Total Spectral Count	4c_3 Total Spectral Count	4c_4 Total Spectral Count	5dpf_1 Total Spectral Count	5dpf_2 Total Spectral Count	5dpf_3 Total Spectral Count	5dpf_4 Total Spectral Count	Bud_1 Total Spectral Count	Bud_2 Total Spectral Count	Bud_3 Total Spectral Count	Bud_4 Total Spectral Count	Dome_1 Total Spectral Count	Dome_2 Total Spectral Count	Dome_3 Total Spectral Count	Dome_4 Total Spectral Count	Oblong_1 Total Spectral Count	Oblong_2 Total Spectral Count	Oblong_3 Total Spectral Count	Oblong_4 Total Spectral Count	1000c_1 Intensity	1000c_2 Intensity	1000c_3 Intensity	1000c_4 Intensity	16hpf_1 Intensity	16hpf_2 Intensity	16hpf_3 Intensity	16hpf_4 Intensity	256c_1 Intensity	256c_2 Intensity	256c_3 Intensity	256c_4 Intensity	28hpf_1 Intensity	28hpf_2 Intensity	28hpf_3 Intensity	28hpf_4 Intensity	3dpf_1 Intensity	3dpf_2 Intensity	3dpf_3 Intensity	3dpf_4 Intensity	4c_1 Intensity	4c_2 Intensity	4c_3 Intensity	4c_4 Intensity	5dpf_1 Intensity	5dpf_2 Intensity	5dpf_3 Intensity	5dpf_4 Intensity	Bud_1 Intensity	Bud_2 Intensity	Bud_3 Intensity	Bud_4 Intensity	Dome_1 Intensity	Dome_2 Intensity	Dome_3 Intensity	Dome_4 Intensity	Oblong_1 Intensity	Oblong_2 Intensity	Oblong_3 Intensity	Oblong_4 Intensity	1000c_1 MaxLFQ Intensity	1000c_2 MaxLFQ Intensity	1000c_3 MaxLFQ Intensity	1000c_4 MaxLFQ Intensity	16hpf_1 MaxLFQ Intensity	16hpf_2 MaxLFQ Intensity	16hpf_3 MaxLFQ Intensity	16hpf_4 MaxLFQ Intensity	256c_1 MaxLFQ Intensity	256c_2 MaxLFQ Intensity	256c_3 MaxLFQ Intensity	256c_4 MaxLFQ Intensity	28hpf_1 MaxLFQ Intensity	28hpf_2 MaxLFQ Intensity	28hpf_3 MaxLFQ Intensity	28hpf_4 MaxLFQ Intensity	3dpf_1 MaxLFQ Intensity	3dpf_2 MaxLFQ Intensity	3dpf_3 MaxLFQ Intensity	3dpf_4 MaxLFQ Intensity	4c_1 MaxLFQ Intensity	4c_2 MaxLFQ Intensity	4c_3 MaxLFQ Intensity	4c_4 MaxLFQ Intensity	5dpf_1 MaxLFQ Intensity	5dpf_2 MaxLFQ Intensity	5dpf_3 MaxLFQ Intensity	5dpf_4 MaxLFQ Intensity	Bud_1 MaxLFQ Intensity	Bud_2 MaxLFQ Intensity	Bud_3 MaxLFQ Intensity	Bud_4 MaxLFQ Intensity	Dome_1 MaxLFQ Intensity	Dome_2 MaxLFQ Intensity	Dome_3 MaxLFQ Intensity	Dome_4 MaxLFQ Intensity	Oblong_1 MaxLFQ Intensity	Oblong_2 MaxLFQ Intensity	Oblong_3 MaxLFQ Intensity	Oblong_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q7T385|VTC1A_DANRE	Q7T385	VTC1A_DANRE	atp6v1c1a	383	Danio rerio	2:Experimental evidence at transcript level	V-type proton ATPase subunit C 1-A	1.0	0.999	20	112	78	112	0	0	0	0	1	3	4	1	2	0	0	0	2	6	6	7	3	7	4	4	0	1	1	1	12	14	8	9	1	1	1	3	1	1	3	1	0	0	1	3	0	0	0	0	1	3	3	0	2	0	0	0	0	4	4	5	1	4	3	2	0	1	1	0	9	11	6	6	1	1	0	2	1	1	2	1	0	0	1	2	0	0	0	0	1	3	4	1	2	0	0	0	2	6	6	7	3	7	4	4	0	1	1	1	12	14	8	9	1	1	1	3	1	1	3	1	0	0	1	3	0.0	0.0	0.0	0.0	2.7641602E7	2.3888096E7	2.14738368E8	1.6901112E8	0.0	0.0	0.0	0.0	1.15480544E8	1.94080992E8	3.42338976E8	3.1741472E8	2.8205904E8	6.7749632E8	1.77647888E8	3.16927616E8	0.0	0.0	8258388.5	4.4425304E7	1.15711501E9	8.3530893E8	5.07654848E8	5.4080723E8	0.0	9.7364616E7	3.0650382E7	1.15542616E8	0.0	0.0	6.052396E7	2.845713E7	0.0	0.0	1.4814518E7	5.2338696E7	0.0	0.0	0.0	0.0	6.886676E7	5.9515212E7	9.8928616E7	1.39316016E8	0.0	0.0	0.0	0.0	7.306632E7	1.028028E8	1.60077216E8	1.38499184E8	1.37131184E8	1.29393952E8	1.17537936E8	1.2356096E8	0.0	0.0	2.057509E7	3.661982E7	1.45413568E8	1.73961632E8	1.80871712E8	1.74972512E8	0.0	8.0257744E7	6.9914648E7	6.6311044E7	0.0	0.0	3.7282996E7	2.6935588E7	0.0	0.0	3.6909144E7	4.3142836E7	
sp|Q7T392|T179B_DANRE	Q7T392	T179B_DANRE	tmem179b	219	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 179B	1.0	0.9989	3	27	27	27	1	0	0	1	1	1	1	1	2	2	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	2	1	1	1	0	2	1	0	1	0	1	1	0	0	1	1	1	1	1	2	2	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	2	1	1	1	0	2	1	0	1	0	1	1	0	0	1	1	1	1	1	2	2	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	2	1	1	1	0	2	1	0	1	0	1	2.148043E7	0.0	0.0	6.5122984E7	1.118522E8	1.21549944E8	0.0	2.30775168E8	1.37762192E8	1.36806624E8	1.49242576E8	0.0	0.0	8.7577192E7	3.91458E7	0.0	0.0	0.0	0.0	0.0	2.4592128E8	0.0	0.0	0.0	0.0	0.0	0.0	3.93322E7	1.24187816E8	1.035858E8	0.0	3.834906E7	1.46886752E8	0.0	1.74672032E8	1.31769032E8	0.0	0.0	0.0	2.5974798E7	1.58167696E8	0.0	0.0	6.1922244E7	1.06354752E8	1.15575864E8	0.0	2.19432752E8	1.30991296E8	1.30082688E8	1.41907424E8	0.0	0.0	8.3272848E7	2.26136896E8	0.0	0.0	0.0	0.0	0.0	1.68784368E8	0.0	0.0	0.0	0.0	0.0	0.0	3.7399056E7	1.18084088E8	9.849464E7	0.0	3.6464236E7	1.39667392E8	0.0	1.35082064E8	1.25292696E8	0.0	0.0	0.0	1.50050832E8	
sp|Q7T394|LIS1A_DANRE	Q7T394	LIS1A_DANRE	pafah1b1a	410	Danio rerio	2:Experimental evidence at transcript level	Lissencephaly-1 homolog A	1.0	0.999	12	76	40	76	2	0	0	0	0	2	2	2	2	4	0	2	1	1	3	4	1	0	3	3	3	2	2	1	2	3	5	3	2	2	2	1	0	0	2	5	2	2	3	2	2	0	0	0	0	2	1	1	1	3	0	1	1	1	2	1	0	0	1	2	2	1	0	0	0	2	2	1	1	2	1	0	0	0	1	3	2	2	1	0	2	0	0	0	0	2	2	2	2	4	0	2	1	1	3	4	1	0	3	3	3	2	2	1	2	3	5	3	2	2	2	1	0	0	2	5	2	2	3	2	3.906234E7	0.0	0.0	0.0	0.0	1.84186125E9	1.35355808E8	1.2145568E8	1.3085929E9	1.50395853E9	0.0	3.5334368E7	7.186408E7	6.1937072E7	1.36515216E8	2.89365696E8	8.4305992E7	0.0	1.48920672E8	1.33423016E8	6.0781144E7	4.076512E7	4.9331356E7	3.7909784E7	7.0383048E7	8.784796E7	1.74750528E8	1.16892616E8	4.1192516E7	5.7604582E8	1.03638736E8	4.5777172E7	0.0	0.0	4.1924112E7	6.0111296E8	7.32574E7	5.410258E7	6.6802604E7	7.0390656E7	6.8598672E7	0.0	0.0	0.0	0.0	8.5143632E7	1.26630976E8	1.10495192E8	8.2767776E7	9.0252496E7	0.0	3.284939E7	1.26202904E8	1.08769752E8	1.24484256E8	1.13736296E8	1.1771374E7	0.0	1.05887512E8	9.8109896E7	3.3867632E7	7.1588984E7	7.2069624E7	7.8512072E7	1.20689264E8	1.4324032E8	1.01093776E8	8.2042744E7	1.77208992E8	1.08804624E8	9.7031176E7	9.4805624E7	0.0	0.0	8.3420512E7	7.2939328E7	9.2117128E7	6.4568704E7	7.2893256E7	9.6930112E7	
sp|Q7T3A4|RAB13_DANRE	Q7T3A4	RAB13_DANRE	rab13	200	Danio rerio	1:Experimental evidence at protein level	Ras-related protein Rab-13	1.0	0.9989	6	53	53	53	1	1	1	1	1	1	0	1	2	2	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	1	5	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	2	2	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	1	5	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	2	2	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	1	5	2	2	1	1	2	1	1	1	1	2	1	1	1	9.1765171E8	9.4764608E8	8.322137E8	9.4977965E8	8.3619814E8	8.5920678E8	0.0	7.647017E8	8.939609E8	8.7341395E8	1.04874362E9	8.1684691E8	4.90833984E8	7.7216966E8	5.5605517E8	5.5680435E8	4.58411712E8	4.9551528E7	6.2818778E8	5.5659354E8	7.6236621E8	8.1284627E8	7.9989766E8	7.9293005E8	4.86371008E8	5.25632512E8	5.09586E7	3.2131318E7	7.8821862E8	7.3998669E8	6.624361E8	7.6867334E8	9.4033907E8	1.0236649E9	5.5330816E7	4.7845824E7	8.9156019E8	8.720128E8	1.1282199E9	1.03796294E9	9.1765171E8	9.4764608E8	8.322137E8	9.4977965E8	8.3619814E8	8.5920678E8	0.0	7.647017E8	8.939609E8	8.7341395E8	1.04874362E9	8.1684691E8	4.90833984E8	7.7216966E8	5.5605517E8	5.5680435E8	4.58411712E8	4.9551528E7	5.8296768E8	5.20183776E8	7.6236621E8	8.1284627E8	7.9989766E8	7.9293005E8	4.86371008E8	5.25632512E8	5.09586E7	0.0	7.8821862E8	7.3998669E8	6.624361E8	6.8150944E8	9.4033907E8	1.0236649E9	5.5330816E7	4.7845824E7	8.9156019E8	8.720128E8	1.1282199E9	1.03796294E9	
sp|Q7T3B0|EIF3M_DANRE	Q7T3B0	EIF3M_DANRE	eif3m	375	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit M	1.0	0.999	20	362	362	362	4	4	2	3	8	10	16	13	5	2	3	4	13	11	19	16	17	16	15	17	3	1	2	1	18	21	19	20	7	6	8	11	4	3	10	8	5	6	5	6	4	4	2	3	8	10	16	13	5	2	3	4	13	11	19	16	17	16	15	17	3	1	2	1	18	21	19	20	7	6	8	11	4	3	10	8	5	6	5	6	4	4	2	3	8	10	16	13	5	2	3	4	13	11	19	16	17	16	15	17	3	1	2	1	18	21	19	20	7	6	8	11	4	3	10	8	5	6	5	6	8.6184008E7	1.16926352E8	3.9876056E7	2.9140196E7	6.7963661E8	1.56859443E9	1.26755648E9	1.25743501E9	1.17696144E8	5.0005752E7	2.0770992E8	3.255376E7	2.62565043E9	6.5209997E8	1.42411584E9	1.09330893E9	1.52227021E9	1.55041101E9	1.42781824E9	1.70983782E9	4.9352608E7	0.0	6155838.0	1.3923542E7	1.06561299E9	1.61562394E9	1.62281011E9	1.42502195E9	7.6497402E8	3.0957008E8	2.6912272E8	2.52170048E8	1.8449174E7	1.16406304E8	3.73503872E8	3.37538176E8	9.2017368E7	7.5513584E7	1.06671224E8	6.6811076E7	3.8282232E7	4.554088E7	4.2820236E7	2.8888352E7	1.29210816E8	1.96192848E8	2.1293784E8	2.4133216E8	5.820174E7	1.03141104E8	1.28132232E8	2.541944E7	3.28713824E8	2.49437744E8	1.57012048E8	2.03399552E8	2.45787968E8	2.86018944E8	2.73980032E8	2.908464E8	4.4941852E7	0.0	1.0320312E7	4.9502416E7	1.730184E8	2.33135824E8	2.28038416E8	1.99886416E8	2.17562496E8	1.58317808E8	7.7724328E7	8.8540832E7	3.9273908E7	7.5259008E7	1.08321136E8	1.0842624E8	1.29830232E8	1.12779224E8	4.8023124E7	2.8047284E7	
sp|Q7T3B2|HRG1A_DANRE	Q7T3B2	HRG1A_DANRE	slc48a1b	144	Danio rerio	1:Experimental evidence at protein level	Heme transporter hrg1-A	0.9981	0.9986	2	23	23	23	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	2	2	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	2	2	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	2	2	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	1	0.0	0.0	0.0	0.0	6.5650364E7	8.0753336E7	3.2146612E7	0.0	9.410272E7	8.4548368E7	4.3761788E7	4.9152468E7	0.0	0.0	3.4060728E7	3.6605236E7	0.0	0.0	0.0	0.0	9.2442944E7	6.9343712E7	6.8895664E7	7.7367008E7	0.0	0.0	0.0	0.0	8.3936336E7	7.1022888E7	2.8644148E7	0.0	4.5827812E7	0.0	8.2803328E7	9.713152E7	0.0	0.0	3.0982388E7	3.6989156E7	0.0	0.0	0.0	0.0	6.5650364E7	8.0753336E7	3.2146612E7	0.0	9.410272E7	8.4548368E7	4.3761788E7	4.9152468E7	0.0	0.0	3.4060728E7	3.6605236E7	0.0	0.0	0.0	0.0	9.2442944E7	6.9343712E7	3.9840604E7	4.9679432E7	0.0	0.0	0.0	0.0	8.3936336E7	7.1022888E7	2.8644148E7	0.0	4.5827812E7	0.0	8.2803328E7	9.713152E7	0.0	0.0	3.0982388E7	3.6989156E7	
sp|Q7T3C6|CPSF5_DANRE	Q7T3C6	CPSF5_DANRE	nudt21	228	Danio rerio	2:Experimental evidence at transcript level	Cleavage and polyadenylation specificity factor subunit 5	1.0	0.999	11	155	155	155	0	1	2	1	4	1	0	1	0	0	0	0	6	5	7	8	7	6	7	5	0	0	0	0	9	10	13	13	4	3	9	11	4	6	4	4	0	0	3	1	0	1	2	1	4	1	0	1	0	0	0	0	6	5	7	8	7	6	7	5	0	0	0	0	9	10	13	13	4	3	9	11	4	6	4	4	0	0	3	1	0	1	2	1	4	1	0	1	0	0	0	0	6	5	7	8	7	6	7	5	0	0	0	0	9	10	13	13	4	3	9	11	4	6	4	4	0	0	3	1	0.0	7512623.5	0.0	0.0	5.63122E7	6.4649804E7	0.0	6.5146324E7	0.0	0.0	0.0	0.0	4.27300736E8	4.73261632E8	6.6940582E8	5.8419258E8	4.45703872E8	5.29211648E8	3.1870624E8	2.5932432E8	0.0	0.0	0.0	0.0	6.585616E8	8.3898323E8	9.562329E8	1.02241958E9	2.25524688E8	2.0962392E8	7.2192858E8	6.3301683E8	1.11640704E8	2.802384E8	1.10900976E8	1.23276064E8	0.0	0.0	2.0385632E8	8487419.0	0.0	1.6516799E7	0.0	0.0	8.110864E7	9.3117608E7	0.0	7.0773856E7	0.0	0.0	0.0	0.0	1.34491328E8	1.81349296E8	1.34269952E8	1.44121616E8	1.49375152E8	1.91590912E8	1.47432208E8	1.23697072E8	0.0	0.0	0.0	0.0	1.4708808E8	2.11965312E8	1.85933904E8	1.79366224E8	1.03578456E8	1.01200656E8	2.36588E8	2.00438752E8	4.0659788E7	5.9639912E7	6.825144E7	4.7005848E7	0.0	0.0	4.4286296E7	1.8659924E7	
sp|Q7T3C7|RT4I1_DANRE	Q7T3C7	RT4I1_DANRE	rtn4ip1	387	Danio rerio	2:Experimental evidence at transcript level	Reticulon-4-interacting protein 1 homolog, mitochondrial	1.0	0.999	20	632	632	632	24	23	21	19	12	9	13	9	24	24	22	27	14	12	18	15	4	7	5	5	20	20	25	22	6	2	4	5	15	18	17	16	15	15	23	24	17	18	21	22	24	23	21	19	12	9	13	9	24	24	22	27	14	12	18	15	4	7	5	5	20	20	25	22	6	2	4	5	15	18	17	16	15	15	23	24	17	18	21	22	24	23	21	19	12	9	13	9	24	24	22	27	14	12	18	15	4	7	5	5	20	20	25	22	6	2	4	5	15	18	17	16	15	15	23	24	17	18	21	22	6.171479E9	5.1079603E9	4.5739643E9	4.41248E9	2.57055437E9	2.28009139E9	1.26315034E9	1.17537126E9	3.90177715E9	4.04992973E9	4.8362209E9	4.9912182E9	1.05398342E9	1.3633984E9	2.70324762E9	2.08417984E9	7.2670232E7	1.35125296E8	2.07444768E8	1.03488392E8	5.2923694E9	4.9998766E9	6.7604582E9	5.5285396E9	8.3759832E7	7.4106864E7	1.43257952E8	1.32173344E8	2.11202547E9	2.64678042E9	2.73861018E9	2.61785088E9	3.10554726E9	3.45406438E9	4.9273441E9	5.9027185E9	3.33248435E9	3.88217267E9	3.90183731E9	4.27750707E9	6.8466963E8	7.0103859E8	6.1818278E8	5.3819654E8	4.53308544E8	4.26816576E8	2.45597088E8	3.45489376E8	5.6664838E8	5.5018842E8	6.9205235E8	6.5362426E8	2.0230552E8	2.44820272E8	3.5439968E8	3.29047072E8	5.3888944E7	5.3609144E7	6.4075388E7	4.4739428E7	6.1645754E8	5.4863322E8	7.6178381E8	7.5976563E8	4.4908616E7	7.0813696E7	6.6846964E7	5.8386308E7	3.43603552E8	3.63603328E8	4.31888928E8	3.71888224E8	4.93098432E8	4.98682912E8	5.959984E8	5.7853325E8	4.9899872E8	5.33206752E8	5.36193216E8	5.565495E8	
sp|Q7T3D1|ERO1A_DANRE	Q7T3D1	ERO1A_DANRE	ero1a	489	Danio rerio	2:Experimental evidence at transcript level	ERO1-like protein alpha	1.0	0.999	14	190	190	190	8	9	6	8	5	6	4	4	7	9	8	8	1	2	4	5	0	0	0	0	4	4	8	7	0	0	1	0	5	3	3	3	6	5	14	10	7	6	6	4	8	9	6	8	5	6	4	4	7	9	8	8	1	2	4	5	0	0	0	0	4	4	8	7	0	0	1	0	5	3	3	3	6	5	14	10	7	6	6	4	8	9	6	8	5	6	4	4	7	9	8	8	1	2	4	5	0	0	0	0	4	4	8	7	0	0	1	0	5	3	3	3	6	5	14	10	7	6	6	4	7.4127872E8	5.7016845E8	3.4809072E8	7.8778323E8	4.08444864E8	3.94340544E8	2.00047008E8	1.211998E8	6.1632371E8	6.229481E8	7.5743661E8	1.07567872E9	7.065844E7	9.5362944E7	2.36046496E8	1.14065496E8	0.0	0.0	0.0	0.0	3.53137856E8	3.65388416E8	9.6516339E8	2.42026816E8	0.0	0.0	1.2324031E7	0.0	4.66285728E8	1.99399968E8	7.9022128E7	1.09524264E8	4.66497408E8	3.52628384E8	1.57507661E9	1.57547238E9	9.141239E8	9.3992205E8	6.1502368E8	4.6118064E8	1.6810984E8	1.73242736E8	1.14628248E8	1.5511072E8	2.13775024E8	1.74943024E8	8.3581344E7	2.6039698E7	1.86607488E8	1.72426768E8	2.26867232E8	2.46523552E8	9.9774824E7	1.2048604E8	1.37241376E8	1.9546836E7	0.0	0.0	0.0	0.0	1.32027192E8	1.4459656E8	2.55279136E8	3.67148832E8	0.0	0.0	1.7402422E7	0.0	1.18819072E8	1.22622504E8	7.158772E7	1.7789064E7	1.42138592E8	2.1099656E8	2.7108304E8	2.39017744E8	2.12043104E8	2.19182288E8	2.012544E8	2.49722E8	
sp|Q7T3E4|DBR1_DANRE	Q7T3E4	DBR1_DANRE	dbr1	568	Danio rerio	1:Experimental evidence at protein level	Lariat debranching enzyme	1.0	0.9968	5	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78813E7	0.0	0.0	3.7193876E7	0.0	3398127.8	0.0	2.6648086E7	0.0	0.0	0.0	0.0	0.0	569846.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78813E7	0.0	0.0	3.7193876E7	0.0	3398127.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	569846.8	0.0	0.0	
sp|Q7T3E5|KAT3_DANRE	Q7T3E5	KAT3_DANRE	kyat3	450	Danio rerio	2:Experimental evidence at transcript level	Kynurenine--oxoglutarate transaminase 3	1.0	0.999	14	106	106	106	4	3	5	6	1	1	3	2	3	2	2	4	2	2	0	2	0	0	0	0	2	3	5	6	0	0	1	1	1	0	4	5	5	6	5	3	1	1	7	8	4	3	5	6	1	1	3	2	3	2	2	4	2	2	0	2	0	0	0	0	2	3	5	6	0	0	1	1	1	0	4	5	5	6	5	3	1	1	7	8	4	3	5	6	1	1	3	2	3	2	2	4	2	2	0	2	0	0	0	0	2	3	5	6	0	0	1	1	1	0	4	5	5	6	5	3	1	1	7	8	2.30811824E8	2.87192448E8	4.04127424E8	2.58763632E8	1.34937648E8	1.43540992E8	1.789896E8	9.7967168E7	1.2145176E8	0.0	7.0504768E7	1.78852416E8	8.2790512E7	1.1652008E8	0.0	8.601388E7	0.0	0.0	0.0	0.0	8.8779616E7	6.7408784E7	3.49170592E8	3.826048E8	0.0	0.0	0.0	0.0	1.23769448E8	0.0	3.44207488E8	4.7198128E8	4.29728256E8	3.57443072E8	2.8456368E8	5.1347324E7	1.63913376E8	2.32233408E8	6.7819008E8	6.3252032E8	2.09130096E8	1.41425904E8	1.48217328E8	1.35381824E8	1.5265864E8	1.6239184E8	4.3456492E7	1.5263744E8	9.0367816E7	0.0	1.09849728E8	1.51288384E8	9.366316E7	1.31822344E8	0.0	9.7309848E7	0.0	0.0	0.0	0.0	7.7274048E7	7.5215992E7	1.57993824E8	1.53775152E8	0.0	0.0	0.0	0.0	1.40023744E8	0.0	5.986758E7	1.4179608E8	1.81669456E8	2.01743248E8	1.41318432E8	8.0001536E7	1.8543968E8	2.30549552E8	1.92068624E8	1.85926416E8	
sp|Q7T3E8|MFR1L_DANRE	Q7T3E8	MFR1L_DANRE	mtfr1l	309	Danio rerio	1:Experimental evidence at protein level	Mitochondrial fission regulator 1-like	1.0	0.999	5	50	50	50	2	2	0	0	2	2	0	1	3	3	3	2	0	0	0	0	2	1	1	2	1	1	3	1	1	1	2	3	1	1	1	1	1	2	0	0	0	0	2	2	2	2	0	0	2	2	0	1	3	3	3	2	0	0	0	0	2	1	1	2	1	1	3	1	1	1	2	3	1	1	1	1	1	2	0	0	0	0	2	2	2	2	0	0	2	2	0	1	3	3	3	2	0	0	0	0	2	1	1	2	1	1	3	1	1	1	2	3	1	1	1	1	1	2	0	0	0	0	2	2	6.2095016E7	3.6917884E7	0.0	0.0	0.0	0.0	0.0	1.4949673E7	4.1612384E7	1.14775347E9	1.06423008E8	3.7780288E7	0.0	0.0	0.0	0.0	9.2542912E7	5.383156E7	5.6832696E7	6214628.5	2.55740877E9	0.0	1.07596056E8	1.0668432E8	2.5407208E7	4.380174E7	5.8934864E7	6.7115528E7	4.8821088E7	7.0441408E7	6.0520228E7	0.0	1.6283621E7	3.0240954E7	0.0	1.71173632E9	0.0	0.0	5.7483764E7	1.985972E7	4.2790956E7	5.3516944E7	0.0	0.0	0.0	0.0	0.0	2.1665244E7	6.0322188E7	2.9995308E7	4.8809928E7	5.4767104E7	0.0	0.0	0.0	0.0	3.925344E7	5.278124E7	5.572382E7	9008857.0	6.3311412E7	0.0	6.8878352E7	1.54608176E8	3.6830824E7	6.3495928E7	4.9322984E7	5.5489652E7	7.077208E7	1.02113352E8	8.77314E7	0.0	2.360508E7	4.3837924E7	0.0	4.4734396E7	0.0	0.0	3.070196E7	2.878907E7	
