Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	170928_MW_1 Spectral Count	170928_MW_2 Spectral Count	170928_MW_3 Spectral Count	170928_MW_4 Spectral Count	170928_MW_5 Spectral Count	170928_MW_6 Spectral Count	170928_MW_1 Unique Spectral Count	170928_MW_2 Unique Spectral Count	170928_MW_3 Unique Spectral Count	170928_MW_4 Unique Spectral Count	170928_MW_5 Unique Spectral Count	170928_MW_6 Unique Spectral Count	170928_MW_1 Total Spectral Count	170928_MW_2 Total Spectral Count	170928_MW_3 Total Spectral Count	170928_MW_4 Total Spectral Count	170928_MW_5 Total Spectral Count	170928_MW_6 Total Spectral Count	170928_MW_1 Intensity	170928_MW_2 Intensity	170928_MW_3 Intensity	170928_MW_4 Intensity	170928_MW_5 Intensity	170928_MW_6 Intensity	170928_MW_1 MaxLFQ Intensity	170928_MW_2 MaxLFQ Intensity	170928_MW_3 MaxLFQ Intensity	170928_MW_4 MaxLFQ Intensity	170928_MW_5 MaxLFQ Intensity	170928_MW_6 MaxLFQ Intensity	Indistinguishable Proteins
sp|O42363|APOA1_DANRE	O42363	APOA1_DANRE	apoa1a	262	Danio rerio	1:Experimental evidence at protein level	Apolipoprotein A-Ia	1.0	0.999	19	112	112	112	8	16	22	23	23	20	8	16	22	23	23	20	8	16	22	23	23	20	3.94324704E8	6.466848E8	1.1802688E9	1.8532407E9	1.03287546E9	1.59976192E9	1.32909456E8	1.57016944E8	2.49100464E8	2.9765648E8	2.15440752E8	2.52720096E8	
sp|O42364|APOEB_DANRE	O42364	APOEB_DANRE	apoeb	281	Danio rerio	2:Experimental evidence at transcript level	Apolipoprotein Eb	1.0	0.9948	4	7	7	7	0	2	1	3	1	0	0	2	1	3	1	0	0	2	1	3	1	0	0.0	1551616.8	8464674.0	2821221.8	3.0604418E7	2.295147E7	0.0	1551616.8	8464674.0	2821221.8	3.0604418E7	2.295147E7	
sp|O57521|HS90B_DANRE	O57521	HS90B_DANRE	hsp90ab1	725	Danio rerio	1:Experimental evidence at protein level	Heat shock protein HSP 90-beta	1.0	0.999	39	302	210	302	43	50	54	51	51	53	30	36	37	36	35	36	43	50	54	51	51	53	6.0922685E9	7.9638574E9	7.3049318E9	8.384724E9	7.2630753E9	9.2193075E9	1.0289952E9	1.2747625E9	1.22932339E9	1.38836531E9	1.23242189E9	1.52641331E9	
sp|O73715|LDB1A_DANRE	O73715	LDB1A_DANRE	ldb1a	374	Danio rerio	2:Experimental evidence at transcript level	LIM domain-binding protein 1-A	0.9992	0.9936	3	7	7	7	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	0.0	7914765.5	0.0	3815264.5	1.1260919E7	6934202.5	0.0	7914765.5	0.0	3815264.5	0.0	6934202.5	
sp|O73872|SODC_DANRE	O73872	SODC_DANRE	sod1	154	Danio rerio	2:Experimental evidence at transcript level	Superoxide dismutase [Cu-Zn]	1.0	0.999	4	8	8	8	1	2	3	1	1	0	1	2	3	1	1	0	1	2	3	1	1	0	5.9890636E7	9.2143992E7	1.83813616E8	0.0	0.0	7.396452E7	5.9890636E7	7.6893584E7	9.8662424E7	0.0	0.0	7.396452E7	
sp|O73875|EPB4A_DANRE	O73875	EPB4A_DANRE	ephb4a	987	Danio rerio	1:Experimental evidence at protein level	Ephrin type-B receptor 4a	0.9971	0.9975	3	5	0	5	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	1	2	2	0.0	3.863052E7	0.0	0.0	2.6079166E7	5.625512E7	0.0	3.863052E7	0.0	0.0	2.6079166E7	5.625512E7	sp|O73878|EPB4B_DANRE
sp|O93375|COE2_DANRE	O93375	COE2_DANRE	coe2	579	Danio rerio	2:Experimental evidence at transcript level	Transcription factor COE2	0.9557	0.9987	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O93409|MLRSA_DANRE	O93409	MLRSA_DANRE	mylpfa	169	Danio rerio	1:Experimental evidence at protein level	Myosin regulatory light chain 2, skeletal muscle isoform A	1.0	0.999	19	210	60	210	40	35	39	26	39	31	11	10	15	7	10	7	40	35	39	26	39	31	6.8443428E9	6.0975258E9	7.7129057E9	5.5188664E9	7.3994035E9	6.1319747E9	1.26127168E9	1.02916378E9	1.14068403E9	8.2013107E8	1.17243763E9	9.2670099E8	
sp|P0CH95|PHF8_DANRE	P0CH95	PHF8_DANRE	phf8	1032	Danio rerio	1:Experimental evidence at protein level	Histone lysine demethylase PHF8	0.329	0.9476	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P13104|TPM1_DANRE	P13104	TPM1_DANRE	tpma	284	Danio rerio	2:Experimental evidence at transcript level	Tropomyosin alpha-1 chain	1.0	0.999	24	120	120	120	19	22	21	20	14	24	19	22	21	20	14	24	19	22	21	20	14	24	1.36579482E9	1.54209984E9	1.9527223E9	1.81343616E9	9.9216838E8	2.75333811E9	2.12852144E8	2.72174784E8	3.7060656E8	2.86392576E8	2.06577728E8	3.58008928E8	
sp|P17561|EPD_DANRE	P17561	EPD_DANRE	epd	217	Danio rerio	2:Experimental evidence at transcript level	Ependymin	1.0	0.999	1	6	6	6	0	1	0	1	2	2	0	1	0	1	2	2	0	1	0	1	2	2	0.0	8.290172E7	0.0	9.747436E7	9.9237912E7	1.01401736E8	0.0	8.290172E7	0.0	9.747436E7	9.1651048E7	1.01401736E8	
sp|P35359|OPSD_DANRE	P35359	OPSD_DANRE	rho	354	Danio rerio	1:Experimental evidence at protein level	Rhodopsin	1.0	0.999	7	91	91	91	17	17	15	13	15	14	17	17	15	13	15	14	17	17	15	13	15	14	2.20017894E9	2.12654451E9	2.45658342E9	1.21317466E9	1.48305984E9	1.51149478E9	5.3124032E8	5.33283968E8	6.0927795E8	3.21433312E8	3.596944E8	3.61455968E8	
sp|P58781|ADA2_DANRE	P58781	ADA2_DANRE	ada2a	503	Danio rerio	2:Experimental evidence at transcript level	Adenosine deaminase 2-A	0.8048	0.9935	1	2	2	2	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P61485|RL36A_DANRE	P61485	RL36A_DANRE	rpl36a	106	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL42	0.9989	0.9988	2	9	9	9	2	2	2	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1	1.18177016E8	7.1336768E7	8.7200264E7	3.856578E7	8.399924E7	2.9564236E7	1.18177016E8	7.1336768E7	8.7200264E7	3.856578E7	8.399924E7	2.9564236E7	
sp|P62084|RS7_DANRE	P62084	RS7_DANRE	rps7	194	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein eS7	1.0	0.999	9	48	48	48	8	10	7	6	9	8	8	10	7	6	9	8	8	10	7	6	9	8	6.7602618E8	2.66458144E8	5.1487396E7	8.0966448E7	4.2423296E8	3.79535296E8	2.43645984E8	1.38844272E8	2.4711048E7	4.4637144E7	1.77412176E8	1.05754456E8	
sp|P62247|RS8_DANRE	P62247	RS8_DANRE	rps8	208	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein eS8	1.0	0.999	14	84	84	84	17	14	14	10	17	12	17	14	14	10	17	12	17	14	14	10	17	12	2.49786496E9	2.24801894E9	2.2581312E9	1.45432115E9	2.64937933E9	1.46206861E9	6.3468915E8	5.2968256E8	5.07939392E8	3.47665824E8	6.0324973E8	2.99911072E8	
sp|P79735|RAN_DANRE	P79735	RAN_DANRE	ran	215	Danio rerio	2:Experimental evidence at transcript level	GTP-binding nuclear protein Ran	1.0	0.999	16	88	88	88	15	15	16	10	18	14	15	15	16	10	18	14	15	15	16	10	18	14	1.56883584E9	1.55236774E9	1.43766835E9	1.22344781E9	2.00317389E9	1.72103258E9	6.2311059E8	5.9965248E8	5.7538317E8	4.1687072E8	6.3099411E8	5.169112E8	
sp|P83571|RUVB2_DANRE	P83571	RUVB2_DANRE	ruvbl2	463	Danio rerio	1:Experimental evidence at protein level	RuvB-like 2	1.0	0.999	10	31	31	31	4	6	5	7	3	6	4	6	5	7	3	6	4	6	5	7	3	6	6.6206128E7	1.24019824E8	1.09141904E8	1.7831808E8	8.499544E7	1.6685768E8	4.4839096E7	5.5748264E7	8.3384536E7	7.7244288E7	6.4366076E7	5.8568664E7	
sp|Q05AM4|FAH2B_DANRE	Q05AM4	FAH2B_DANRE	faah2b	526	Danio rerio	2:Experimental evidence at transcript level	Fatty-acid amide hydrolase 2-B	0.9999	0.9977	3	3	3	3	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.0	0.0	5341113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q06725|N2F1A_DANRE	Q06725	N2F1A_DANRE	nr2f1a	411	Danio rerio	2:Experimental evidence at transcript level	Nuclear receptor subfamily 2 group F member 1-A	0.9931	0.999	2	5	4	5	2	1	0	0	1	1	1	1	0	0	1	1	2	1	0	0	1	1	1.1193948E7	6435513.5	0.0	0.0	2.3739244E7	2.5386156E7	1.1193948E7	6435513.5	0.0	0.0	2.3739244E7	2.5386156E7	
sp|Q08BB1|EFGM_DANRE	Q08BB1	EFGM_DANRE	gfm1	745	Danio rerio	2:Experimental evidence at transcript level	Elongation factor G, mitochondrial	0.9998	0.9966	2	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.0	0.0	0.0	3.7471488E7	0.0	2.3432332E7	0.0	0.0	0.0	3.7471488E7	0.0	2.3432332E7	
sp|Q08BI9|MCU_DANRE	Q08BI9	MCU_DANRE	mcu	376	Danio rerio	1:Experimental evidence at protein level	Calcium uniporter protein, mitochondrial	1.0	0.999	8	22	22	22	3	2	6	2	5	4	3	2	6	2	5	4	3	2	6	2	5	4	1.7914752E8	5.1009336E7	3.62939392E8	6.1585236E7	2.27741872E8	2.01841856E8	1.40085664E8	5.1009336E7	1.76486592E8	5.6564972E7	1.98409632E8	1.08082488E8	
sp|Q08BJ2|KHDR2_DANRE	Q08BJ2	KHDR2_DANRE	khdrbs2	346	Danio rerio	2:Experimental evidence at transcript level	KH domain-containing, RNA-binding, signal transduction-associated protein 2	0.9349	0.9594	2	3	3	3	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q08BL7|GLCTK_DANRE	Q08BL7	GLCTK_DANRE	glyctk	502	Danio rerio	2:Experimental evidence at transcript level	Glycerate kinase	1.0	0.999	5	15	15	15	3	1	1	5	3	2	3	1	1	5	3	2	3	1	1	5	3	2	5155145.0	1.3684067E7	8974302.0	7530766.5	0.0	0.0	5155145.0	0.0	8974302.0	7530766.5	0.0	0.0	
sp|Q08C33|ISOC1_DANRE	Q08C33	ISOC1_DANRE	isoc1	283	Danio rerio	2:Experimental evidence at transcript level	Isochorismatase domain-containing protein 1	1.0	0.999	4	14	14	14	2	2	3	3	2	2	2	2	3	3	2	2	2	2	3	3	2	2	1.67790272E8	1.63241216E8	3.0842828E7	2.37001552E8	1.12221864E8	2.44601344E8	1.33570776E8	1.47177168E8	9.640112E7	1.6882112E8	1.01178472E8	1.67051696E8	
sp|Q08C76|SSUH2_DANRE	Q08C76	SSUH2_DANRE	ssuh2	361	Danio rerio	2:Experimental evidence at transcript level	Protein SSUH2 homolog	1.0	0.9982	5	15	15	15	1	2	3	3	4	2	1	2	3	3	4	2	1	2	3	3	4	2	1.01888192E8	2.56710976E8	1.03681848E8	2.4124752E8	1.303264E8	2.53757088E8	1.02367432E8	1.16515632E8	1.04169528E8	1.29304704E8	1.22829344E8	1.16883192E8	
sp|Q08CI4|CCYL1_DANRE	Q08CI4	CCYL1_DANRE	ccnyl1	339	Danio rerio	2:Experimental evidence at transcript level	Cyclin-Y-like protein 1	0.9687	0.9672	2	3	3	3	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	8045449.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q08CK7|IF2B1_DANRE	Q08CK7	IF2B1_DANRE	igf2bp1	598	Danio rerio	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 1	1.0	0.999	21	87	78	87	9	18	12	16	14	18	8	16	11	15	13	15	9	18	12	16	14	18	7.6076416E8	1.5722688E9	1.02664134E9	1.98367475E9	1.04592819E9	1.8567872E9	2.96212768E8	3.07257088E8	3.060816E8	4.23929216E8	3.28443008E8	3.7590192E8	
sp|Q0E671|NEUAA_DANRE	Q0E671	NEUAA_DANRE	cmasa	430	Danio rerio	1:Experimental evidence at protein level	N-acylneuraminate cytidylyltransferase A	0.9847	0.9984	1	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	0.0	0.0	1815330.2	6226976.5	4677787.0	0.0	0.0	0.0	1815330.2	6226976.5	4677787.0	
sp|Q0P3Z2|PTER_DANRE	Q0P3Z2	PTER_DANRE	pter	349	Danio rerio	2:Experimental evidence at transcript level	Phosphotriesterase-related protein	1.0	0.9988	2	8	8	8	1	1	2	0	3	1	1	1	2	0	3	1	1	1	2	0	3	1	6150932.0	6337424.0	9447109.0	0.0	1.1853133E7	5887335.0	6150932.0	6337424.0	8024560.0	0.0	1.0498808E7	5887335.0	
sp|Q0P483|S2542_DANRE	Q0P483	S2542_DANRE	slc25a42	321	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial coenzyme A transporter SLC25A42	0.9986	0.999	1	4	4	4	2	0	1	0	1	0	2	0	1	0	1	0	2	0	1	0	1	0	0.0	0.0	6301481.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q0P4F7|ACSF2_DANRE	Q0P4F7	ACSF2_DANRE	acsf2	606	Danio rerio	2:Experimental evidence at transcript level	Medium-chain acyl-CoA ligase ACSF2, mitochondrial	1.0	0.999	10	30	30	30	4	7	7	6	3	3	4	7	7	6	3	3	4	7	7	6	3	3	6.882628E7	1.4489192E8	1.15549808E8	1.98070016E8	1.0776968E8	1.4637976E8	4.2429128E7	3.8808064E7	5.6207904E7	7.9110144E7	6.2933292E7	5.6348888E7	
sp|Q1JPX3|SYFA_DANRE	Q1JPX3	SYFA_DANRE	farsa	497	Danio rerio	2:Experimental evidence at transcript level	Phenylalanine--tRNA ligase alpha subunit	1.0	0.999	4	15	15	15	2	2	2	2	4	3	2	2	2	2	4	3	2	2	2	2	4	3	3.284488E7	1.8008616E7	7191935.0	5512098.5	2.999278E7	9.370952E7	4.0644844E7	2.228528E7	8899867.0	6821105.0	8084412.5	1.15963544E8	
sp|Q1JPY8|PSPC1_DANRE	Q1JPY8	PSPC1_DANRE	pspc1	512	Danio rerio	2:Experimental evidence at transcript level	Paraspeckle component 1	0.9999	0.9989	2	6	6	6	1	1	1	2	1	0	1	1	1	2	1	0	1	1	1	2	1	0	0.0	2.7011088E8	1.9567328E8	2.3008792E8	2.211288E8	2.37884784E8	0.0	2.7011088E8	1.9567328E8	2.3008792E8	2.211288E8	2.37884784E8	
sp|Q1JPZ7|PRP39_DANRE	Q1JPZ7	PRP39_DANRE	prpf39	752	Danio rerio	2:Experimental evidence at transcript level	Pre-mRNA-processing factor 39	1.0	0.9986	8	15	15	15	1	1	3	3	3	4	1	1	3	3	3	4	1	1	3	3	3	4	3.4114032E7	6.2627456E7	3823730.8	4.3691948E7	5.426982E7	9.66724E7	3.716146E7	6.8222008E7	0.0	2.8830438E7	2.7747446E7	5.2522624E7	
sp|Q1L8L9|KAD2_DANRE	Q1L8L9	KAD2_DANRE	ak2	241	Danio rerio	2:Experimental evidence at transcript level	Adenylate kinase 2, mitochondrial	1.0	0.999	5	22	22	22	2	4	4	4	4	4	2	4	4	4	4	4	2	4	4	4	4	4	6.9110648E7	1.14860912E8	6.2143676E7	1.36341568E8	2.15125584E8	1.76361088E8	4.4146496E7	5.098206E7	3.2297436E7	5.8156232E7	7.1781288E7	5.959784E7	
sp|Q1LUA6|TRIO_DANRE	Q1LUA6	TRIO_DANRE	trio	3028	Danio rerio	3:Protein inferred from homology	Triple functional domain protein	0.9946	0.9914	2	2	2	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0.0	0.0	5293605.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q1LV46|ABHEA_DANRE	Q1LV46	ABHEA_DANRE	abhd14a	270	Danio rerio	2:Experimental evidence at transcript level	Protein ABHD14A	0.3156	0.9445	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	6303069.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q1LVE8|SF3B3_DANRE	Q1LVE8	SF3B3_DANRE	sf3b3	1217	Danio rerio	2:Experimental evidence at transcript level	Splicing factor 3B subunit 3	1.0	0.999	8	25	25	25	3	3	5	5	2	7	3	3	5	5	2	7	3	3	5	5	2	7	7.2632096E7	1.62112544E8	9.9012968E7	1.94890832E8	2.9763342E7	2.14044416E8	5.7678056E7	6.7987456E7	7.4820112E7	6.3272156E7	9.5192016E7	5.740438E7	
sp|Q1LVF0|LAMC1_DANRE	Q1LVF0	LAMC1_DANRE	lamc1	1593	Danio rerio	2:Experimental evidence at transcript level	Laminin subunit gamma-1	1.0	0.999	9	31	31	31	3	4	5	7	8	4	3	4	5	7	8	4	3	4	5	7	8	4	8309671.0	1.62074304E8	1.57672192E8	2.62575264E8	8.825176E7	9.0090232E7	0.0	1.17013104E8	9.8957448E7	1.76462512E8	9.0717024E7	7.624828E7	
sp|Q1LXC9|INT3_DANRE	Q1LXC9	INT3_DANRE	ints3	1017	Danio rerio	2:Experimental evidence at transcript level	Integrator complex subunit 3	0.9843	0.991	2	5	5	5	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q1LY46|LETM1_DANRE	Q1LY46	LETM1_DANRE	letm1	757	Danio rerio	3:Protein inferred from homology	Mitochondrial proton/calcium exchanger protein	0.9976	0.9984	2	5	5	5	2	1	1	0	1	0	2	1	1	0	1	0	2	1	1	0	1	0	1.656352E7	0.0	1.7653382E7	0.0	9493659.0	0.0	1.656352E7	0.0	1.7653382E7	0.0	9493659.0	0.0	
sp|Q1MTI4|TPISA_DANRE	Q1MTI4	TPISA_DANRE	tpi1a	248	Danio rerio	2:Experimental evidence at transcript level	Triosephosphate isomerase A	1.0	0.9989	10	21	21	54	4	4	4	3	3	3	4	4	4	3	3	3	8	11	10	8	8	9	2.69550272E8	2.82359008E8	3.63971712E8	1.73938336E8	2.65408048E8	3.61309824E8	1.31176568E8	1.54369024E8	1.64839168E8	1.23707128E8	1.4339624E8	1.37601344E8	
sp|Q1RLY6|KMO_DANRE	Q1RLY6	KMO_DANRE	kmo	474	Danio rerio	2:Experimental evidence at transcript level	Kynurenine 3-monooxygenase	0.9995	0.9989	2	5	5	5	2	0	2	1	0	0	2	0	2	1	0	0	2	0	2	1	0	0	8672408.0	0.0	1.7068208E7	0.0	0.0	1.253997E7	8672408.0	0.0	1.7068208E7	0.0	0.0	1.253997E7	
sp|Q2PW47|MED24_DANRE	Q2PW47	MED24_DANRE	med24	989	Danio rerio	2:Experimental evidence at transcript level	Mediator of RNA polymerase II transcription subunit 24	0.8418	0.9949	1	2	2	2	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q32LQ4|BHMT1_DANRE	Q32LQ4	BHMT1_DANRE	bhmt	400	Danio rerio	2:Experimental evidence at transcript level	Betaine--homocysteine S-methyltransferase 1	1.0	0.999	12	59	59	59	8	12	9	7	11	12	8	12	9	7	11	12	8	12	9	7	11	12	9.2561357E8	1.36439219E9	1.04057894E9	8.800023E8	1.07117075E9	1.35660979E9	3.40992704E8	4.40961344E8	3.63552896E8	4.16419296E8	3.99648864E8	4.1786256E8	
sp|Q32LT7|TTYH3_DANRE	Q32LT7	TTYH3_DANRE	ttyh3b	560	Danio rerio	2:Experimental evidence at transcript level	Protein tweety homolog 3	0.9995	0.999	2	4	4	4	0	2	1	1	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q32LU1|MIRO2_DANRE	Q32LU1	MIRO2_DANRE	rhot2	617	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial Rho GTPase 2	0.9678	0.986	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q32LU7|PTCD3_DANRE	Q32LU7	PTCD3_DANRE	ptcd3	667	Danio rerio	2:Experimental evidence at transcript level	Small ribosomal subunit protein mS39	1.0	0.9989	3	7	7	7	0	2	2	2	0	1	0	2	2	2	0	1	0	2	2	2	0	1	0.0	5561058.0	0.0	1818785.0	0.0	0.0	0.0	5561058.0	0.0	1818785.0	0.0	0.0	
sp|Q32PL1|PP1R7_DANRE	Q32PL1	PP1R7_DANRE	ppp1r7	345	Danio rerio	2:Experimental evidence at transcript level	Protein phosphatase 1 regulatory subunit 7	1.0	0.999	4	15	15	15	1	2	2	3	4	3	1	2	2	3	4	3	1	2	2	3	4	3	5108128.5	5.4624444E7	2.4363136E7	1.152676E7	6.4980196E7	3.6874528E7	9345786.0	1.6540667E7	1.5713167E7	1.3781307E7	2.5070762E7	2.5799884E7	
sp|Q3ZB90|KBTBC_DANRE	Q3ZB90	KBTBC_DANRE	kbtbd12	623	Danio rerio	2:Experimental evidence at transcript level	Kelch repeat and BTB domain-containing protein 12	0.5022	0.9738	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	1.29701192E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q49HM9|GRK7A_DANRE	Q49HM9	GRK7A_DANRE	grk7a	549	Danio rerio	1:Experimental evidence at protein level	Rhodopsin kinase grk7a	1.0	0.999	8	31	31	31	7	5	5	4	5	5	7	5	5	4	5	5	7	5	5	4	5	5	3.12242272E8	3.13496128E8	2.16277664E8	1.805816E8	1.6928224E8	2.5748336E8	1.12095704E8	1.36126192E8	9.3480848E7	1.76962192E8	7.2147792E7	1.25710592E8	
sp|Q4H4B6|SCRIB_DANRE	Q4H4B6	SCRIB_DANRE	scrib	1724	Danio rerio	1:Experimental evidence at protein level	Protein scribble homolog	1.0	0.9986	3	4	4	4	0	2	0	0	1	1	0	2	0	0	1	1	0	2	0	0	1	1	0.0	1.27893704E8	0.0	0.0	0.0	1.6768446E7	0.0	1.26773216E8	0.0	0.0	0.0	1.6768446E7	
sp|Q4KMD7|STPAP_DANRE	Q4KMD7	STPAP_DANRE	tut1	797	Danio rerio	2:Experimental evidence at transcript level	Speckle targeted PIP5K1A-regulated poly(A) polymerase	0.9526	0.9987	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	8045400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4KME6|GGYF2_DANRE	Q4KME6	GGYF2_DANRE	gigyf2	1329	Danio rerio	2:Experimental evidence at transcript level	GRB10-interacting GYF protein 2	0.5425	0.9776	1	2	2	2	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4QRF4|H32_DANRE	Q4QRF4	H32_DANRE	zgc:113984	136	Danio rerio	2:Experimental evidence at transcript level	Histone H3.2	1.0	0.9989	5	12	0	12	3	3	3	1	2	0	0	0	0	0	0	0	3	3	3	1	2	0	8.3928954E8	1.22987469E9	1.34948173E9	5.8022522E8	1.45722611E9	3.97764608E8	4.29261472E8	4.16409632E8	5.34753344E8	3.16288352E8	5.02082176E8	3.05738048E8	sp|Q6PI20|H33_DANRE
sp|Q4QRJ7|EIF2A_DANRE	Q4QRJ7	EIF2A_DANRE	eif2a	580	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 2A	0.9999	0.9979	2	8	8	8	1	1	1	1	1	3	1	1	1	1	1	3	1	1	1	1	1	3	7.5705016E7	9.5878064E7	6.6789064E7	9.9576216E7	5.951316E7	1.2243432E8	7.5705016E7	8.332816E7	6.6789064E7	9.9576216E7	5.951316E7	1.08927512E8	
sp|Q4QRK0|MAP11_DANRE	Q4QRK0	MAP11_DANRE	metap1	386	Danio rerio	2:Experimental evidence at transcript level	Methionine aminopeptidase 1	0.9945	0.9498	3	4	4	4	0	2	0	1	1	0	0	2	0	1	1	0	0	2	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4TVV3|DDX46_DANRE	Q4TVV3	DDX46_DANRE	ddx46	1018	Danio rerio	2:Experimental evidence at transcript level	Probable ATP-dependent RNA helicase DDX46	0.985	0.9929	1	4	4	4	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	4372192.5	0.0	0.0	6440760.0	1410412.6	0.0	4372192.5	0.0	0.0	6440760.0	1410412.6	0.0	
sp|Q4U0S5|PAF1_DANRE	Q4U0S5	PAF1_DANRE	paf1	503	Danio rerio	1:Experimental evidence at protein level	RNA polymerase II-associated factor 1 homolog	1.0	0.9989	3	8	8	8	1	2	0	2	1	2	1	2	0	2	1	2	1	2	0	2	1	2	0.0	5.8514536E7	0.0	3.5415464E7	3384294.5	1.2554294E7	0.0	3.5488868E7	0.0	2.4422152E7	3457517.2	1.2825919E7	
sp|Q4V8V2|NUD17_DANRE	Q4V8V2	NUD17_DANRE	nudt17	300	Danio rerio	2:Experimental evidence at transcript level	Nucleoside diphosphate-linked moiety X motif 17	0.9657	0.9806	2	2	2	2	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	6.6857104E7	7.3551216E7	0.0	0.0	0.0	7.3551232E7	6.6857104E7	7.3551216E7	0.0	0.0	0.0	7.3551232E7	
sp|Q4VBI7|STX18_DANRE	Q4VBI7	STX18_DANRE	stx18	314	Danio rerio	2:Experimental evidence at transcript level	Syntaxin-18	0.6388	0.9849	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4VBV9|NIT2_DANRE	Q4VBV9	NIT2_DANRE	nit2	277	Danio rerio	2:Experimental evidence at transcript level	Omega-amidase NIT2	1.0	0.9976	5	11	11	11	3	2	2	0	2	2	3	2	2	0	2	2	3	2	2	0	2	2	1.410026E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
