Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Set_1_1 Spectral Count	Set_1_2 Spectral Count	Set_1_3 Spectral Count	Set_2_1 Spectral Count	Set_2_2 Spectral Count	Set_2_3 Spectral Count	Set_1_1 Unique Spectral Count	Set_1_2 Unique Spectral Count	Set_1_3 Unique Spectral Count	Set_2_1 Unique Spectral Count	Set_2_2 Unique Spectral Count	Set_2_3 Unique Spectral Count	Set_1_1 Total Spectral Count	Set_1_2 Total Spectral Count	Set_1_3 Total Spectral Count	Set_2_1 Total Spectral Count	Set_2_2 Total Spectral Count	Set_2_3 Total Spectral Count	Set_1_1 Intensity	Set_1_2 Intensity	Set_1_3 Intensity	Set_2_1 Intensity	Set_2_2 Intensity	Set_2_3 Intensity	Set_1_1 MaxLFQ Intensity	Set_1_2 MaxLFQ Intensity	Set_1_3 MaxLFQ Intensity	Set_2_1 MaxLFQ Intensity	Set_2_2 MaxLFQ Intensity	Set_2_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q5SQE2|STB5L_DANRE	Q5SQE2	STB5L_DANRE	stxbp5l	1159	Danio rerio	3:Protein inferred from homology	Syntaxin-binding protein 5-like	0.9962	0.9956	2	4	4	4	0	0	1	1	2	0	0	0	1	1	2	0	0	0	1	1	2	0	3362835.5	0.0	3446971.2	1890331.5	2735623.5	7349070.5	2607345.8	0.0	2672579.5	3144663.0	4550849.0	3886582.2	
sp|Q5TYQ3|COA7_DANRE	Q5TYQ3	COA7_DANRE	coa7	229	Danio rerio	2:Experimental evidence at transcript level	Cytochrome c oxidase assembly factor 7	1.0	0.999	3	56	56	56	8	10	9	9	12	8	8	10	9	9	12	8	8	10	9	9	12	8	8150401.0	9084859.0	8393642.0	7970010.5	6618917.5	8306694.5	3615359.0	4565116.0	3907302.0	4023322.5	3216613.5	4321478.0	
sp|Q5TYS5|SCRN2_DANRE	Q5TYS5	SCRN2_DANRE	scrn2	415	Danio rerio	2:Experimental evidence at transcript level	Secernin-2	1.0	0.999	8	42	42	42	10	10	8	3	5	6	10	10	8	3	5	6	10	10	8	3	5	6	3.732832E7	2.883574E7	3.6431596E7	2.0414098E7	2.6159516E7	2.4795548E7	1.4109535E7	1.1653287E7	1.3053297E7	8253389.0	8333298.0	8115827.5	
sp|Q5TYV0|EMC7_DANRE	Q5TYV0	EMC7_DANRE	emc7	237	Danio rerio	2:Experimental evidence at transcript level	Endoplasmic reticulum membrane protein complex subunit 7	0.999	0.9969	3	8	8	8	2	2	0	0	2	2	2	2	0	0	2	2	2	2	0	0	2	2	0.0	2107326.5	2577129.0	4638529.0	3572055.5	4178090.8	0.0	0.0	2577129.0	4638529.0	3572055.5	4178090.8	
sp|Q5TYW4|NBAS_DANRE	Q5TYW4	NBAS_DANRE	nbas	2372	Danio rerio	2:Experimental evidence at transcript level	NBAS subunit of NRZ tethering complex	1.0	0.999	2	27	27	27	5	5	5	5	4	3	5	5	5	5	4	3	5	5	5	5	4	3	1224886.8	1084641.0	1079963.5	944951.9	1561577.2	2761495.0	1365129.5	1208826.4	643841.8	625725.44	1000904.5	1493347.0	
sp|Q5TZ66|SN25A_DANRE	Q5TZ66	SN25A_DANRE	snap25a	204	Danio rerio	2:Experimental evidence at transcript level	Synaptosomal-associated protein 25-A	0.9881	0.9988	2	8	8	9	0	0	0	2	2	4	0	0	0	2	2	4	0	0	0	2	2	5	0.0	0.0	0.0	580159.44	702107.3	755810.0	0.0	0.0	0.0	580159.44	702107.3	755810.0	
sp|Q5TZ80|HOOK1_DANRE	Q5TZ80	HOOK1_DANRE	hook1	715	Danio rerio	2:Experimental evidence at transcript level	Protein Hook homolog 1	1.0	0.999	3	22	22	22	2	3	1	6	5	5	2	3	1	6	5	5	2	3	1	6	5	5	3.1320318E7	4.885202E7	3.096213E7	7284294.5	2210663.8	1405846.2	1.0673645E7	1.3506974E7	1.0551578E7	8233689.5	1.0920265E7	6944617.5	
sp|Q5U379|SNF5_DANRE	Q5U379	SNF5_DANRE	smarcb1a	373	Danio rerio	2:Experimental evidence at transcript level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1-A	1.0	0.9989	5	46	46	46	6	6	8	7	10	9	6	6	8	7	10	9	6	6	8	7	10	9	3460163.5	2711092.5	2816750.8	6090549.0	7022854.0	7711796.0	3760559.2	2946457.5	3061288.5	3200881.8	3862062.2	3520875.2	
sp|Q5U3A7|OPA1_DANRE	Q5U3A7	OPA1_DANRE	opa1	966	Danio rerio	2:Experimental evidence at transcript level	Dynamin-like GTPase OPA1, mitochondrial	1.0	0.9989	18	80	80	80	2	2	0	23	31	22	2	2	0	23	31	22	2	2	0	23	31	22	3166434.0	4704149.0	6565885.0	3.9034904E7	4.1977756E7	3.9509312E7	1871192.8	2336752.2	2351243.8	7187546.0	6733760.5	7176957.5	
sp|Q5U3A8|PPR21_DANRE	Q5U3A8	PPR21_DANRE	ppp1r21	665	Danio rerio	2:Experimental evidence at transcript level	Protein phosphatase 1 regulatory subunit 21	0.9805	0.9938	2	5	5	5	0	0	0	2	1	2	0	0	0	2	1	2	0	0	0	2	1	2	0.0	0.0	0.0	1782852.4	1632444.0	1236118.9	0.0	0.0	0.0	1782852.4	1307486.9	1026379.6	
sp|Q5U3F8|3HAO_DANRE	Q5U3F8	3HAO_DANRE	haao	287	Danio rerio	2:Experimental evidence at transcript level	3-hydroxyanthranilate 3,4-dioxygenase	1.0	0.999	7	119	119	119	20	18	18	22	19	22	20	18	18	22	19	22	20	18	18	22	19	22	3.5421224E7	3.5893464E7	4.0492084E7	3.9331492E7	3.367104E7	3.5710872E7	8739668.0	8289692.5	8528357.0	1.0019315E7	8205291.0	8873451.0	
sp|Q5U3I0|SAM5B_DANRE	Q5U3I0	SAM5B_DANRE	samm50b	469	Danio rerio	2:Experimental evidence at transcript level	Sorting and assembly machinery component 50 homolog B	1.0	0.9987	13	107	107	170	17	19	23	17	17	14	17	19	23	17	17	14	31	35	38	23	23	20	1.6869046E7	2.2352264E7	2.1951422E7	1.549723E7	1.5151301E7	1.5324245E7	6593627.5	7150029.5	6856699.0	6010391.0	5982958.0	5596787.0	
sp|Q5U3P0|PCID2_DANRE	Q5U3P0	PCID2_DANRE	pcid2	399	Danio rerio	2:Experimental evidence at transcript level	PCI domain-containing protein 2	0.9882	0.9988	1	3	3	3	2	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	712717.0	664519.8	387913.12	0.0	0.0	0.0	712717.0	664519.8	387913.12	0.0	0.0	0.0	
sp|Q5U3U0|PHYD1_DANRE	Q5U3U0	PHYD1_DANRE	phyhd1	291	Danio rerio	2:Experimental evidence at transcript level	Phytanoyl-CoA dioxygenase domain-containing protein 1	1.0	0.999	6	115	115	115	23	25	17	18	16	16	23	25	17	18	16	16	23	25	17	18	16	16	3.6060624E7	4.0547132E7	3.7399068E7	3.7017796E7	3.4405124E7	3.4633508E7	1.0466624E7	1.1412328E7	1.0758061E7	1.0470515E7	1.0104394E7	1.0313797E7	
sp|Q5U3U3|CPT2_DANRE	Q5U3U3	CPT2_DANRE	cpt2	669	Danio rerio	2:Experimental evidence at transcript level	Carnitine O-palmitoyltransferase 2, mitochondrial	1.0	0.999	27	676	676	676	127	129	123	98	105	94	127	129	123	98	105	94	127	129	123	98	105	94	2.78804832E8	2.79920288E8	2.6448512E8	2.06234704E8	2.24855136E8	2.30191904E8	5.4145668E7	5.212492E7	5.1722412E7	4.304108E7	4.1086528E7	4.5226876E7	
sp|Q5U3W0|CPPED_DANRE	Q5U3W0	CPPED_DANRE	cpped1	309	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein phosphatase CPPED1	1.0	0.9817	4	7	7	7	3	1	1	1	1	0	3	1	1	1	1	0	3	1	1	1	1	0	5159392.5	3463210.8	4502969.5	1731804.4	2190105.8	1365470.9	1538964.1	1688933.1	1421230.2	2606631.8	3296445.8	2055243.6	
sp|Q5W7F1|ASAH2_DANRE	Q5W7F1	ASAH2_DANRE	asah2	743	Danio rerio	1:Experimental evidence at protein level	Neutral ceramidase	1.0	0.999	10	68	68	68	21	18	17	5	3	4	21	18	17	5	3	4	21	18	17	5	3	4	3.4219868E7	3.5414996E7	3.380174E7	8551326.0	5114906.5	5944927.5	9731890.0	1.0461367E7	1.0596171E7	5871938.0	5187210.5	7693813.0	
sp|Q5W8I7|VGL2B_DANRE	Q5W8I7	VGL2B_DANRE	slc17a6a	587	Danio rerio	2:Experimental evidence at transcript level	Vesicular glutamate transporter 2.2	1.0	0.9989	4	76	72	76	12	14	14	12	11	13	11	13	13	11	11	13	12	14	14	12	11	13	2.8656772E7	2.8556678E7	2.8253968E7	2.8296854E7	2.997977E7	2.8636474E7	1.0456315E7	1.0826875E7	1.0473965E7	1.135321E7	1.1592145E7	1.1874591E7	
sp|Q5W8I8|VGL2A_DANRE	Q5W8I8	VGL2A_DANRE	slc17a6b	584	Danio rerio	2:Experimental evidence at transcript level	Vesicular glutamate transporter 2.1	1.0	0.999	5	42	42	46	0	4	1	11	15	11	0	4	1	11	15	11	1	5	2	12	15	11	6774513.5	4961474.0	7332808.0	1.2295556E7	1.4751782E7	1.223621E7	5224438.5	3961107.0	3877320.8	5591792.5	6128433.0	5160460.0	
sp|Q5XIZ6|GPD1L_DANRE	Q5XIZ6	GPD1L_DANRE	gpd1l	351	Danio rerio	2:Experimental evidence at transcript level	Glycerol-3-phosphate dehydrogenase 1-like protein	1.0	0.9989	6	25	25	25	2	0	2	6	5	10	2	0	2	6	5	10	2	0	2	6	5	10	1.716586E7	1.6370667E7	1.5918639E7	2.3109478E7	2.207379E7	2.3236608E7	8979227.0	9976806.0	9730363.0	1.2670077E7	1.2785658E7	1.3027789E7	
sp|Q5XJ10|G3P_DANRE	Q5XJ10	G3P_DANRE	gapdh	333	Danio rerio	2:Experimental evidence at transcript level	Glyceraldehyde-3-phosphate dehydrogenase	1.0	0.999	22	1758	1741	1758	313	326	315	273	261	270	309	323	312	268	260	269	313	326	315	273	261	270	6.583679E9	6.5295724E9	6.6216556E9	6.0844744E9	5.9589192E9	5.9420739E9	9.8503315E8	9.6843507E8	1.00109907E9	9.1033677E8	9.097568E8	9.0608493E8	
sp|Q5XJ36|PARK7_DANRE	Q5XJ36	PARK7_DANRE	park7	189	Danio rerio	2:Experimental evidence at transcript level	Parkinson disease protein 7 homolog	0.9999	0.9985	2	15	15	15	3	3	3	1	2	3	3	3	3	1	2	3	3	3	3	1	2	3	0.0	0.0	3975344.0	8436930.0	7572312.0	9084919.0	0.0	0.0	3975344.0	4763447.5	4283224.0	5097859.0	
sp|Q5XJ54|GLRX3_DANRE	Q5XJ54	GLRX3_DANRE	glrx3	326	Danio rerio	2:Experimental evidence at transcript level	Glutaredoxin 3	1.0	0.999	14	312	312	312	46	50	43	60	58	55	46	50	43	60	58	55	46	50	43	60	58	55	9.6083296E7	9.5591632E7	9.6762904E7	1.1838504E8	1.17859952E8	1.11100112E8	1.8801218E7	1.9396546E7	1.9546014E7	2.2064392E7	2.247178E7	2.1562226E7	
sp|Q5XJA3|PRRC1_DANRE	Q5XJA3	PRRC1_DANRE	prrc1	435	Danio rerio	1:Experimental evidence at protein level	Protein PRRC1	1.0	0.999	4	14	14	14	4	5	4	1	0	0	4	5	4	1	0	0	4	5	4	1	0	0	2.2017112E7	1.5797488E7	1.5407853E7	2488582.5	2872701.8	3679656.2	8031606.0	5620917.0	3448016.5	6190250.0	7145731.5	9152999.0	
sp|Q5XJD3|FIP1_DANRE	Q5XJD3	FIP1_DANRE	fip1l1	570	Danio rerio	1:Experimental evidence at protein level	Pre-mRNA 3'-end-processing factor FIP1	0.9441	0.9969	1	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5XJN2|GILT_DANRE	Q5XJN2	GILT_DANRE	ifi30	255	Danio rerio	1:Experimental evidence at protein level	Gamma-interferon-inducible lysosomal thiol reductase	0.9464	0.9895	2	3	3	3	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	3763841.2	3143262.2	3513807.5	4103768.5	3358194.2	3228202.0	3763841.2	3143262.2	3513807.5	4103768.5	3358194.2	3228202.0	
sp|Q5XJP1|EIPR1_DANRE	Q5XJP1	EIPR1_DANRE	eipr1	387	Danio rerio	2:Experimental evidence at transcript level	EARP-interacting protein homolog	0.882	0.9887	2	5	5	5	4	0	1	0	0	0	4	0	1	0	0	0	4	0	1	0	0	0	2438096.0	1055310.1	1692623.5	0.0	0.0	0.0	1254608.5	1220045.1	873797.7	0.0	0.0	0.0	
sp|Q5XJQ5|EXOS9_DANRE	Q5XJQ5	EXOS9_DANRE	exosc9	393	Danio rerio	2:Experimental evidence at transcript level	Exosome complex component RRP45	1.0	0.9989	3	4	4	4	0	0	1	1	2	0	0	0	1	1	2	0	0	0	1	1	2	0	0.0	0.0	0.0	2603838.0	3028968.8	2327217.2	0.0	0.0	0.0	2603838.0	2608332.8	2327217.2	
sp|Q5XJS5|THOC6_DANRE	Q5XJS5	THOC6_DANRE	thoc6	323	Danio rerio	2:Experimental evidence at transcript level	THO complex subunit 6 homolog	1.0	0.9989	7	86	86	86	15	13	17	16	14	11	15	13	17	16	14	11	15	13	17	16	14	11	1.703585E7	2.1987E7	2.3365904E7	1.2803381E7	1.1626591E7	1.198908E7	4858194.5	4965500.5	5505246.5	4455721.5	4044697.8	4193087.0	
sp|Q5XTN8|CRGNA_DANRE	Q5XTN8	CRGNA_DANRE	crygna	183	Danio rerio	2:Experimental evidence at transcript level	Gamma-crystallin N-A	1.0	0.999	9	173	173	189	20	19	21	41	35	37	20	19	21	41	35	37	23	21	23	44	38	40	2.2756318E7	2.4686662E7	2.4388836E7	9.0447968E7	9.0089592E7	8.8385624E7	6178181.5	6543552.5	6520707.0	1.4872836E7	1.4462322E7	1.4123156E7	
sp|Q63ZW2|MC25A_DANRE	Q63ZW2	MC25A_DANRE	chchd6a	239	Danio rerio	2:Experimental evidence at transcript level	MICOS complex subunit mic25a	1.0	0.9988	5	15	15	15	1	1	0	4	5	4	1	1	0	4	5	4	1	1	0	4	5	4	628826.25	670558.2	363404.38	5271092.0	3997049.0	4866204.5	657868.7	701528.0	380188.25	1781479.6	1880356.5	2310521.5	
sp|Q642H3|SEP8A_DANRE	Q642H3	SEP8A_DANRE	sept8a	420	Danio rerio	2:Experimental evidence at transcript level	Septin-8-A	1.0	0.999	11	221	141	221	26	24	28	47	50	46	14	12	15	33	36	31	26	24	28	47	50	46	6.1554388E7	5.7445036E7	5.8560544E7	1.00604648E8	1.01471672E8	1.01154192E8	1.8624886E7	1.901639E7	2.0255932E7	3.5872732E7	3.4272264E7	3.5325664E7	
sp|Q642H7|RIC8A_DANRE	Q642H7	RIC8A_DANRE	ric8a	548	Danio rerio	2:Experimental evidence at transcript level	Synembryn-A	1.0	0.999	9	46	46	46	9	6	5	11	7	8	9	6	5	11	7	8	9	6	5	11	7	8	7745688.0	3.8263468E7	9291275.0	1.2805096E7	1.4209214E7	1.6308432E7	4460372.5	4015104.8	4575250.5	5000967.0	5223644.5	6000402.5	
sp|Q642H9|RS4X_DANRE	Q642H9	RS4X_DANRE	rps4x	263	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein eS4	1.0	0.999	16	730	730	730	123	120	123	118	121	125	123	120	123	118	121	125	123	120	123	118	121	125	1.08908045E9	1.06821843E9	1.09063603E9	1.07767091E9	1.09137408E9	1.1106071E9	2.10729488E8	2.04239808E8	2.05839824E8	1.97674832E8	1.95083792E8	1.98141808E8	
sp|Q642J5|RFOX1_DANRE	Q642J5	RFOX1_DANRE	rbfox1	373	Danio rerio	2:Experimental evidence at transcript level	RNA binding protein fox-1 homolog 1	1.0	0.999	6	72	15	72	13	8	11	14	13	13	2	0	2	3	5	3	13	8	11	14	13	13	1.1618651E7	1.0541421E7	1.0068063E7	1.6855982E7	1.6410006E7	1.6142522E7	4246896.5	3748456.0	3867568.5	6433535.0	5915612.0	5850172.0	
sp|Q642M9|DHDH_DANRE	Q642M9	DHDH_DANRE	dhdh	334	Danio rerio	2:Experimental evidence at transcript level	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	1.0	0.999	8	106	106	106	27	24	24	10	12	9	27	24	24	10	12	9	27	24	24	10	12	9	3.9716656E7	4.1889636E7	3.866836E7	2.420443E7	3.216378E7	2.8376694E7	7939026.0	8061944.5	8042796.5	6364124.5	6886542.5	6508811.5	
sp|Q66HV4|COPB_DANRE	Q66HV4	COPB_DANRE	copb1	953	Danio rerio	2:Experimental evidence at transcript level	Coatomer subunit beta	1.0	0.999	29	323	323	323	32	30	37	70	76	78	32	30	37	70	76	78	32	30	37	70	76	78	5.0313088E7	5.430718E7	5.5983912E7	1.47193968E8	1.32844744E8	1.40930128E8	6420843.0	6813550.5	7200876.5	1.4706736E7	1.5062208E7	1.4946347E7	
sp|Q66HY7|IF4E3_DANRE	Q66HY7	IF4E3_DANRE	eif4e3	224	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 4E type 3	0.9317	0.9961	1	9	9	9	1	0	0	2	3	3	1	0	0	2	3	3	1	0	0	2	3	3	1180896.8	1111429.5	1469963.5	1516964.4	1672885.4	915772.25	1180896.8	1111429.5	1469963.5	1516964.4	1672885.4	915772.25	
sp|Q66HY8|PDXD1_DANRE	Q66HY8	PDXD1_DANRE	pdxdc1	751	Danio rerio	2:Experimental evidence at transcript level	Pyridoxal-dependent decarboxylase domain-containing protein 1	1.0	0.9982	3	11	11	11	0	0	0	4	2	5	0	0	0	4	2	5	0	0	0	4	2	5	0.0	0.0	0.0	9826860.0	8791775.0	9890999.0	0.0	0.0	0.0	8334543.5	8503274.0	7040032.5	
sp|Q66HZ2|RIMKB_DANRE	Q66HZ2	RIMKB_DANRE	rimklb	405	Danio rerio	2:Experimental evidence at transcript level	Beta-citrylglutamate synthase B	1.0	0.999	4	52	52	52	7	11	11	7	9	7	7	11	11	7	9	7	7	11	11	7	9	7	4213910.0	4712882.0	8120514.0	7179409.0	7171044.0	8381578.0	2306985.5	2294570.2	2674291.8	2568055.5	2383894.0	2757551.0	
sp|Q66I12|CCD47_DANRE	Q66I12	CCD47_DANRE	ccdc47	486	Danio rerio	2:Experimental evidence at transcript level	PAT complex subunit CCDC47	1.0	0.9989	4	30	30	30	6	4	4	4	6	6	6	4	4	4	6	6	6	4	4	4	6	6	8847891.0	7627399.0	7252630.5	1.334298E7	1.1017328E7	1.1889169E7	4964733.5	4545632.0	4147770.5	7379324.0	6176811.0	6285272.5	
sp|Q66I14|SPS3_DANRE	Q66I14	SPS3_DANRE	sephs3	447	Danio rerio	2:Experimental evidence at transcript level	Selenide, water dikinase 3	1.0	0.999	11	138	138	138	19	21	21	26	21	30	19	21	21	26	21	30	19	21	21	26	21	30	3.0410106E7	3.013827E7	2.8358318E7	3.579958E7	4.543708E7	4.3380324E7	6850258.0	6925227.0	6571271.5	7428584.5	7198356.5	7676373.5	
sp|Q66I21|AL8A1_DANRE	Q66I21	AL8A1_DANRE	aldh8a1	487	Danio rerio	2:Experimental evidence at transcript level	2-aminomuconic semialdehyde dehydrogenase	1.0	0.999	18	185	185	185	38	42	40	20	24	21	38	42	40	20	24	21	38	42	40	20	24	21	1.60532736E8	1.63846224E8	1.68978832E8	8.1700744E7	9.1505664E7	8.8810856E7	3.2717608E7	3.3077434E7	3.2146364E7	2.255666E7	2.2806912E7	2.2099376E7	
sp|Q66I22|SRRT_DANRE	Q66I22	SRRT_DANRE	srrt	896	Danio rerio	2:Experimental evidence at transcript level	Serrate RNA effector molecule homolog	1.0	0.999	11	190	190	190	32	31	27	37	34	29	32	31	27	37	34	29	32	31	27	37	34	29	3.6059376E7	3.3837656E7	3.662984E7	4.3446876E7	4.313808E7	4.4027344E7	9217489.0	8708584.0	9142950.0	1.0843655E7	1.0675473E7	1.0842119E7	
sp|Q66I24|ASSY_DANRE	Q66I24	ASSY_DANRE	ass1	414	Danio rerio	2:Experimental evidence at transcript level	Argininosuccinate synthase	1.0	0.999	11	162	162	162	18	24	22	33	31	34	18	24	22	33	31	34	18	24	22	33	31	34	3.4068188E7	3.1091152E7	4.083788E7	5.9577136E7	5.8360152E7	6.0796012E7	9145069.0	8111416.5	8936858.0	1.4169937E7	1.386622E7	1.5020929E7	
sp|Q66I42|MOESA_DANRE	Q66I42	MOESA_DANRE	msna	579	Danio rerio	1:Experimental evidence at protein level	Moesin a	1.0	0.999	35	732	732	732	113	115	92	149	128	135	113	115	92	149	128	135	113	115	92	149	128	135	2.90812576E8	2.71270784E8	2.86598656E8	3.61608928E8	3.43305184E8	3.5584512E8	4.7840248E7	4.696658E7	4.8531092E7	6.336802E7	6.1436044E7	6.4803436E7	
sp|Q66I59|ASPDH_DANRE	Q66I59	ASPDH_DANRE	aspdh	276	Danio rerio	2:Experimental evidence at transcript level	Aspartate dehydrogenase domain-containing protein	0.7211	0.9839	1	12	12	12	2	4	5	0	0	1	2	4	5	0	0	1	2	4	5	0	0	1	793872.44	781688.25	1066695.2	918995.2	908547.94	1021098.6	793872.44	781688.25	1066695.2	918995.2	908547.94	1021098.6	
sp|Q66I73|MLRSB_DANRE	Q66I73	MLRSB_DANRE	mylpfb	170	Danio rerio	2:Experimental evidence at transcript level	Myosin regulatory light chain 2, skeletal muscle isoform B	1.0	0.999	12	47	47	223	7	7	5	8	10	10	7	7	5	8	10	10	34	29	32	41	43	44	9685144.0	1.0041838E7	1.0251392E7	1.2864495E7	1.1962185E7	1.0769868E7	3323394.8	3509614.8	3560314.0	9208612.0	8420646.0	7568733.0	
sp|Q66I75|MTNB_DANRE	Q66I75	MTNB_DANRE	apip	241	Danio rerio	2:Experimental evidence at transcript level	Methylthioribulose-1-phosphate dehydratase	1.0	0.9989	6	49	49	49	12	13	11	5	4	4	12	13	11	5	4	4	12	13	11	5	4	4	1.0680689E7	1.2979236E7	1.0287474E7	6045499.0	4217919.5	4021560.2	3383671.8	3833844.8	3374753.5	2776563.0	2930659.0	2812215.0	
sp|Q66L49|SCMC1_DANRE	Q66L49	SCMC1_DANRE	slc25a24	477	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial adenyl nucleotide antiporter SLC25A24	1.0	0.9978	4	36	36	36	5	5	4	6	7	9	5	5	4	6	7	9	5	5	4	6	7	9	4977292.5	4368259.0	4681428.0	8862999.0	8042475.5	9365267.0	3147919.8	2811860.5	3016156.5	5352949.0	5053240.5	5566702.5	
sp|Q66L58|VAC14_DANRE	Q66L58	VAC14_DANRE	vac14	771	Danio rerio	2:Experimental evidence at transcript level	Protein VAC14 homolog	1.0	0.996	5	12	12	12	0	1	0	4	5	2	0	1	0	4	5	2	0	1	0	4	5	2	108281.54	0.0	0.0	8572423.0	9620641.0	1.2365932E7	145977.44	0.0	0.0	3552671.2	3266108.2	3828773.8	
sp|Q68EI0|WDR18_DANRE	Q68EI0	WDR18_DANRE	wdr18	431	Danio rerio	2:Experimental evidence at transcript level	WD repeat-containing protein 18	1.0	0.999	7	104	104	104	16	16	19	19	16	18	16	16	19	19	16	18	16	16	19	19	16	18	1.8586672E7	1.841747E7	2.2504792E7	1.4896727E7	1.5549821E7	1.5098641E7	7160872.0	6636602.0	7642476.5	7250033.5	7723052.5	7753004.5	
sp|Q68EK7|RAB4B_DANRE	Q68EK7	RAB4B_DANRE	rab4b	213	Danio rerio	2:Experimental evidence at transcript level	Ras-related protein Rab-4B	1.0	0.9989	4	94	0	94	17	14	15	16	16	16	0	0	0	0	0	0	17	14	15	16	16	16	9.3444896E7	8.82032E7	8.3779824E7	1.04457752E8	1.02662136E8	9.9154536E7	9.3351888E7	8.5616728E7	7.590916E7	1.03489112E8	9.326228E7	9.3485976E7	sp|Q6PHI9|RAB4A_DANRE
sp|Q68Y21|GRID2_DANRE	Q68Y21	GRID2_DANRE	grid2	1009	Danio rerio	2:Experimental evidence at transcript level	Glutamate receptor ionotropic, delta-2	0.9981	0.9984	1	3	3	3	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6AXJ2|EI3HA_DANRE	Q6AXJ2	EI3HA_DANRE	eif3ha	335	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit H-A	1.0	0.999	17	285	253	285	51	46	45	49	46	48	44	42	39	44	42	42	51	46	45	49	46	48	1.15536896E8	1.21583648E8	1.3453968E8	1.50316832E8	1.57111808E8	1.66620784E8	1.6232992E7	1.6232033E7	1.6810502E7	1.8073174E7	1.863328E7	1.9064276E7	
sp|Q6AZA0|THIL_DANRE	Q6AZA0	THIL_DANRE	acat1	420	Danio rerio	2:Experimental evidence at transcript level	Acetyl-CoA acetyltransferase, mitochondrial	1.0	0.999	24	851	851	851	142	140	134	142	146	147	142	140	134	142	146	147	142	140	134	142	146	147	5.5997939E8	5.7881824E8	5.9228122E8	6.0834874E8	6.1623296E8	6.4513901E8	1.00266928E8	1.00492392E8	1.02752704E8	1.03597768E8	1.07147928E8	1.06853184E8	
sp|Q6AZB3|CPIN1_DANRE	Q6AZB3	CPIN1_DANRE	ciapin1	311	Danio rerio	2:Experimental evidence at transcript level	Anamorsin	1.0	0.9989	4	24	24	24	3	2	0	5	8	6	3	2	0	5	8	6	3	2	0	5	8	6	3557517.5	3088767.0	3138357.5	1.023902E7	9711642.0	1.0412558E7	2591523.0	2001657.1	2214536.0	4175509.2	3895523.8	4066710.0	
sp|Q6AZW2|A1A1A_DANRE	Q6AZW2	A1A1A_DANRE	akr1a1a	324	Danio rerio	2:Experimental evidence at transcript level	Aldo-keto reductase family 1 member A1-A	0.907	0.993	2	3	3	3	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	492998.22	431818.94	330323.88	0.0	0.0	0.0	492998.22	431818.94	330323.88	0.0	0.0	0.0	
sp|Q6BEA0|PLXA4_DANRE	Q6BEA0	PLXA4_DANRE	plxna4	1903	Danio rerio	2:Experimental evidence at transcript level	Plexin-A4	1.0	0.9989	14	45	45	99	9	8	9	10	4	5	9	8	9	10	4	5	14	13	14	25	17	16	848963.6	2462240.0	2547165.5	4528785.0	9950117.0	1731629.6	1405870.5	1298515.5	1302108.6	1334752.9	1787966.0	1511925.6	
sp|Q6DBR6|STAC3_DANRE	Q6DBR6	STAC3_DANRE	stac3	334	Danio rerio	1:Experimental evidence at protein level	SH3 and cysteine-rich domain-containing protein 3	0.9991	0.999	3	13	13	13	0	0	0	5	3	5	0	0	0	5	3	5	0	0	0	5	3	5	759869.94	363385.56	466032.06	2433892.0	1847497.4	2314645.8	759869.94	363385.56	466032.06	1612180.9	1216758.0	1473527.9	
sp|Q6DBU5|GMPPB_DANRE	Q6DBU5	GMPPB_DANRE	gmppb	360	Danio rerio	1:Experimental evidence at protein level	Mannose-1-phosphate guanylyltransferase catalytic subunit beta	1.0	0.999	11	153	153	153	30	30	29	22	22	20	30	30	29	22	22	20	30	30	29	22	22	20	1.10602752E8	1.05913784E8	1.04801624E8	9.6039816E7	9.6739968E7	9.7317176E7	4.0040148E7	3.896602E7	4.160574E7	3.6195208E7	3.4357856E7	3.613242E7	
sp|Q6DBU8|LIPH_DANRE	Q6DBU8	LIPH_DANRE	liph	454	Danio rerio	2:Experimental evidence at transcript level	Lipase member H	0.6558	0.9782	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	499338.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
