Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	120h_1 Spectral Count	120h_10 Spectral Count	120h_11 Spectral Count	120h_12 Spectral Count	120h_2 Spectral Count	120h_3 Spectral Count	120h_4 Spectral Count	120h_5 Spectral Count	120h_6 Spectral Count	120h_7 Spectral Count	120h_8 Spectral Count	120h_9 Spectral Count	72h_1 Spectral Count	72h_10 Spectral Count	72h_11 Spectral Count	72h_12 Spectral Count	72h_2 Spectral Count	72h_3 Spectral Count	72h_4 Spectral Count	72h_5 Spectral Count	72h_6 Spectral Count	72h_7 Spectral Count	72h_8 Spectral Count	72h_9 Spectral Count	120h_1 Unique Spectral Count	120h_10 Unique Spectral Count	120h_11 Unique Spectral Count	120h_12 Unique Spectral Count	120h_2 Unique Spectral Count	120h_3 Unique Spectral Count	120h_4 Unique Spectral Count	120h_5 Unique Spectral Count	120h_6 Unique Spectral Count	120h_7 Unique Spectral Count	120h_8 Unique Spectral Count	120h_9 Unique Spectral Count	72h_1 Unique Spectral Count	72h_10 Unique Spectral Count	72h_11 Unique Spectral Count	72h_12 Unique Spectral Count	72h_2 Unique Spectral Count	72h_3 Unique Spectral Count	72h_4 Unique Spectral Count	72h_5 Unique Spectral Count	72h_6 Unique Spectral Count	72h_7 Unique Spectral Count	72h_8 Unique Spectral Count	72h_9 Unique Spectral Count	120h_1 Total Spectral Count	120h_10 Total Spectral Count	120h_11 Total Spectral Count	120h_12 Total Spectral Count	120h_2 Total Spectral Count	120h_3 Total Spectral Count	120h_4 Total Spectral Count	120h_5 Total Spectral Count	120h_6 Total Spectral Count	120h_7 Total Spectral Count	120h_8 Total Spectral Count	120h_9 Total Spectral Count	72h_1 Total Spectral Count	72h_10 Total Spectral Count	72h_11 Total Spectral Count	72h_12 Total Spectral Count	72h_2 Total Spectral Count	72h_3 Total Spectral Count	72h_4 Total Spectral Count	72h_5 Total Spectral Count	72h_6 Total Spectral Count	72h_7 Total Spectral Count	72h_8 Total Spectral Count	72h_9 Total Spectral Count	120h_1 Intensity	120h_10 Intensity	120h_11 Intensity	120h_12 Intensity	120h_2 Intensity	120h_3 Intensity	120h_4 Intensity	120h_5 Intensity	120h_6 Intensity	120h_7 Intensity	120h_8 Intensity	120h_9 Intensity	72h_1 Intensity	72h_10 Intensity	72h_11 Intensity	72h_12 Intensity	72h_2 Intensity	72h_3 Intensity	72h_4 Intensity	72h_5 Intensity	72h_6 Intensity	72h_7 Intensity	72h_8 Intensity	72h_9 Intensity	120h_1 MaxLFQ Intensity	120h_10 MaxLFQ Intensity	120h_11 MaxLFQ Intensity	120h_12 MaxLFQ Intensity	120h_2 MaxLFQ Intensity	120h_3 MaxLFQ Intensity	120h_4 MaxLFQ Intensity	120h_5 MaxLFQ Intensity	120h_6 MaxLFQ Intensity	120h_7 MaxLFQ Intensity	120h_8 MaxLFQ Intensity	120h_9 MaxLFQ Intensity	72h_1 MaxLFQ Intensity	72h_10 MaxLFQ Intensity	72h_11 MaxLFQ Intensity	72h_12 MaxLFQ Intensity	72h_2 MaxLFQ Intensity	72h_3 MaxLFQ Intensity	72h_4 MaxLFQ Intensity	72h_5 MaxLFQ Intensity	72h_6 MaxLFQ Intensity	72h_7 MaxLFQ Intensity	72h_8 MaxLFQ Intensity	72h_9 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q7T3A4|RAB13_DANRE	Q7T3A4	RAB13_DANRE	rab13	200	Danio rerio	1:Experimental evidence at protein level	Ras-related protein Rab-13	1.0	0.9989	4	78	78	78	3	3	2	3	3	2	1	3	4	3	3	2	4	4	5	4	3	5	4	3	2	4	4	4	3	3	2	3	3	2	1	3	4	3	3	2	4	4	5	4	3	5	4	3	2	4	4	4	3	3	2	3	3	2	1	3	4	3	3	2	4	4	5	4	3	5	4	3	2	4	4	4	7.1275674E8	8.7188954E8	8.1094362E8	8.3029466E8	7.2615661E8	7.3330726E8	7.0208992E8	7.4141363E8	7.7686688E8	7.8373382E8	8.2973952E8	7.2533978E8	6.2164026E8	7.5033472E8	8.1963725E8	6.5777203E8	6.2970394E8	5.9477094E8	6.4004262E8	6.0536429E8	6.1327507E8	5.5993446E8	5.8408506E8	5.8714886E8	6.2687501E8	7.3120365E8	6.7911763E8	6.8238918E8	5.7797549E8	6.3358861E8	6.2253747E8	6.6782413E8	7.0311238E8	6.617865E8	6.9595731E8	5.8412723E8	5.3703181E8	5.33021696E8	5.7278618E8	5.888089E8	5.26929376E8	5.32340384E8	5.7297043E8	5.09414336E8	5.9346182E8	5.01774976E8	5.0598048E8	5.3043408E8	
sp|Q7T3B0|EIF3M_DANRE	Q7T3B0	EIF3M_DANRE	eif3m	375	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit M	1.0	0.999	15	273	273	273	8	6	7	10	13	6	8	6	8	5	7	8	13	21	18	12	12	18	14	21	3	20	16	13	8	6	7	10	13	6	8	6	8	5	7	8	13	21	18	12	12	18	14	21	3	20	16	13	8	6	7	10	13	6	8	6	8	5	7	8	13	21	18	12	12	18	14	21	3	20	16	13	3.66600064E8	3.70611392E8	4.62195776E8	3.79192672E8	4.87246944E8	3.73035264E8	3.16528032E8	3.8247392E8	2.51148E8	3.24058976E8	3.67698144E8	3.64603488E8	4.78824288E8	5.6076346E8	6.578944E8	5.28920224E8	5.06667072E8	4.8495328E8	5.35171872E8	4.77353792E8	3.70382272E8	4.72949344E8	5.33801248E8	4.39481888E8	8.715916E7	8.5024672E7	9.9857328E7	8.964816E7	1.19498864E8	8.7607464E7	9.7472896E7	8.9536552E7	6.8465008E7	7.0957904E7	8.7302088E7	8.7126072E7	1.1089664E8	1.12561712E8	9.9817E7	1.10648264E8	1.18309296E8	1.11552728E8	1.05144624E8	1.03146488E8	8.424064E7	1.06004088E8	1.11932712E8	1.01439816E8	
sp|Q7T3C6|CPSF5_DANRE	Q7T3C6	CPSF5_DANRE	nudt21	228	Danio rerio	2:Experimental evidence at transcript level	Cleavage and polyadenylation specificity factor subunit 5	1.0	0.999	11	202	202	202	8	8	7	6	12	9	6	9	4	4	6	7	10	10	10	12	10	11	10	11	1	10	11	10	8	8	7	6	12	9	6	9	4	4	6	7	10	10	10	12	10	11	10	11	1	10	11	10	8	8	7	6	12	9	6	9	4	4	6	7	10	10	10	12	10	11	10	11	1	10	11	10	2.91844736E8	3.00216384E8	2.89020576E8	3.07625376E8	3.89642144E8	3.52869152E8	2.91048928E8	2.99708128E8	2.38419888E8	2.21687936E8	2.38298992E8	2.49415584E8	4.13075872E8	4.12327808E8	4.43975712E8	4.66555456E8	3.73554784E8	4.2410368E8	4.21924416E8	4.05738656E8	2.25776288E8	4.21944128E8	4.187064E8	4.27945056E8	5.732052E7	6.2406676E7	5.8191204E7	6.2269712E7	7.4756344E7	7.0397568E7	6.1922308E7	6.5156484E7	5.2559484E7	4.7321612E7	5.0373688E7	5.3126444E7	7.3343224E7	7.6009168E7	7.619944E7	8.286644E7	7.08314E7	7.9113136E7	7.4630144E7	7.6026536E7	5.1254668E7	7.8756408E7	8.0679216E7	7.8577168E7	
sp|Q7T3C7|RT4I1_DANRE	Q7T3C7	RT4I1_DANRE	rtn4ip1	387	Danio rerio	2:Experimental evidence at transcript level	Reticulon-4-interacting protein 1 homolog, mitochondrial	1.0	0.999	10	69	69	69	4	3	2	2	4	3	3	3	4	3	2	3	4	2	2	3	2	2	5	5	0	2	3	3	4	3	2	2	4	3	3	3	4	3	2	3	4	2	2	3	2	2	5	5	0	2	3	3	4	3	2	2	4	3	3	3	4	3	2	3	4	2	2	3	2	2	5	5	0	2	3	3	3.6342312E7	3.4467792E7	3.2248988E7	3.772006E7	2.7628172E7	2.8437956E7	3.2413378E7	3.2264276E7	2.8327568E7	1.6580618E7	2.4514808E7	2.4214502E7	3.0128624E7	2.727866E7	2.303964E7	4.6442208E7	2.8631044E7	4.0316156E7	3.971634E7	3.3614428E7	0.0	3.8839372E7	4.7824636E7	2.698427E7	1.4295917E7	1.4370641E7	1.571523E7	1.3000896E7	1.3778852E7	1.4027212E7	1.7066666E7	1.6218527E7	1.3421966E7	9033868.0	1.2954183E7	1.1509182E7	1.1400727E7	1.2967516E7	1.1148081E7	1.5209506E7	1.0853479E7	1.1134141E7	1.43322E7	1.4954203E7	0.0	1.0984909E7	1.0426246E7	1.045628E7	
sp|Q7T3D0|TP8L3_DANRE	Q7T3D0	TP8L3_DANRE	tnfaip8l3	202	Danio rerio	2:Experimental evidence at transcript level	Tumor necrosis factor alpha-induced protein 8-like protein 3	0.8914	0.9869	2	4	4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3713901.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7T3E4|DBR1_DANRE	Q7T3E4	DBR1_DANRE	dbr1	568	Danio rerio	1:Experimental evidence at protein level	Lariat debranching enzyme	1.0	0.999	4	38	38	38	1	1	2	1	1	1	1	0	2	1	1	1	3	1	4	2	3	3	2	2	0	1	1	3	1	1	2	1	1	1	1	0	2	1	1	1	3	1	4	2	3	3	2	2	0	1	1	3	1	1	2	1	1	1	1	0	2	1	1	1	3	1	4	2	3	3	2	2	0	1	1	3	4870264.5	0.0	0.0	8682365.0	3555113.5	7963906.0	8039955.5	1.0049772E7	1.1171423E7	8484355.0	1.1249777E7	2069493.4	1.7618096E7	1.62745E7	2.2593846E7	1.4077412E7	1.4226926E7	1.6330787E7	1.6778182E7	1.2180478E7	0.0	9066140.0	8571101.0	1.4219944E7	4782083.0	0.0	0.0	8525161.0	3490744.0	7819710.5	7894383.0	9867809.0	7412404.0	8330736.0	1.1046087E7	4220627.0	9482703.0	1.0385033E7	1.3807752E7	8816909.0	9442411.0	9626681.0	9964413.0	8085718.0	0.0	8901987.0	8415911.0	9395208.0	
sp|Q7T3E5|KAT3_DANRE	Q7T3E5	KAT3_DANRE	kyat3	450	Danio rerio	2:Experimental evidence at transcript level	Kynurenine--oxoglutarate transaminase 3	1.0	0.999	7	47	47	47	2	0	0	2	0	1	0	2	0	0	1	0	4	4	2	6	1	5	6	3	0	3	3	2	2	0	0	2	0	1	0	2	0	0	1	0	4	4	2	6	1	5	6	3	0	3	3	2	2	0	0	2	0	1	0	2	0	0	1	0	4	4	2	6	1	5	6	3	0	3	3	2	1.6179205E7	3835544.0	2826821.8	8037716.0	9399124.0	7307742.0	1.5104488E7	1.6783404E7	0.0	1.158015E7	1207547.8	7414780.5	4.3198704E7	5.3026444E7	3.9552996E7	3.3756944E7	2.5133542E7	2.2000848E7	4.6708036E7	5.6487732E7	6743366.0	3.0684088E7	3.0994822E7	3.6434048E7	7280183.5	7132388.0	1.212149E7	7124556.0	8156848.5	4376096.5	7894781.5	6844678.0	0.0	5497509.0	5177998.5	6593400.0	1.3885137E7	1.5056987E7	8858722.0	1.0024428E7	9789063.0	1.1003224E7	1.3664783E7	1.7170288E7	5996362.0	1.0761902E7	1.0405885E7	9797838.0	
sp|Q7T3E6|BMI1B_DANRE	Q7T3E6	BMI1B_DANRE	bmi1b	324	Danio rerio	2:Experimental evidence at transcript level	Polycomb complex protein BMI-1-B	0.9988	0.987	3	16	0	16	0	0	0	0	0	0	0	1	0	0	0	0	2	1	2	3	1	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	2	3	1	2	1	1	0	1	0	1	7174648.5	0.0	6880286.5	5730820.5	2485202.2	6807455.5	0.0	9511602.0	0.0	1980158.1	4859051.5	5083950.5	1.5055122E7	2.4014158E7	2.419393E7	3.404522E7	1.1071542E7	1.4561412E7	2.1314408E7	2.921467E7	2732028.5	1.6722822E7	1.8567754E7	2.0139188E7	7799871.5	0.0	7479857.5	6230223.5	2701771.0	7400680.0	0.0	1.0340475E7	0.0	2152715.8	5282485.5	5526983.0	7927725.0	1.1322092E7	1.0368654E7	1.6161035E7	6362942.5	7725984.0	1.1824542E7	1.4424237E7	2958601.5	8559991.0	7574681.5	8441150.0	
sp|Q7T3E8|MFR1L_DANRE	Q7T3E8	MFR1L_DANRE	mtfr1l	309	Danio rerio	1:Experimental evidence at protein level	Mitochondrial fission regulator 1-like	1.0	0.9989	5	53	53	53	3	2	2	2	2	3	2	3	3	2	3	3	2	2	0	2	2	3	2	2	0	4	2	2	3	2	2	2	2	3	2	3	3	2	3	3	2	2	0	2	2	3	2	2	0	4	2	2	3	2	2	2	2	3	2	3	3	2	3	3	2	2	0	2	2	3	2	2	0	4	2	2	1.4731328E8	7219138.5	2.2182324E7	7334090.0	9791421.0	1.60265312E8	4.2505056E7	3.6635748E7	1.59531648E8	3.7727136E7	6753566.5	1.41217488E8	2.9875608E7	3.8526012E7	7229036.0	6334580.0	1.3930664E7	4.6764532E7	4565174.5	1.721E7	5092870.0	4.2154968E7	2.2396304E7	2.4415262E7	3.3967036E7	1.7792634E7	1.1654067E7	1.807595E7	2.4132406E7	3.4224904E7	1.9552904E7	1.6099281E7	2.8845884E7	2.0168158E7	1.6645164E7	3.3291402E7	1.6222595E7	1.1361215E7	3955675.8	1.561251E7	1.8895726E7	1.7244874E7	1.1251548E7	1.1767885E7	1.2552132E7	1.6683607E7	1.9723858E7	2.097842E7	
sp|Q7T3F7|CHRD1_DANRE	Q7T3F7	CHRD1_DANRE	chordc1	341	Danio rerio	2:Experimental evidence at transcript level	Cysteine and histidine-rich domain-containing protein 1	1.0	0.999	8	48	48	48	0	2	1	1	2	1	1	2	2	1	1	2	3	3	5	2	2	3	2	4	1	2	2	3	0	2	1	1	2	1	1	2	2	1	1	2	3	3	5	2	2	3	2	4	1	2	2	3	0	2	1	1	2	1	1	2	2	1	1	2	3	3	5	2	2	3	2	4	1	2	2	3	9177346.0	1.6955586E7	1.8847392E7	2.00184E7	0.0	1.0094442E7	4849757.0	1.4737998E7	1.4547504E7	1.386905E7	1.4731338E7	2.3794184E7	2.8015444E7	4.66069E7	3.7239416E7	4.043576E7	1.9507562E7	2.3745938E7	4.3449144E7	3.811492E7	1.04491832E8	3.5436124E7	2.0716612E7	3.5832776E7	9571570.0	1.0912656E7	1.1568898E7	1.2953986E7	0.0	1.0528061E7	5058084.0	9370287.0	1.5172409E7	8959776.0	9515327.0	1.5126367E7	2.0655604E7	2.2652936E7	2.088808E7	1.8472092E7	1.3104654E7	2.2172278E7	2.376302E7	1.8221224E7	2.4805272E7	1.857923E7	1.9556072E7	1.963126E7	
sp|Q7T3H1|DCTN2_DANRE	Q7T3H1	DCTN2_DANRE	dctn2	405	Danio rerio	2:Experimental evidence at transcript level	Dynactin subunit 2	1.0	0.999	13	270	270	270	10	10	8	9	13	14	8	9	8	11	12	13	14	12	12	10	13	13	11	14	5	14	13	14	10	10	8	9	13	14	8	9	8	11	12	13	14	12	12	10	13	13	11	14	5	14	13	14	10	10	8	9	13	14	8	9	8	11	12	13	14	12	12	10	13	13	11	14	5	14	13	14	4.8954896E8	4.45568384E8	3.3276992E8	4.06996992E8	5.5992531E8	5.0552192E8	3.71449696E8	4.90557504E8	4.64748096E8	4.54911168E8	5.07736384E8	5.3975949E8	6.2578074E8	3.32515008E8	3.79267968E8	3.42788864E8	5.6059898E8	5.6016941E8	3.75466816E8	3.65212288E8	4.56063712E8	4.7971424E8	5.08935104E8	5.32682752E8	1.1324576E8	1.030586E8	8.3249864E7	1.12464728E8	1.30878976E8	1.15569248E8	9.0328632E7	1.13664408E8	1.1504936E8	1.15297728E8	1.0763744E8	1.27662448E8	1.0250248E8	7.9157E7	8.0120088E7	7.835224E7	1.03176976E8	1.09527984E8	7.7789944E7	7.7972976E7	9.7550816E7	1.0325812E8	9.8141072E7	1.00931416E8	
sp|Q7T3H7|MED18_DANRE	Q7T3H7	MED18_DANRE	med18	208	Danio rerio	2:Experimental evidence at transcript level	Mediator of RNA polymerase II transcription subunit 18	1.0	0.9985	3	17	17	17	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	2	0	1	2	1	0	2	2	2	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	2	0	1	2	1	0	2	2	2	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	2	0	1	2	1	0	2	2	2	3379390.2	0.0	0.0	0.0	1.500555E7	4059819.2	0.0	0.0	0.0	0.0	2180799.5	0.0	8292113.0	1.8811364E7	6463710.0	1.5219122E7	8818619.0	1.0044461E7	1.8597664E7	8612603.0	6517686.5	6277796.5	1.8428302E7	1.4628087E7	3981791.0	0.0	0.0	0.0	7177179.0	4783511.5	0.0	0.0	0.0	0.0	2569542.8	0.0	9770242.0	8525212.0	7615913.5	7763838.0	1.0390602E7	1.1834959E7	9234361.0	1.0147862E7	7679511.5	7396859.5	8807290.0	5188521.0	
sp|Q7T3I0|ZC4H2_DANRE	Q7T3I0	ZC4H2_DANRE	zc4h2	224	Danio rerio	2:Experimental evidence at transcript level	Zinc finger C4H2 domain-containing protein	0.9639	0.9926	2	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZT42|SND1_DANRE	Q7ZT42	SND1_DANRE	snd1	897	Danio rerio	2:Experimental evidence at transcript level	Staphylococcal nuclease domain-containing protein 1	1.0	0.999	43	662	662	662	25	19	15	17	20	26	25	22	15	17	23	25	34	39	35	29	43	43	32	32	13	41	38	34	25	19	15	17	20	26	25	22	15	17	23	25	34	39	35	29	43	43	32	32	13	41	38	34	25	19	15	17	20	26	25	22	15	17	23	25	34	39	35	29	43	43	32	32	13	41	38	34	8.7931219E8	6.0956966E8	6.686297E8	5.7786656E8	7.7636134E8	8.2655334E8	7.8741696E8	9.8744083E8	8.9050963E8	6.4744198E8	1.06927283E9	1.06807974E9	1.24525235E9	1.31353907E9	1.03755398E9	1.18074253E9	1.45505728E9	1.59225485E9	1.28555674E9	1.17168192E9	1.28764352E9	1.19918438E9	1.38976896E9	1.20163008E9	8.8116632E7	7.9181528E7	8.1571272E7	6.4100608E7	9.466796E7	8.6988504E7	8.9893592E7	1.123204E8	9.9143592E7	9.0788448E7	9.5807408E7	9.51516E7	1.0508008E8	1.14697576E8	8.714648E7	1.0743588E8	1.33996024E8	1.43631888E8	1.20805224E8	1.06109504E8	1.23970896E8	1.15155608E8	1.24225896E8	1.02126872E8	
sp|Q7ZT82|RFX1L_DANRE	Q7ZT82	RFX1L_DANRE	rbfox1l	382	Danio rerio	1:Experimental evidence at protein level	RNA binding protein fox-1 homolog 1-like	1.0	0.999	9	29	29	110	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	3	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	3	1	0	1	1	1	4	4	4	5	4	4	3	4	3	3	4	4	6	5	5	4	7	9	7	5	0	6	4	6	3.64985E7	2.8667598E7	3.2477028E7	3.8663572E7	2.6784936E7	3.2901358E7	2.9427882E7	3.3121534E7	4.0853544E7	4.1722024E7	2.9271672E7	2.257405E7	0.0	2.1443246E7	2.0895734E7	3.923528E7	1.9314912E7	2.3503044E7	4.69452E7	2.2257904E7	3165932.5	2.660013E7	1.9491954E7	2.3265534E7	3.64985E7	2.8667598E7	3.2477028E7	3.8663572E7	2.6784936E7	3.2901358E7	2.9427882E7	3.3121534E7	4.0853544E7	4.1722024E7	2.9271672E7	2.257405E7	0.0	2.1443246E7	2.0895734E7	3.923528E7	1.9314912E7	2.3503044E7	4.69452E7	2.2257904E7	3165932.5	2.660013E7	1.9491954E7	2.3265534E7	
sp|Q7ZTI5|MED21_DANRE	Q7ZTI5	MED21_DANRE	med21	145	Danio rerio	2:Experimental evidence at transcript level	Mediator of RNA polymerase II transcription subunit 21	0.9773	0.999	1	41	41	41	1	1	2	2	2	1	2	1	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	1	1	2	2	2	1	2	1	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	1	1	2	2	2	1	2	1	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	6604906.5	7446195.5	0.0	0.0	6063704.0	7244209.0	1963133.6	4919836.5	7230171.0	6599411.0	7378884.0	6983674.0	7189381.0	4483794.0	5188147.0	3191068.5	9857224.0	7441001.0	5788640.5	7405634.0	1.4275351E7	6414881.5	4219776.5	8060769.5	6604906.5	7446195.5	0.0	0.0	6063704.0	7244209.0	1963133.6	4919836.5	7230171.0	6599411.0	7378884.0	6983674.0	7189381.0	4483794.0	5188147.0	3191068.5	9857224.0	7441001.0	5788640.5	7405634.0	1.4275351E7	6414881.5	4219776.5	8060769.5	
sp|Q7ZTS4|K1C18_DANRE	Q7ZTS4	K1C18_DANRE	krt18	431	Danio rerio	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 18	1.0	0.999	45	1109	1073	1109	34	42	50	53	41	34	60	47	37	40	47	34	46	58	62	59	49	42	50	55	37	42	48	42	32	41	49	52	39	33	58	45	36	38	45	33	44	56	61	57	48	40	49	53	37	41	46	40	34	42	50	53	41	34	60	47	37	40	47	34	46	58	62	59	49	42	50	55	37	42	48	42	7.1797704E9	9.6471296E9	1.06100378E10	9.2475525E9	5.6696433E9	6.497705E9	1.12899942E10	8.4379822E9	8.70754E9	7.7637612E9	7.4669757E9	6.8481244E9	5.5270221E9	7.5342551E9	7.7110917E9	8.0754483E9	7.7295063E9	5.5180365E9	7.14739E9	6.2789924E9	1.00131717E10	5.7135027E9	5.6576645E9	5.9905961E9	1.02631264E9	1.3058377E9	1.51860314E9	1.38998797E9	8.1047686E8	8.0573971E8	1.61744563E9	1.14997939E9	1.22205619E9	1.07879603E9	1.00088378E9	9.336217E8	7.5279808E8	1.18333299E9	1.19206669E9	1.1816041E9	9.910697E8	7.3174522E8	1.06866643E9	9.2885363E8	1.60663283E9	7.4849069E8	7.5848429E8	7.8540198E8	
sp|Q7ZTY4|RBBP7_DANRE	Q7ZTY4	RBBP7_DANRE	rbbp7	426	Danio rerio	2:Experimental evidence at transcript level	Histone-binding protein RBBP7	1.0	0.999	12	124	124	334	5	6	3	5	6	4	4	5	2	3	5	5	8	8	6	6	6	4	7	6	3	4	6	7	5	6	3	5	6	4	4	5	2	3	5	5	8	8	6	6	6	4	7	6	3	4	6	7	14	12	9	14	17	12	10	12	9	8	12	12	19	19	16	16	14	15	19	16	9	14	18	18	2.2801856E8	2.35304016E8	2.1272688E8	2.33168544E8	2.59578416E8	2.16545776E8	2.1546808E8	2.38157888E8	1.57198752E8	2.11977472E8	1.41316624E8	1.89951888E8	3.25644704E8	3.69230816E8	3.99711392E8	2.97134048E8	3.54270592E8	3.1677168E8	3.22828736E8	3.05219168E8	2.40973584E8	3.30476416E8	3.26506816E8	3.11258624E8	8.937684E7	8.6513688E7	8.383372E7	8.9699584E7	1.13984864E8	8.0088344E7	9.4926792E7	9.4109232E7	8.195808E7	9.5829768E7	8.2481336E7	7.0666544E7	1.2828864E8	1.51517584E8	1.62387504E8	1.2689968E8	1.47015472E8	1.266182E8	1.28505648E8	1.28801288E8	1.059632E8	1.34041856E8	1.28709768E8	1.2257732E8	
sp|Q7ZTY6|INT15_DANRE	Q7ZTY6	INT15_DANRE	ints15	475	Danio rerio	2:Experimental evidence at transcript level	Integrator complex subunit 15	0.9854	0.9989	2	3	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2242518.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZTY7|USE1_DANRE	Q7ZTY7	USE1_DANRE	use1	258	Danio rerio	2:Experimental evidence at transcript level	Vesicle transport protein USE1	0.9999	0.999	2	19	19	19	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	2	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	2	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	2	1	1	0.0	2574231.5	3410673.2	3129020.0	2733671.8	0.0	0.0	5518188.5	0.0	0.0	1778459.5	0.0	8358815.0	1766163.5	0.0	1.2612244E7	1.5553188E7	1.9233218E7	0.0	0.0	0.0	6315526.5	8766249.0	9107040.0	0.0	2606814.5	3453843.2	3168625.0	2768272.8	0.0	0.0	5588034.0	0.0	0.0	1800970.0	0.0	8464615.0	1788518.4	0.0	1.2771881E7	7568410.5	1.203997E7	0.0	0.0	0.0	8035565.5	8877206.0	9222311.0	
sp|Q7ZTZ2|RLP24_DANRE	Q7ZTZ2	RLP24_DANRE	rsl24d1	161	Danio rerio	2:Experimental evidence at transcript level	Probable ribosome biogenesis protein RLP24	0.9566	0.9989	1	7	7	7	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1.5000837E7	1.4263471E7	0.0	1.2609841E7	0.0	1.6497012E7	0.0	1.2809509E7	1.9068708E7	1.9892846E7	1.6928194E7	1.957735E7	2.0166848E7	1.5128238E7	1.7060284E7	1.6229338E7	1.6286621E7	2.235001E7	1.5407219E7	1.3010677E7	0.0	1.9825956E7	1.9690402E7	1.9184956E7	1.5000837E7	1.4263471E7	0.0	1.2609841E7	0.0	1.6497012E7	0.0	1.2809509E7	1.9068708E7	1.9892846E7	1.6928194E7	1.957735E7	2.0166848E7	1.5128238E7	1.7060284E7	1.6229338E7	1.6286621E7	2.235001E7	1.5407219E7	1.3010677E7	0.0	1.9825956E7	1.9690402E7	1.9184956E7	
