Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	24hpf_FT1_1 Spectral Count	24hpf_FT1_2 Spectral Count	24hpf_FT1_3 Spectral Count	24hpf_pH11_1 Spectral Count	24hpf_pH11_2 Spectral Count	24hpf_pH11_3 Spectral Count	24hpf_pH2_1 Spectral Count	24hpf_pH2_2 Spectral Count	24hpf_pH2_3 Spectral Count	24hpf_pH5_1 Spectral Count	24hpf_pH5_2 Spectral Count	24hpf_pH5_3 Spectral Count	24hpf_pH8_1 Spectral Count	24hpf_pH8_2 Spectral Count	24hpf_pH8_3 Spectral Count	24hpf_FT1_1 Unique Spectral Count	24hpf_FT1_2 Unique Spectral Count	24hpf_FT1_3 Unique Spectral Count	24hpf_pH11_1 Unique Spectral Count	24hpf_pH11_2 Unique Spectral Count	24hpf_pH11_3 Unique Spectral Count	24hpf_pH2_1 Unique Spectral Count	24hpf_pH2_2 Unique Spectral Count	24hpf_pH2_3 Unique Spectral Count	24hpf_pH5_1 Unique Spectral Count	24hpf_pH5_2 Unique Spectral Count	24hpf_pH5_3 Unique Spectral Count	24hpf_pH8_1 Unique Spectral Count	24hpf_pH8_2 Unique Spectral Count	24hpf_pH8_3 Unique Spectral Count	24hpf_FT1_1 Total Spectral Count	24hpf_FT1_2 Total Spectral Count	24hpf_FT1_3 Total Spectral Count	24hpf_pH11_1 Total Spectral Count	24hpf_pH11_2 Total Spectral Count	24hpf_pH11_3 Total Spectral Count	24hpf_pH2_1 Total Spectral Count	24hpf_pH2_2 Total Spectral Count	24hpf_pH2_3 Total Spectral Count	24hpf_pH5_1 Total Spectral Count	24hpf_pH5_2 Total Spectral Count	24hpf_pH5_3 Total Spectral Count	24hpf_pH8_1 Total Spectral Count	24hpf_pH8_2 Total Spectral Count	24hpf_pH8_3 Total Spectral Count	24hpf_FT1_1 Intensity	24hpf_FT1_2 Intensity	24hpf_FT1_3 Intensity	24hpf_pH11_1 Intensity	24hpf_pH11_2 Intensity	24hpf_pH11_3 Intensity	24hpf_pH2_1 Intensity	24hpf_pH2_2 Intensity	24hpf_pH2_3 Intensity	24hpf_pH5_1 Intensity	24hpf_pH5_2 Intensity	24hpf_pH5_3 Intensity	24hpf_pH8_1 Intensity	24hpf_pH8_2 Intensity	24hpf_pH8_3 Intensity	24hpf_FT1_1 MaxLFQ Intensity	24hpf_FT1_2 MaxLFQ Intensity	24hpf_FT1_3 MaxLFQ Intensity	24hpf_pH11_1 MaxLFQ Intensity	24hpf_pH11_2 MaxLFQ Intensity	24hpf_pH11_3 MaxLFQ Intensity	24hpf_pH2_1 MaxLFQ Intensity	24hpf_pH2_2 MaxLFQ Intensity	24hpf_pH2_3 MaxLFQ Intensity	24hpf_pH5_1 MaxLFQ Intensity	24hpf_pH5_2 MaxLFQ Intensity	24hpf_pH5_3 MaxLFQ Intensity	24hpf_pH8_1 MaxLFQ Intensity	24hpf_pH8_2 MaxLFQ Intensity	24hpf_pH8_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q4JL91|IPPK_DANRE	Q4JL91	IPPK_DANRE	ippk	483	Danio rerio	1:Experimental evidence at protein level	Inositol-pentakisphosphate 2-kinase	1.0	0.999	4	11	11	11	0	0	0	0	0	0	2	2	0	0	1	1	3	0	2	0	0	0	0	0	0	2	2	0	0	1	1	3	0	2	0	0	0	0	0	0	2	2	0	0	1	1	3	0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.3871662E7	1.2395534E7	0.0	0.0	0.0	3685032.5	1.3177263E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3871662E7	1.2395534E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4KM14|TSP1L_DANRE	Q4KM14	TSP1L_DANRE	trnau1apl	316	Danio rerio	2:Experimental evidence at transcript level	tRNA selenocysteine 1-associated protein 1-like	1.0	0.999	7	58	58	58	2	8	5	4	7	8	2	3	3	1	2	1	3	5	4	2	8	5	4	7	8	2	3	3	1	2	1	3	5	4	2	8	5	4	7	8	2	3	3	1	2	1	3	5	4	1.9887224E7	4.8594056E7	2.1005868E7	2.4030916E7	4.8156844E7	3.8088928E7	2931212.2	3610133.0	5514923.5	1529002.9	2.7340522E7	0.0	0.0	1.2495631E7	1.934354E7	1.5284574E7	5680024.0	6464195.5	2.402381E7	1.9781496E7	8939947.0	2931212.2	3610133.0	5514923.5	3501339.0	2.3682036E7	0.0	0.0	2.8614362E7	2.1972492E7	
sp|Q4KMC8|ALDCA_DANRE	Q4KMC8	ALDCA_DANRE	aldoca	364	Danio rerio	2:Experimental evidence at transcript level	Fructose-bisphosphate aldolase C-A	0.9413	0.9947	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3343807E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4KMC9|CA198_DANRE	Q4KMC9	CA198_DANRE	wu:fa18f11	330	Danio rerio	2:Experimental evidence at transcript level	Uncharacterized protein C1orf198 homolog	1.0	0.9978	2	9	9	9	1	1	1	2	0	0	0	0	0	0	1	1	0	0	2	1	1	1	2	0	0	0	0	0	0	1	1	0	0	2	1	1	1	2	0	0	0	0	0	0	1	1	0	0	2	546091.75	2256571.2	1197672.9	1840836.0	0.0	0.0	0.0	0.0	0.0	0.0	770995.94	1096092.9	0.0	0.0	1224395.6	658680.56	2256571.2	1197672.9	2220364.8	0.0	0.0	0.0	0.0	0.0	0.0	929953.7	1322076.5	0.0	0.0	415669.7	
sp|Q4KMD3|U1SBP_DANRE	Q4KMD3	U1SBP_DANRE	snrnp35	208	Danio rerio	2:Experimental evidence at transcript level	U11/U12 small nuclear ribonucleoprotein 35 kDa protein	1.0	0.9984	2	3	3	3	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1117426.8	0.0	0.0	0.0	1.1642802E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4KMD7|STPAP_DANRE	Q4KMD7	STPAP_DANRE	tut1	797	Danio rerio	2:Experimental evidence at transcript level	Speckle targeted PIP5K1A-regulated poly(A) polymerase	1.0	0.999	19	83	83	83	6	6	6	9	11	5	4	2	2	8	3	4	7	5	5	6	6	6	9	11	5	4	2	2	8	3	4	7	5	5	6	6	6	9	11	5	4	2	2	8	3	4	7	5	5	1.8706582E7	2.4457854E7	2.1817436E7	5.8643724E7	3.4184304E7	2.5258428E7	2.44854112E8	1.86235232E8	1.3198682E7	1.88997984E8	3.4643928E7	1.3607206E7	6.1613128E7	1.2410377E7	3.7490192E7	1.5719529E7	1.3299913E7	7188200.5	1.4410469E7	1.1069172E7	1.4689952E7	4.6224212E7	5.2061848E7	0.0	4.4896444E7	2.0102976E7	6484046.0	1.893549E7	1.4841884E7	1.8445808E7	
sp|Q4KME6|GGYF2_DANRE	Q4KME6	GGYF2_DANRE	gigyf2	1329	Danio rerio	2:Experimental evidence at transcript level	GRB10-interacting GYF protein 2	1.0	0.999	31	116	116	116	6	6	7	6	5	4	9	15	13	6	13	15	7	1	3	6	6	7	6	5	4	9	15	13	6	13	15	7	1	3	6	6	7	6	5	4	9	15	13	6	13	15	7	1	3	3.518578E7	3.181533E7	2.4358026E7	6.2579576E7	1.68672E7	2.4303122E7	4.73765728E8	4.30865568E8	5.536345E8	4.3877056E7	1.22664928E8	2.0247648E7	5.4595336E7	3.6324392E7	1.5336042E7	1.4724457E7	1.0955621E7	7482461.0	1.878755E7	1.2928347E7	2.2666894E7	1.22609512E8	7.918416E7	1.19380288E8	1.3248386E7	7.7872856E7	3.7008328E7	2.2217372E7	7.6252584E7	9372761.0	
sp|Q4KML2|CRYD_DANRE	Q4KML2	CRYD_DANRE	cry-dash	520	Danio rerio	2:Experimental evidence at transcript level	Cryptochrome DASH	1.0	0.999	10	26	26	26	0	2	1	1	0	0	3	2	4	1	4	4	1	2	1	0	2	1	1	0	0	3	2	4	1	4	4	1	2	1	0	2	1	1	0	0	3	2	4	1	4	4	1	2	1	0.0	823768.5	0.0	4969970.0	0.0	8100791.5	6.3491004E7	3.334223E7	3.9779136E7	0.0	1.334766E7	1.5669104E7	4.2771384E7	2.6820302E7	1.2040171E7	0.0	823768.5	0.0	0.0	0.0	8100791.5	5.375782E7	3.334223E7	3.125588E7	0.0	1.1019407E7	6627174.5	4.6485312E7	2.9149164E7	1.3085644E7	
sp|Q4QRC6|ISCA1_DANRE	Q4QRC6	ISCA1_DANRE	isca1	129	Danio rerio	2:Experimental evidence at transcript level	Iron-sulfur cluster assembly 1 homolog, mitochondrial	1.0	0.9988	5	21	21	21	0	0	1	0	1	3	0	0	0	2	3	3	4	2	2	0	0	1	0	1	3	0	0	0	2	3	3	4	2	2	0	0	1	0	1	3	0	0	0	2	3	3	4	2	2	0.0	0.0	0.0	0.0	7710893.0	4848602.5	0.0	0.0	0.0	0.0	1.8557158E7	1.2286874E7	1.0899299E7	2.0090974E7	2.2086732E7	0.0	0.0	0.0	0.0	7710893.0	4658420.5	0.0	0.0	0.0	0.0	8240562.0	5126904.5	1.4830299E7	1.6591669E7	1.732482E7	
sp|Q4QRF4|H32_DANRE	Q4QRF4	H32_DANRE	zgc:113984	136	Danio rerio	2:Experimental evidence at transcript level	Histone H3.2	1.0	0.9983	5	60	0	60	6	7	9	3	5	4	3	2	2	3	3	4	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	9	3	5	4	3	2	2	3	3	4	3	2	4	8.9435366E8	5.9276403E8	1.81172467E9	6.9647552E8	4.59207552E8	5.3828992E8	1.63141056E8	2.0849608E8	2.30369216E8	5.08416288E8	2.17355264E8	4.845826E7	5.3584896E8	2.164364E8	2.71706592E8	4.07161139E9	1.16556582E9	1.30773491E9	5.16977632E8	2.86840096E8	2.90747808E8	1.27827248E8	1.21661976E8	1.48888416E8	2.34090832E8	1.15094784E8	3.808528E7	2.75479104E8	1.08069784E8	9.6378688E7	sp|Q6PI20|H33_DANRE
sp|Q4QRH7|PEX16_DANRE	Q4QRH7	PEX16_DANRE	pex16	335	Danio rerio	2:Experimental evidence at transcript level	Peroxisomal membrane protein PEX16	1.0	0.9989	4	15	15	15	2	2	3	0	0	0	3	4	1	0	0	0	0	0	0	2	2	3	0	0	0	3	4	1	0	0	0	0	0	0	2	2	3	0	0	0	3	4	1	0	0	0	0	0	0	1.0554878E7	8504379.0	9031853.0	0.0	0.0	0.0	1.0861598E7	4401704.0	4418522.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8504379.0	8414190.0	0.0	0.0	0.0	7503440.0	3013926.0	4418522.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4QRJ7|EIF2A_DANRE	Q4QRJ7	EIF2A_DANRE	eif2a	580	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 2A	1.0	0.999	21	208	208	208	12	12	13	12	12	16	12	16	17	13	17	15	18	10	13	12	12	13	12	12	16	12	16	17	13	17	15	18	10	13	12	12	13	12	12	16	12	16	17	13	17	15	18	10	13	9.7495408E7	9.1081232E7	5.9359964E7	1.23467704E8	1.02772312E8	9.754464E7	1.97499168E8	3.3726944E8	2.87240288E8	5.07779776E8	2.940208E8	2.35343328E8	3.14121792E8	1.86387424E8	1.71029888E8	6.535006E7	6.1398948E7	4.0260144E7	1.16064384E8	6.486288E7	4.8772752E7	2.2828188E7	2.4006992E7	1.4241106E7	8.6002864E7	4.916292E7	3.6332532E7	4.2731788E7	4.9900488E7	4.4307964E7	
sp|Q4QRK0|MAP11_DANRE	Q4QRK0	MAP11_DANRE	metap1	386	Danio rerio	2:Experimental evidence at transcript level	Methionine aminopeptidase 1	1.0	0.999	15	112	112	112	10	6	7	10	4	4	5	7	5	10	8	13	12	4	7	10	6	7	10	4	4	5	7	5	10	8	13	12	4	7	10	6	7	10	4	4	5	7	5	10	8	13	12	4	7	6.1475008E7	6.5545652E7	2.0476462E7	1.93278656E8	6.7050148E7	5.647222E7	3.12526272E8	4.22716032E8	7.2971635E8	5.8114822E8	1.15175648E8	6.6710804E7	1.41507216E8	4.3331664E7	1.8465954E7	2.0825714E7	2.942066E7	1.4950039E7	8.6404024E7	4.121068E7	3.0769612E7	5.4543432E7	2.7809376E8	4.53674304E8	1.42973504E8	4.0785468E7	1.6831258E7	3.4692696E7	2.2414516E7	1.6700051E7	
sp|Q4TVV3|DDX46_DANRE	Q4TVV3	DDX46_DANRE	ddx46	1018	Danio rerio	2:Experimental evidence at transcript level	Probable ATP-dependent RNA helicase DDX46	1.0	0.999	40	228	228	228	13	10	13	19	16	18	15	20	26	14	11	15	13	10	15	13	10	13	19	16	18	15	20	26	14	11	15	13	10	15	13	10	13	19	16	18	15	20	26	14	11	15	13	10	15	8.8634184E7	4.6685224E7	5.2791152E7	2.71944544E8	1.64101296E8	1.482656E8	4.43764064E8	7.9856339E8	8.8492454E8	4.974256E8	1.81601808E8	1.79204448E8	1.8211096E8	9.243236E7	1.62688288E8	3.015877E7	2.3092628E7	2.0445128E7	6.9694112E7	4.3711908E7	4.1277484E7	9.5723424E7	3.4906208E7	5.8813652E7	4.2971196E7	3.7701876E7	2.753783E7	3.4867392E7	4.6231524E7	3.3933768E7	
sp|Q4U0S5|PAF1_DANRE	Q4U0S5	PAF1_DANRE	paf1	503	Danio rerio	1:Experimental evidence at protein level	RNA polymerase II-associated factor 1 homolog	1.0	0.999	19	134	134	134	6	6	5	10	10	10	14	14	17	9	4	6	7	9	7	6	6	5	10	10	10	14	14	17	9	4	6	7	9	7	6	6	5	10	10	10	14	14	17	9	4	6	7	9	7	4.292832E7	2.3508244E7	1.6002268E7	1.71859264E8	9.6974992E7	6.705374E7	6.9282797E8	1.0257095E9	1.18825856E9	3.16870528E8	1.10533176E8	9.8107952E7	1.5975968E8	7.8214912E7	4.4927696E7	1.44970624E8	4.3155116E7	2.8757586E7	9.8968872E7	7.2672696E7	6.5405252E7	3.95262E7	8.383144E7	5.8432252E7	6.837528E7	4.2189752E7	3.3788752E7	2.787492E7	2.9808266E7	3.3957644E7	
sp|Q4U2V3|CBPC1_DANRE	Q4U2V3	CBPC1_DANRE	agtpbp1	1153	Danio rerio	2:Experimental evidence at transcript level	Cytosolic carboxypeptidase 1	1.0	0.9971	8	20	20	20	0	0	0	2	0	0	0	1	0	1	2	2	3	6	3	0	0	0	2	0	0	0	1	0	1	2	2	3	6	3	0	0	0	2	0	0	0	1	0	1	2	2	3	6	3	0.0	0.0	0.0	395315.94	0.0	0.0	0.0	0.0	0.0	0.0	479833.22	4098274.8	1.806467E7	1.7231134E7	3349387.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1155701.6	2438587.2	7219633.5	8106369.0	4513883.0	
sp|Q4V8R7|GCNFB_DANRE	Q4V8R7	GCNFB_DANRE	nr6a1b	455	Danio rerio	2:Experimental evidence at transcript level	Nuclear receptor subfamily 6 group A member 1-B	0.9985	0.9961	2	3	3	3	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1533715.1	1919235.1	2184834.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1919235.1	2184834.8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4V8S3|TM242_DANRE	Q4V8S3	TM242_DANRE	tmem242	142	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 242	1.0	0.9989	4	5	5	5	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.1812291E7	0.0	0.0	1.3295363E7	0.0	0.0	6757457.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3295363E7	0.0	0.0	6757457.5	0.0	0.0	
sp|Q4V8U5|ANO10_DANRE	Q4V8U5	ANO10_DANRE	ano10	646	Danio rerio	2:Experimental evidence at transcript level	Anoctamin-10	1.0	0.9989	10	40	40	40	1	1	2	2	3	5	1	2	1	6	4	4	2	1	5	1	1	2	2	3	5	1	2	1	6	4	4	2	1	5	1	1	2	2	3	5	1	2	1	6	4	4	2	1	5	9392750.0	5664238.0	7339457.0	1.3218457E7	1.3443434E7	2.2078154E7	7.1647176E7	9.112696E7	5.030716E7	3.0404192E8	1.17956656E8	4.7069688E7	6.1435176E7	1.0957419E7	2.4923876E7	4.5829648E7	2.7637278E7	1.5353479E7	1.87501744E8	4.4276608E7	4.6609872E7	1.8210382E7	1.2141311E7	1.2786443E7	4.0309852E7	1.1871583E7	6274947.0	1.3229899E7	4772814.5	5872125.0	
sp|Q4V8V1|BM1LA_DANRE	Q4V8V1	BM1LA_DANRE	brms1la	323	Danio rerio	2:Experimental evidence at transcript level	Breast cancer metastasis-suppressor 1-like protein-A	1.0	0.999	5	25	25	25	0	0	0	0	0	0	9	6	7	0	0	0	2	0	1	0	0	0	0	0	0	9	6	7	0	0	0	2	0	1	0	0	0	0	0	0	9	6	7	0	0	0	2	0	1	0.0	0.0	0.0	0.0	0.0	0.0	1.23772704E8	9.8389024E7	6.5905148E7	0.0	0.0	0.0	1.753719E7	0.0	7498649.5	0.0	0.0	0.0	0.0	0.0	0.0	5.3042664E7	5.3841508E7	3.7717392E7	0.0	0.0	0.0	1.753719E7	0.0	7498649.5	
sp|Q4V8V2|NUD17_DANRE	Q4V8V2	NUD17_DANRE	nudt17	300	Danio rerio	2:Experimental evidence at transcript level	Nucleoside diphosphate-linked moiety X motif 17	1.0	0.999	4	14	14	14	0	0	0	3	1	1	1	3	4	0	0	1	0	0	0	0	0	0	3	1	1	1	3	4	0	0	1	0	0	0	0	0	0	3	1	1	1	3	4	0	0	1	0	0	0	0.0	0.0	0.0	8543318.0	0.0	1698699.1	3.2440604E7	2.6966558E7	3.20885E7	0.0	0.0	7576142.5	0.0	0.0	0.0	0.0	0.0	0.0	8543318.0	0.0	0.0	3.2440604E7	2.6966558E7	3.20885E7	0.0	0.0	7576142.5	0.0	0.0	0.0	
sp|Q4V8X4|ACBD6_DANRE	Q4V8X4	ACBD6_DANRE	acbd6	300	Danio rerio	2:Experimental evidence at transcript level	Acyl-CoA-binding domain-containing protein 6	1.0	0.999	9	30	30	30	1	1	2	4	1	0	2	5	3	0	2	1	2	3	3	1	1	2	4	1	0	2	5	3	0	2	1	2	3	3	1	1	2	4	1	0	2	5	3	0	2	1	2	3	3	9692895.0	5558056.0	6346381.0	3.277923E7	1.3307836E7	0.0	4.47050848E8	2.76979936E8	2.57328544E8	0.0	2.7683472E7	1.0764604E7	6.64999E7	3.7911768E7	1.3077627E7	9692895.0	5558056.0	5671429.0	5270650.0	1.1959572E7	0.0	3.9899024E8	1.49919136E8	2.57328544E8	0.0	2.2074512E7	2.7066824E7	5.0920012E7	2.4993094E7	3.2882754E7	
sp|Q4V8Y6|ERGI1_DANRE	Q4V8Y6	ERGI1_DANRE	ergic1	290	Danio rerio	2:Experimental evidence at transcript level	Endoplasmic reticulum-Golgi intermediate compartment protein 1	1.0	0.999	8	34	34	34	1	2	2	3	3	3	0	1	0	2	2	2	3	5	5	1	2	2	3	3	3	0	1	0	2	2	2	3	5	5	1	2	2	3	3	3	0	1	0	2	2	2	3	5	5	942432.25	1.2344583E7	7260875.0	4.7652056E7	1.6957386E7	2.0820214E7	0.0	1320343.2	0.0	1.47091616E8	4.9183168E7	3.4242496E7	1.38147984E8	7.3620232E7	5.730352E7	2.3365932E7	2.2799558E7	1.2591837E7	2.4843674E7	1.6324662E7	1.6634125E7	0.0	700241.2	0.0	3.3644732E7	2.6665564E7	1.3331667E7	5.9593072E7	2.8572116E7	2.3739288E7	
sp|Q4V908|UBE2S_DANRE	Q4V908	UBE2S_DANRE	ube2s	221	Danio rerio	2:Experimental evidence at transcript level	Ubiquitin-conjugating enzyme E2 S	1.0	0.999	7	21	21	21	0	0	1	1	1	1	2	3	3	1	2	2	2	1	1	0	0	1	1	1	1	2	3	3	1	2	2	2	1	1	0	0	1	1	1	1	2	3	3	1	2	2	2	1	1	0.0	0.0	221586.6	823442.6	0.0	0.0	6.1005012E7	6.083308E7	6563840.5	1.24337936E8	3.353587E7	1.70974E7	2962936.5	3266126.2	3899340.2	0.0	0.0	0.0	0.0	0.0	0.0	6.1005012E7	6.083308E7	1.065936E7	9.2955472E7	2.2636182E7	1.3048787E7	1516797.0	5304031.0	6332340.0	
sp|Q4V909|CCD22_DANRE	Q4V909	CCD22_DANRE	ccdc22	639	Danio rerio	2:Experimental evidence at transcript level	Coiled-coil domain-containing protein 22	1.0	0.999	15	70	70	70	2	3	2	6	8	6	2	4	4	4	4	5	5	7	8	2	3	2	6	8	6	2	4	4	4	4	5	5	7	8	2	3	2	6	8	6	2	4	4	4	4	5	5	7	8	6762683.5	1.4434877E7	4184198.8	7.1153288E7	5.5231476E7	5.1334968E7	0.0	2.7092714E7	9.5556072E7	1.364944E8	3.4860536E7	4.5205552E7	8.9892832E7	8.8901776E7	5.8896852E7	1.7797698E7	8237443.0	1.5746866E7	3.32522E7	2.3231902E7	1.9838718E7	0.0	1.6152038E7	2.1639816E7	2.6441844E7	1.4133851E7	1.2632497E7	2.6046436E7	2.7016666E7	1.6635009E7	
sp|Q4V920|PACN1_DANRE	Q4V920	PACN1_DANRE	pacsin1b	445	Danio rerio	1:Experimental evidence at protein level	Protein kinase C and casein kinase substrate in neurons protein 1	1.0	0.999	9	40	40	40	1	3	3	4	5	5	6	5	5	0	0	0	2	0	1	1	3	3	4	5	5	6	5	5	0	0	0	2	0	1	1	3	3	4	5	5	6	5	5	0	0	0	2	0	1	2605009.0	1.466593E7	2.9521824E7	2.364299E7	4.9765848E7	2.079312E7	8.5356736E7	5.3039088E7	6.5085308E7	0.0	5.8581464E7	2.3511388E7	6.5380524E7	4.1058096E7	2.838665E7	7994098.0	1249717.4	1285256.2	1.5654083E7	2.425979E7	6996460.5	3.24065E7	1.7388148E7	2.48402E7	0.0	7.9906376E7	3.2070038E7	7.805108E7	5.6004124E7	3.872E7	
sp|Q4V9P0|SAMC_DANRE	Q4V9P0	SAMC_DANRE	slc25a26	267	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial S-adenosylmethionine carrier protein	0.9711	0.9974	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	822376.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4V9P6|ADAL_DANRE	Q4V9P6	ADAL_DANRE	adal	348	Danio rerio	2:Experimental evidence at transcript level	Adenosine deaminase-like protein	1.0	0.999	5	10	10	10	1	1	0	0	1	1	2	0	0	1	0	2	0	0	1	1	1	0	0	1	1	2	0	0	1	0	2	0	0	1	1	1	0	0	1	1	2	0	0	1	0	2	0	0	1	6191712.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9617336E7	0.0	4170542.2	0.0	0.0	7317380.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9617336E7	0.0	4170542.2	0.0	0.0	0.0	
sp|Q4V9P9|NOL11_DANRE	Q4V9P9	NOL11_DANRE	nol11	708	Danio rerio	2:Experimental evidence at transcript level	Nucleolar protein 11-like	1.0	0.999	24	128	128	128	8	9	10	6	12	4	6	10	12	8	7	8	11	7	10	8	9	10	6	12	4	6	10	12	8	7	8	11	7	10	8	9	10	6	12	4	6	10	12	8	7	8	11	7	10	8.99976E7	5.6643432E7	3.897988E7	2.2843736E7	6.310656E7	3.2678864E7	2.58549232E8	3.0198768E8	2.4055312E8	4.75801568E8	1.6952504E8	1.24855544E8	2.343636E8	8.6079896E7	7.3003152E7	3.3990836E7	2.1626402E7	1.1090917E7	8626458.0	2.634337E7	3.246404E7	1.11243608E8	8.3172752E7	3.9658036E7	6.6534952E7	3.9112072E7	1.7700284E7	6.2308844E7	3.9833592E7	4.6758548E7	
sp|Q4VBI2|IR3IP_DANRE	Q4VBI2	IR3IP_DANRE	ier3ip1	82	Danio rerio	3:Protein inferred from homology	Immediate early response 3-interacting protein 1	0.9982	0.999	2	7	7	7	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0.0	0.0	0.0	4328078.0	1.1130222E7	9748846.0	3.00658304E8	3.20022304E8	2.73983968E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4328078.0	1.1130222E7	9748846.0	3.00658304E8	3.20022304E8	2.73983968E8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4VBI7|STX18_DANRE	Q4VBI7	STX18_DANRE	stx18	314	Danio rerio	2:Experimental evidence at transcript level	Syntaxin-18	1.0	0.999	13	33	33	33	3	4	4	0	3	4	4	1	2	1	1	2	1	2	1	3	4	4	0	3	4	4	1	2	1	1	2	1	2	1	3	4	4	0	3	4	4	1	2	1	1	2	1	2	1	2.5176404E7	1.8351316E7	1.5384175E7	0.0	1.3447258E7	1.2087948E7	3.13368704E8	1.67067392E8	1.53745648E8	3.5877444E7	3.7642864E7	4.2023448E7	5.651128E7	467328.94	1.9995564E7	1.0233902E7	1.4745161E7	2486026.0	0.0	1.5809487E7	8732181.0	1.37954464E8	1.67067392E8	1.75453088E8	3.6856856E7	2.102565E7	2.0955364E7	3.8891384E7	0.0	2.054142E7	
sp|Q4VBS4|MAP12_DANRE	Q4VBS4	MAP12_DANRE	metap1d	338	Danio rerio	2:Experimental evidence at transcript level	Methionine aminopeptidase 1D, mitochondrial	1.0	0.999	5	12	12	12	1	1	1	0	0	1	2	3	2	0	0	0	0	1	0	1	1	1	0	0	1	2	3	2	0	0	0	0	1	0	1	1	1	0	0	1	2	3	2	0	0	0	0	1	0	0.0	110597.02	153915.31	0.0	0.0	3419458.8	1.03231104E8	9.712616E7	1.3104104E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110597.02	153915.31	0.0	0.0	0.0	1.03231104E8	9.712616E7	1.3104104E8	0.0	0.0	0.0	0.0	0.0	0.0	
