Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,C_1 Spectral Count,C_2 Spectral Count,C_3 Spectral Count,E_1 Spectral Count,E_2 Spectral Count,E_3 Spectral Count,Hp_1 Spectral Count,Hp_2 Spectral Count,Hp_3 Spectral Count,Mx_1 Spectral Count,Mx_2 Spectral Count,Mx_3 Spectral Count,T_1 Spectral Count,T_2 Spectral Count,T_3 Spectral Count,C_1 Unique Spectral Count,C_2 Unique Spectral Count,C_3 Unique Spectral Count,E_1 Unique Spectral Count,E_2 Unique Spectral Count,E_3 Unique Spectral Count,Hp_1 Unique Spectral Count,Hp_2 Unique Spectral Count,Hp_3 Unique Spectral Count,Mx_1 Unique Spectral Count,Mx_2 Unique Spectral Count,Mx_3 Unique Spectral Count,T_1 Unique Spectral Count,T_2 Unique Spectral Count,T_3 Unique Spectral Count,C_1 Total Spectral Count,C_2 Total Spectral Count,C_3 Total Spectral Count,E_1 Total Spectral Count,E_2 Total Spectral Count,E_3 Total Spectral Count,Hp_1 Total Spectral Count,Hp_2 Total Spectral Count,Hp_3 Total Spectral Count,Mx_1 Total Spectral Count,Mx_2 Total Spectral Count,Mx_3 Total Spectral Count,T_1 Total Spectral Count,T_2 Total Spectral Count,T_3 Total Spectral Count,C_1_5dpf_Intensity,C_2_5dpf_Intensity,C_3_5dpf_Intensity,E_1_5dpf_Intensity,E_2_5dpf_Intensity,E_3_5dpf_Intensity,Hp_1_5dpf_Intensity,Hp_2_5dpf_Intensity,Hp_3_5dpf_Intensity,Mx_1_5dpf_Intensity,Mx_2_5dpf_Intensity,Mx_3_5dpf_Intensity,T_1_5dpf_Intensity,T_2_5dpf_Intensity,T_3_5dpf_Intensity,C_1 MaxLFQ_5dpf_Intensity,C_2 MaxLFQ_5dpf_Intensity,C_3 MaxLFQ_5dpf_Intensity,E_1 MaxLFQ_5dpf_Intensity,E_2 MaxLFQ_5dpf_Intensity,E_3 MaxLFQ_5dpf_Intensity,Hp_1 MaxLFQ_5dpf_Intensity,Hp_2 MaxLFQ_5dpf_Intensity,Hp_3 MaxLFQ_5dpf_Intensity,Mx_1 MaxLFQ_5dpf_Intensity,Mx_2 MaxLFQ_5dpf_Intensity,Mx_3 MaxLFQ_5dpf_Intensity,T_1 MaxLFQ_5dpf_Intensity,T_2 MaxLFQ_5dpf_Intensity,T_3 MaxLFQ_5dpf_Intensity,Indistinguishable Proteins
sp|Q6NYF0|LACB2_DANRE,Q6NYF0,LACB2_DANRE,lactb2,289,Danio rerio,2:Experimental evidence at transcript level,Endoribonuclease LACTB2,1,0.999,4,8,8,8,3,1,0,2,0,0,0,0,0,1,0,0,1,0,0,3,1,0,2,0,0,0,0,0,1,0,0,1,0,0,3,1,0,2,0,0,0,0,0,1,0,0,1,0,0,8516180,1938835.9,4371720,11891061,0,0,0,0,0,4674444.5,0,0,7130217.5,0,2220487.2,3386392,7530058,1937048,2982813,0,0,0,0,0,18154626,0,0,3159299.8,0,8623937,
sp|Q6NYG8|DPYD_DANRE,Q6NYG8,DPYD_DANRE,dpyd,1022,Danio rerio,2:Experimental evidence at transcript level,Dihydropyrimidine dehydrogenase [NADP(+)],0.368,0.9734,1,4,4,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2983381.5,0,0,5393314,0,0,0,0,0,5639785.5,0,0,3796171.8,0,1997724,2983381.5,0,0,5393314,0,0,0,0,0,5639785.5,0,0,3796171.8,0,1997724,
sp|Q6NYS8|OST48_DANRE,Q6NYS8,OST48_DANRE,ddost,441,Danio rerio,2:Experimental evidence at transcript level,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,1,0.999,5,64,64,64,4,5,5,5,5,5,4,2,6,2,5,6,4,2,4,4,5,5,5,5,5,4,2,6,2,5,6,4,2,4,4,5,5,5,5,5,4,2,6,2,5,6,4,2,4,84360272,181855360,156412064,101600776,114212312,106357640,67650104,61852712,124977680,73029424,103877680,140705472,97931064,46917152,247134624,32600722,46276264,37359888,28342196,35248236,41831460,26748884,37158924,34172364,61396040,32270594,34864636,27430578,27332826,46053428,
sp|Q6NYV9|LEO1_DANRE,Q6NYV9,LEO1_DANRE,leo1,696,Danio rerio,1:Experimental evidence at protein level,RNA polymerase-associated protein LEO1,0.9963,0.999,2,8,8,8,1,1,0,0,1,1,0,0,0,0,2,1,0,1,0,1,1,0,0,1,1,0,0,0,0,2,1,0,1,0,1,1,0,0,1,1,0,0,0,0,2,1,0,1,0,8887280,5792487,11878779,11856803,6575797,3224806.2,0,0,0,0,5074225.5,2874062,0,6120209,2012947,8887280,5792487,11878779,11856803,6575797,3224806.2,0,0,0,0,5074225.5,2874062,0,6120209,2012947,
sp|Q6NYX8|PITH1_DANRE,Q6NYX8,PITH1_DANRE,pithd1,210,Danio rerio,2:Experimental evidence at transcript level,PITH domain-containing protein 1,1,0.9977,5,24,24,24,2,2,2,2,1,2,1,0,2,2,2,1,1,2,2,2,2,2,2,1,2,1,0,2,2,2,1,1,2,2,2,2,2,2,1,2,1,0,2,2,2,1,1,2,2,18953436,6943777.5,16181604,26891106,8118646,24142540,11688000,0,17459248,13521216,12399546,18338708,7199700.5,6849102.5,17726904,10577830,7038591,11896351,13088623,8229501.5,13925047,11847593,0,12212429,6676711,7476863,10729460,9174928,6942623,10464150,
sp|Q6NZ06|ILF2_DANRE,Q6NZ06,ILF2_DANRE,ilf2,387,Danio rerio,2:Experimental evidence at transcript level,Interleukin enhancer-binding factor 2 homolog,1,0.999,7,39,39,39,2,1,0,4,2,0,5,2,1,8,3,1,6,3,1,2,1,0,4,2,0,5,2,1,8,3,1,6,3,1,2,1,0,4,2,0,5,2,1,8,3,1,6,3,1,33876948,12794924,0,44867792,15731232,0,54666636,6210183,6173401,119470240,15539998,8914941,51465956,9778798,16436973,18298774,8032463.5,0,16379967,9878571,0,17079628,10358776,5812411,51642392,9738701,5642578,16186802,9634311,10307330,
sp|Q6NZ07|NCLN_DANRE,Q6NZ07,NCLN_DANRE,ncln,572,Danio rerio,2:Experimental evidence at transcript level,BOS complex subunit ncln,0.9595,0.998,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16020195,0,0,0,0,0,0,0,0,0,0,0,0,26348144,0,16020195,0,0,0,0,0,0,0,0,0,0,0,0,26348144,
sp|Q6NZ09|ADRM1_DANRE,Q6NZ09,ADRM1_DANRE,adrm1b,410,Danio rerio,1:Experimental evidence at protein level,Proteasomal ubiquitin receptor ADRM1,1,0.9977,3,7,7,7,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,4085228.2,0,0,4487335,7094180.5,0,1416063.1,0,0,4798612,7105171.5,0,3746953.2,0,0,7807234.5,0,0,2850328.8,7094180.5,0,1347248.2,0,0,4565419,7105171.5,0,3564866.5,0,0,
sp|Q6NZS4|RTCB_DANRE,Q6NZS4,RTCB_DANRE,rtcb,505,Danio rerio,2:Experimental evidence at transcript level,RNA-splicing ligase RtcB homolog,0.8489,0.9972,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600597.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6NZT6|I2B2A_DANRE,Q6NZT6,I2B2A_DANRE,irf2bp2a,491,Danio rerio,2:Experimental evidence at transcript level,Interferon regulatory factor 2-binding protein 2-A,1,0.999,4,25,0,25,2,2,1,2,3,2,2,1,1,0,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,2,2,1,1,0,1,2,3,2,1,10008633,31144652,33071324,28316664,43565360,24729150,0,8041404.5,17798458,0,9631878,7980153,24929478,40040928,24962428,17809764,17174186,16251433,11223749,17364088,13898383,0,20859042,13020071,0,25510350,13090425,13099977,24038268,14003597,sp|Q7T2G1|I2B2B_DANRE
sp|Q6NZW0|C102A_DANRE,Q6NZW0,C102A_DANRE,ccdc102a,581,Danio rerio,2:Experimental evidence at transcript level,Coiled-coil domain-containing protein 102A,0.9903,0.9889,2,3,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3889616.8,2508149.5,0,4066227.8,1073350.2,0,0,0,0,0,0,0,0,0,0,3889616.8,2508149.5,0,4066227.8,1073350.2,0,0,0,0,0,0,0,0,0,0,
sp|Q6NZW8|AR8BA_DANRE,Q6NZW8,AR8BA_DANRE,arl8ba,186,Danio rerio,2:Experimental evidence at transcript level,ADP-ribosylation factor-like protein 8B-A,1,0.999,1,13,13,13,1,2,1,1,0,1,0,0,0,1,1,1,1,0,3,1,2,1,1,0,1,0,0,0,1,1,1,1,0,3,1,2,1,1,0,1,0,0,0,1,1,1,1,0,3,0,30527600,8792339,12148833,0,10434280,0,0,0,49234636,9911335,11091481,12615430,0,83085120,0,30527600,8792339,12148833,0,10434280,0,0,0,49234636,9911335,11091481,12615430,0,77726248,
sp|Q6NZZ9|RBM22_DANRE,Q6NZZ9,RBM22_DANRE,rbm22,425,Danio rerio,2:Experimental evidence at transcript level,Pre-mRNA-splicing factor RBM22,0.9929,0.9988,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4136549.2,0,0,0,0,0,0,0,0,0,0,0,0,3569372.2,0,4136549.2,0,0,0,0,0,0,0,0,0,0,0,0,3569372.2,
sp|Q6P026|BAF_DANRE,Q6P026,BAF_DANRE,banf1,90,Danio rerio,1:Experimental evidence at protein level,Barrier-to-autointegration factor,1,0.999,6,81,81,81,5,5,5,6,5,3,7,6,5,6,5,6,6,5,6,5,5,5,6,5,3,7,6,5,6,5,6,6,5,6,5,5,5,6,5,3,7,6,5,6,5,6,6,5,6,200861392,214599376,168568256,203747440,192440080,96899840,127137088,109395664,97300480,482665152,172115392,157514160,214973360,131912848,311039136,112239464,99044360,56318212,68743568,78692296,53836376,45899684,47363024,55004832,232005984,92223192,54852892,81977248,55560064,118344768,
sp|Q6P0B1|CELF2_DANRE,Q6P0B1,CELF2_DANRE,celf2,514,Danio rerio,2:Experimental evidence at transcript level,CUGBP Elav-like family member 2,0.996,0.9952,2,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,13881852,0,0,0,0,0,10510999,0,0,93959832,0,7043696.5,0,0,0,25394648,0,0,0,0,0,5746043,0,0,39546252,0,12885326,
sp|Q6P0D0|QKIA_DANRE,Q6P0D0,QKIA_DANRE,qkia,341,Danio rerio,2:Experimental evidence at transcript level,Protein quaking-A,1,0.9989,3,3,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,347078464,0,419277056,345054656,0,434593568,338527808,0,0,187328336,3187086.5,0,316617248,0,0,347078464,0,419277056,345054656,0,434593568,338527808,0,0,187328336,0,0,316617248,0,0,
sp|Q6P0E5|DDRGK_DANRE,Q6P0E5,DDRGK_DANRE,ddrgk1,300,Danio rerio,2:Experimental evidence at transcript level,DDRGK domain-containing protein 1,1,0.999,4,19,19,19,0,4,0,0,2,1,0,0,0,3,1,0,2,2,4,0,4,0,0,2,1,0,0,0,3,1,0,2,2,4,0,4,0,0,2,1,0,0,0,3,1,0,2,2,4,0,13759885,0,0,1787038.5,979466.9,0,0,0,23901770,1018961.25,0,1580730,2551754,23326004,0,3914482.2,0,0,1866110.2,2170266.5,0,0,0,4659400.5,2415944.8,0,1675889.1,2725490.8,4655076.5,
sp|Q6P0G6|MYL1_DANRE,Q6P0G6,MYL1_DANRE,myl1,190,Danio rerio,2:Experimental evidence at transcript level,"Myosin, light chain 1, alkali; skeletal, fast",1,0.999,23,1390,1390,1390,72,141,76,77,130,68,83,126,86,87,109,73,74,119,69,72,141,76,77,130,68,83,126,86,87,109,73,74,119,69,72,141,76,77,130,68,83,126,86,87,109,73,74,119,69,59325698000,95097586000,69700731000,63929086000,109336330000,62841422000,64185401000,103781491000,65682715000,53468643000,98776539000,65930547000,64691888000,117190484000,60026487000,9757840400,16283971600,9803367400,10767837200,17093716000,9283987500,11097201700,17762291700,10700265500,10293821400,17075629100,10364843000,11839388700,20975988700,10615649300,
sp|Q6P0H6|CSN4_DANRE,Q6P0H6,CSN4_DANRE,cops4,406,Danio rerio,2:Experimental evidence at transcript level,COP9 signalosome complex subunit 4,1,0.999,5,27,27,27,3,2,2,2,2,2,1,0,1,1,1,1,4,3,2,3,2,2,2,2,2,1,0,1,1,1,1,4,3,2,3,2,2,2,2,2,1,0,1,1,1,1,4,3,2,47101468,31589112,14965732,24302802,27071752,14376375,3535987.2,0,0,113261776,11122916,14559045,14334902,28412118,63129684,38544184,17879178,13470575,14737454,10142401,12964269,4940046,0,0,158235408,8441446,10359076,4031711.5,8446097,28082938,
sp|Q6P0V6|RL8_DANRE,Q6P0V6,RL8_DANRE,rpl8,257,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein uL2,1,0.999,5,34,34,34,2,3,1,2,5,1,0,4,2,1,3,2,1,5,2,2,3,1,2,5,1,0,4,2,1,3,2,1,5,2,2,3,1,2,5,1,0,4,2,1,3,2,1,5,2,9946227,84382984,46185856,31282504,158378576,14789149,0,85582048,2561367.2,11633053,92743696,18205076,6578082,217486992,44115136,14000868,46267092,9629807,8085537,40513864,16537974,0,27483380,2699946.5,77750576,27662856,9742219,7355943.5,42936564,25536686,
sp|Q6P104|QKIB_DANRE,Q6P104,QKIB_DANRE,qki2,319,Danio rerio,2:Experimental evidence at transcript level,Protein quaking-B,1,0.999,2,8,8,8,1,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,0,0,1,2,0,0,0,0,1,1,1,0,0,1,1,0,0,1,2,0,0,0,0,1,1,1,0,0,1,4993666,8877349,2759798.5,2851296.5,5431108.5,0,0,0,0,6341082,3442175.5,2235120.5,0,0,6352761.5,4993666,8877349,2759798.5,2851296.5,5431108.5,0,0,0,0,6341082,3442175.5,2235120.5,0,0,6352761.5,
sp|Q6P2T0|TM38A_DANRE,Q6P2T0,TM38A_DANRE,tmem38a,295,Danio rerio,2:Experimental evidence at transcript level,Trimeric intracellular cation channel type A,0.5153,0.9853,1,4,4,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2976503,0,0,3870413.2,0,0,0,0,0,2875916.5,0,2379329.2,0,0,0,2976503,0,0,3870413.2,0,0,0,0,0,2875916.5,0,2379329.2,
sp|Q6P3H7|RBBP4_DANRE,Q6P3H7,RBBP4_DANRE,rbbp4,424,Danio rerio,2:Experimental evidence at transcript level,Histone-binding protein RBBP4,1,0.999,9,63,24,63,5,2,4,4,4,3,5,5,4,4,6,4,6,5,2,2,0,2,1,2,1,2,2,2,1,2,2,2,3,0,5,2,4,4,4,3,5,5,4,4,6,4,6,5,2,3357434110,84303808,2198316290,3157331710,95431376,61118256,3411942140,74312624,72982848,2341962240,419797120,2174875390,3368101380,83677952,61392152,344579744,243836816,250894784,363528384,275698368,239900448,385714400,237835104,263067936,265894848,245853232,267058480,402204960,222358480,181030608,
sp|Q6P3J5|EF2_DANRE,Q6P3J5,EF2_DANRE,eef2b,858,Danio rerio,1:Experimental evidence at protein level,Elongation factor 2b,1,0.999,45,528,528,528,39,40,28,39,40,34,38,30,23,47,33,26,44,31,36,39,40,28,39,40,34,38,30,23,47,33,26,44,31,36,39,40,28,39,40,34,38,30,23,47,33,26,44,31,36,2247938820,1647483140,1881681660,2585271810,1993167870,1802626430,2224977150,1602879100,1593142660,2548889600,1391868160,1742832130,2601918210,1769239680,2458781950,343221856,268521888,268538304,339163008,271945760,252074608,312287872,248851264,282230240,324617984,254933680,267699632,341013856,250203552,267529376,
sp|Q6P3L0|MVP_DANRE,Q6P3L0,MVP_DANRE,mvp,863,Danio rerio,2:Experimental evidence at transcript level,Major vault protein,1,0.999,21,148,148,148,11,11,14,12,10,9,14,7,13,8,6,9,10,7,7,11,11,14,12,10,9,14,7,13,8,6,9,10,7,7,11,11,14,12,10,9,14,7,13,8,6,9,10,7,7,147489904,149054336,203863680,219838368,133936400,104878528,216649136,116455392,86587904,106150832,65350936,214148832,164587152,128407408,297487360,51266692,36661108,52221608,48574932,35970136,48362344,49684528,41166436,50931208,34484588,36988880,51396288,55100724,33938292,42165116,
sp|Q6P5L3|RL19_DANRE,Q6P5L3,RL19_DANRE,rpl19,196,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein eL19,1,0.999,2,41,41,41,2,3,3,3,3,3,3,3,2,3,2,3,2,3,3,2,3,3,3,3,3,3,3,2,3,2,3,2,3,3,2,3,3,3,3,3,3,3,2,3,2,3,2,3,3,56048716,256122080,116113656,68828240,295766528,120840328,60957160,321269408,105779776,50578844,72451288,112976888,51958704,340875008,97465000,39244000,102508528,73767432,44999936,129279752,80742768,35681296,107446408,77054168,32173976,102070640,76779312,38395412,116621448,59244132,
sp|Q6P5L7|ARGLA_DANRE,Q6P5L7,ARGLA_DANRE,arglu1a,251,Danio rerio,2:Experimental evidence at transcript level,Arginine and glutamate-rich protein 1-A,1,0.9973,6,15,12,15,3,0,0,2,2,2,1,0,1,1,0,0,2,0,1,2,0,0,2,2,2,1,0,0,1,0,0,2,0,0,3,0,0,2,2,2,1,0,1,1,0,0,2,0,1,174264672,815888450,985490750,3086304.2,62576024,35740328,58050616,0,53136300,7577786,0,974188860,57385352,1621200510,947856260,66640988,764972740,637759740,57646488,56041736,39790400,54427952,0,273354112,0,0,913394370,53397296,773183420,262488064,
sp|Q6P5L8|HSDL2_DANRE,Q6P5L8,HSDL2_DANRE,hsdl2,415,Danio rerio,2:Experimental evidence at transcript level,Hydroxysteroid dehydrogenase-like protein 2,1,0.9989,5,15,15,15,0,4,1,0,2,1,0,2,0,0,1,1,0,2,1,0,4,1,0,2,1,0,2,0,0,1,1,0,2,1,0,4,1,0,2,1,0,2,0,0,1,1,0,2,1,0,13325094,5356128.5,3507246.2,15550240,4391015.5,0,18190032,0,0,10584168,5232482.5,0,17427144,4873514,0,10490219,5356128.5,3507246.2,10789265,4391015.5,0,15536553,0,0,10584168,5232482.5,0,10763080,4873514,
sp|Q6P698|PLSL_DANRE,Q6P698,PLSL_DANRE,lcp1,624,Danio rerio,1:Experimental evidence at protein level,Plastin-2,1,0.999,6,36,36,46,4,2,2,4,1,2,2,1,3,3,2,2,4,1,3,4,2,2,4,1,2,2,1,3,3,2,2,4,1,3,5,3,3,5,2,2,3,2,3,3,3,3,4,2,3,31321664,3991676,29306976,29796920,7815715,22158350,28932912,3226304.2,24337086,16783060,8155362.5,15184452,30961620,3591749.5,31500110,13015528,6352414.5,11023215,11713189,6456903,12338671,10571520,5134390,9189647,25373124,6540102,8475612,12121630,5715965.5,16727072,
sp|Q6P7E4|PDLI7_DANRE,Q6P7E4,PDLI7_DANRE,pdlim7,419,Danio rerio,2:Experimental evidence at transcript level,PDZ and LIM domain protein 7,1,0.999,2,49,49,49,0,8,3,2,5,2,1,4,3,3,4,3,1,4,6,0,8,3,2,5,2,1,4,3,3,4,3,1,4,6,0,8,3,2,5,2,1,4,3,3,4,3,1,4,6,0,289501344,70015256,65081860,246187856,67085564,60104204,257066528,71300920,24024184,246025456,71879856,54055644,219811440,116845784,0,329368800,52730088,11317615,164413360,47996728,53276312,85742440,53347056,85195760,168601424,50820796,47914876,166377600,162900096,
sp|Q6P963|GLO2_DANRE,Q6P963,GLO2_DANRE,hagh,303,Danio rerio,2:Experimental evidence at transcript level,"Hydroxyacylglutathione hydrolase, mitochondrial",0.9986,0.9514,3,7,7,7,1,0,0,2,0,0,1,0,0,0,0,0,2,0,1,1,0,0,2,0,0,1,0,0,0,0,0,2,0,1,1,0,0,2,0,0,1,0,0,0,0,0,2,0,1,4445989.5,0,0,6098786.5,0,0,5219637.5,0,0,0,0,0,4158436.5,0,4415960,4445989.5,0,0,6098786.5,0,0,5219637.5,0,0,0,0,0,4158436.5,0,4415960,
sp|Q6PBH5|NDUA4_DANRE,Q6PBH5,NDUA4_DANRE,ndufa4,82,Danio rerio,3:Protein inferred from homology,Cytochrome c oxidase subunit NDUFA4,0.9715,0.9793,2,4,4,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6760622,0,0,0,0,0,4882573,0,0,0,0,0,0,0,0,6760622,0,0,0,0,0,4882573,0,0,
sp|Q6PBI5|RS25_DANRE,Q6PBI5,RS25_DANRE,rps25,124,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein eS25,1,0.9989,6,60,60,60,4,3,4,4,5,4,5,5,3,3,5,3,5,4,3,4,3,4,4,5,4,5,5,3,3,5,3,5,4,3,4,3,4,4,5,4,5,5,3,3,5,3,5,4,3,323217440,451450080,441216160,408450816,432642624,390005184,528488288,551793340,369725888,170219056,491943552,372447744,415878880,353231936,475566080,145719040,224492640,182507840,157821504,203939920,171841904,221010736,256775648,175869920,170123120,199892640,186644160,163614224,157320880,173966224,
sp|Q6PBK1|MIX23_DANRE,Q6PBK1,MIX23_DANRE,mix23,144,Danio rerio,2:Experimental evidence at transcript level,Protein MIX23,1,0.999,4,35,35,35,1,3,3,3,2,2,2,2,2,3,2,2,3,2,3,1,3,3,3,2,2,2,2,2,3,2,2,3,2,3,1,3,3,3,2,2,2,2,2,3,2,2,3,2,3,13842768,9763143,25852884,24516446,21027188,28850704,18318372,6592834,2520634.2,24723372,6714566,24343748,23133640,9404424,29456626,9563542,12492504,8503324,9626420,9702351,11950997,6312867.5,7553153.5,10429436,15806671,8549116,9757705,8939597,10998237,12843534,
sp|Q6PBK3|RS28_DANRE,Q6PBK3,RS28_DANRE,rps28,69,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein eS28,1,0.999,6,57,57,57,2,4,1,3,4,4,5,5,5,6,5,3,3,4,3,2,4,1,3,4,4,5,5,5,6,5,3,3,4,3,2,4,1,3,4,4,5,5,5,6,5,3,3,4,3,308147040,889642050,303715264,236296928,573040770,295550144,276935008,647936260,324868896,407027360,618184190,334637120,240031936,565526400,593366660,182578592,593361470,188596064,123211328,311988832,169890432,145219328,352517344,169508048,395851360,343927296,183005136,139500976,374578176,378813600,
sp|Q6PBM1|GLRX5_DANRE,Q6PBM1,GLRX5_DANRE,glrx5,155,Danio rerio,2:Experimental evidence at transcript level,"Glutaredoxin-related protein 5, mitochondrial",0.9357,0.9989,1,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12651321,4695501.5,0,0,5661709,0,9535555,0,0,0,0,0,9487563,0,0,12651321,4695501.5,0,0,5661709,0,9535555,0,0,0,0,0,9487563,0,
sp|Q6PBM7|FA76B_DANRE,Q6PBM7,FA76B_DANRE,fam76b,328,Danio rerio,1:Experimental evidence at protein level,Protein FAM76B,0.938,0.999,1,3,3,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12748493,0,0,17373644,0,0,0,0,0,12058322,0,0,0,0,0,12748493,0,0,17373644,0,0,0,0,0,12058322,0,0,
sp|Q6PBN5|AUP1_DANRE,Q6PBN5,AUP1_DANRE,aup1,423,Danio rerio,2:Experimental evidence at transcript level,Lipid droplet-regulating VLDL assembly factor AUP1,0.9953,0.9957,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,906683.44,0,0,5733948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6PBP3|PXL2A_DANRE,Q6PBP3,PXL2A_DANRE,prxl2a,212,Danio rerio,2:Experimental evidence at transcript level,Peroxiredoxin-like 2A,0.9408,0.999,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9264103,0,0,0,0,0,0,0,0,0,0,0,0,9305756,0,9264103,0,0,0,0,0,0,0,0,0,0,0,0,9305756,
sp|Q6PBS3|SYWC_DANRE,Q6PBS3,SYWC_DANRE,wars,463,Danio rerio,2:Experimental evidence at transcript level,"Tryptophan--tRNA ligase, cytoplasmic",0.7584,0.995,1,3,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17000426,5496455.5,0,11370936,0,0,0,0,0,0,0,0,7216943,14510096,0,17000426,5496455.5,0,11370936,0,0,0,0,0,0,0,0,7216943,14510096,
sp|Q6PBT6|GFRP_DANRE,Q6PBT6,GFRP_DANRE,gchfr,89,Danio rerio,3:Protein inferred from homology,GTP cyclohydrolase 1 feedback regulatory protein,0.9896,0.993,2,3,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1085846.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6PBU0|F136A_DANRE,Q6PBU0,F136A_DANRE,fam136a,138,Danio rerio,2:Experimental evidence at transcript level,Protein FAM136A,1,0.999,7,69,69,69,3,7,2,5,6,5,3,5,3,5,5,4,5,6,5,3,7,2,5,6,5,3,5,3,5,5,4,5,6,5,3,7,2,5,6,5,3,5,3,5,5,4,5,6,5,20888942,234305712,63717160,139530960,125182784,90585664,121396128,114962912,40155608,149235680,90500296,122621592,38044420,115750432,132601136,33897688,66315316,41759596,25663000,49372212,38295820,38182972,50204628,29799966,48507452,49544604,38278772,22750636,45186132,42763300,
