Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,5dpf_1 Spectral Count,5dpf_2 Spectral Count,5dpf_1 Unique Spectral Count,5dpf_2 Unique Spectral Count,5dpf_1 Total Spectral Count,5dpf_2 Total Spectral Count,5dpf_1 Intensity,5dpf_2 Intensity,Indistinguishable Proteins
sp|Q5U3F2|SLU7_DANRE,Q5U3F2,SLU7_DANRE,slu7,571,Danio rerio,2:Experimental evidence at transcript level,Pre-mRNA-splicing factor SLU7,0.7788,0.9634,2,2,2,2,1,1,1,1,1,1,0,28262614,
sp|Q5U3F8|3HAO_DANRE,Q5U3F8,3HAO_DANRE,haao,287,Danio rerio,2:Experimental evidence at transcript level,"3-hydroxyanthranilate 3,4-dioxygenase",1,0.999,8,30,30,30,18,12,18,12,18,12,1643038850,1021433660,
sp|Q5U3I0|SAM5B_DANRE,Q5U3I0,SAM5B_DANRE,samm50b,469,Danio rerio,2:Experimental evidence at transcript level,Sorting and assembly machinery component 50 homolog B,1,0.999,16,22,22,28,14,8,14,8,18,10,903704770,291547488,
sp|Q5U3N0|PKHA8_DANRE,Q5U3N0,PKHA8_DANRE,plekha8,549,Danio rerio,2:Experimental evidence at transcript level,Pleckstrin homology domain-containing family A member 8,0.9972,0.996,4,5,5,5,4,1,4,1,4,1,87340048,45301564,
sp|Q5U3P0|PCID2_DANRE,Q5U3P0,PCID2_DANRE,pcid2,399,Danio rerio,2:Experimental evidence at transcript level,PCI domain-containing protein 2,0.9998,0.9987,3,5,5,5,3,2,3,2,3,2,134200056,54497412,
sp|Q5U3Q6|CIP4_DANRE,Q5U3Q6,CIP4_DANRE,trip10,542,Danio rerio,2:Experimental evidence at transcript level,Cdc42-interacting protein 4 homolog,0.9926,0.9974,3,2,2,7,2,0,2,0,5,2,53236128,0,
sp|Q5U3S1|KATL1_DANRE,Q5U3S1,KATL1_DANRE,katnal1,488,Danio rerio,2:Experimental evidence at transcript level,Katanin p60 ATPase-containing subunit A-like 1,0.874,0.9649,2,5,3,5,2,3,1,2,2,3,81212848,64101448,
sp|Q5U3T0|MGT4C_DANRE,Q5U3T0,MGT4C_DANRE,mgat4c,454,Danio rerio,2:Experimental evidence at transcript level,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C",1,0.999,3,4,4,4,3,1,3,1,3,1,1725179390,810415490,
sp|Q5U3U0|PHYD1_DANRE,Q5U3U0,PHYD1_DANRE,phyhd1,291,Danio rerio,2:Experimental evidence at transcript level,Phytanoyl-CoA dioxygenase domain-containing protein 1,1,0.999,11,39,39,39,22,17,22,17,22,17,2036447620,1065826180,
sp|Q5U3U3|CPT2_DANRE,Q5U3U3,CPT2_DANRE,cpt2,669,Danio rerio,2:Experimental evidence at transcript level,"Carnitine O-palmitoyltransferase 2, mitochondrial",1,0.999,35,115,115,115,61,54,61,54,61,54,8540013100,4841671700,
sp|Q5U3U4|CDAC1_DANRE,Q5U3U4,CDAC1_DANRE,cdadc1,471,Danio rerio,2:Experimental evidence at transcript level,Cytidine and dCMP deaminase domain-containing protein 1,0.9985,0.999,2,2,2,2,2,0,2,0,2,0,48376016,0,
sp|Q5U3V9|SNF8_DANRE,Q5U3V9,SNF8_DANRE,snf8,258,Danio rerio,2:Experimental evidence at transcript level,Vacuolar-sorting protein SNF8,0.9999,0.9988,2,4,4,4,3,1,3,1,3,1,65499712,26091202,
sp|Q5U3W0|CPPED_DANRE,Q5U3W0,CPPED_DANRE,cpped1,309,Danio rerio,2:Experimental evidence at transcript level,Serine/threonine-protein phosphatase CPPED1,1,0.999,7,22,22,22,15,7,15,7,15,7,606508100,392482240,
sp|Q5U403|MVD1_DANRE,Q5U403,MVD1_DANRE,mvd,400,Danio rerio,2:Experimental evidence at transcript level,Diphosphomevalonate decarboxylase,1,0.999,11,22,22,22,12,10,12,10,12,10,764745470,389021472,
sp|Q5W7F1|ASAH2_DANRE,Q5W7F1,ASAH2_DANRE,asah2,743,Danio rerio,1:Experimental evidence at protein level,Neutral ceramidase,1,0.999,8,10,10,10,6,4,6,4,6,4,289521088,139862816,
sp|Q5W8I7|VGL2B_DANRE,Q5W8I7,VGL2B_DANRE,slc17a6a,587,Danio rerio,2:Experimental evidence at transcript level,Vesicular glutamate transporter 2.2,0.9987,0.9977,4,8,6,8,5,3,4,2,5,3,518482944,262181376,
sp|Q5W8I8|VGL2A_DANRE,Q5W8I8,VGL2A_DANRE,slc17a6b,584,Danio rerio,2:Experimental evidence at transcript level,Vesicular glutamate transporter 2.1,0.5888,0.9684,2,1,1,3,1,0,1,0,2,1,21911436,0,
sp|Q5XFY4|BCL7A_DANRE,Q5XFY4,BCL7A_DANRE,bcl7a,201,Danio rerio,2:Experimental evidence at transcript level,B-cell CLL/lymphoma 7 protein family member A,1,0.999,4,8,8,8,5,3,5,3,5,3,490654656,295038912,
sp|Q5XIY6|VTC1B_DANRE,Q5XIY6,VTC1B_DANRE,atp6v1c1b,381,Danio rerio,2:Experimental evidence at transcript level,V-type proton ATPase subunit C 1-B,1,0.999,26,48,48,71,27,21,27,21,42,29,2767921410,1744630910,
sp|Q5XIZ6|GPD1L_DANRE,Q5XIZ6,GPD1L_DANRE,gpd1l,351,Danio rerio,2:Experimental evidence at transcript level,Glycerol-3-phosphate dehydrogenase 1-like protein,1,0.999,25,99,99,99,50,49,50,49,50,49,7526942700,5193373700,
sp|Q5XJ10|G3P_DANRE,Q5XJ10,G3P_DANRE,gapdh,333,Danio rerio,2:Experimental evidence at transcript level,Glyceraldehyde-3-phosphate dehydrogenase,1,0.999,29,581,550,581,311,270,297,253,311,270,145808294000,98518311000,
sp|Q5XJ34|KC15L_DANRE,Q5XJ34,KC15L_DANRE,kctd15l,257,Danio rerio,1:Experimental evidence at protein level,BTB/POZ domain-containing protein kctd15-like,1,0.999,12,10,10,20,5,5,5,5,12,8,353044480,188750448,
sp|Q5XJ36|PARK7_DANRE,Q5XJ36,PARK7_DANRE,park7,189,Danio rerio,2:Experimental evidence at transcript level,Parkinson disease protein 7 homolog,1,0.999,18,187,187,187,98,89,98,89,98,89,27011371000,18206273500,
sp|Q5XJ54|GLRX3_DANRE,Q5XJ54,GLRX3_DANRE,glrx3,326,Danio rerio,2:Experimental evidence at transcript level,Glutaredoxin 3,1,0.999,18,123,123,123,62,61,62,61,62,61,10043941900,6928452600,
sp|Q5XJ57|TRMB_DANRE,Q5XJ57,TRMB_DANRE,mettl1,241,Danio rerio,2:Experimental evidence at transcript level,tRNA (guanine-N(7)-)-methyltransferase,1,0.9989,5,11,11,11,7,4,7,4,7,4,497159360,102866736,
sp|Q5XJ97|C1D_DANRE,Q5XJ97,C1D_DANRE,c1d,148,Danio rerio,2:Experimental evidence at transcript level,Nuclear nucleic acid-binding protein C1D,0.9613,0.9814,3,3,3,3,3,0,3,0,3,0,59868048,0,
sp|Q5XJA0|TYDP2_DANRE,Q5XJA0,TYDP2_DANRE,tdp2,369,Danio rerio,1:Experimental evidence at protein level,Tyrosyl-DNA phosphodiesterase 2,0.8666,0.9955,1,3,3,3,2,1,2,1,2,1,15290573,42942932,
sp|Q5XJA3|PRRC1_DANRE,Q5XJA3,PRRC1_DANRE,prrc1,435,Danio rerio,1:Experimental evidence at protein level,Protein PRRC1,1,0.999,12,41,41,41,22,19,22,19,22,19,3072195580,1960358270,
sp|Q5XJN2|GILT_DANRE,Q5XJN2,GILT_DANRE,ifi30,255,Danio rerio,1:Experimental evidence at protein level,Gamma-interferon-inducible lysosomal thiol reductase,1,0.999,6,36,36,36,23,13,23,13,23,13,3145517310,1514832380,
sp|Q5XJP1|EIPR1_DANRE,Q5XJP1,EIPR1_DANRE,eipr1,387,Danio rerio,2:Experimental evidence at transcript level,EARP-interacting protein homolog,1,0.999,10,22,22,22,15,7,15,7,15,7,848156100,457576640,
sp|Q5XJQ5|EXOS9_DANRE,Q5XJQ5,EXOS9_DANRE,exosc9,393,Danio rerio,2:Experimental evidence at transcript level,Exosome complex component RRP45,1,0.999,11,24,24,24,15,9,15,9,15,9,881125180,485727680,
sp|Q5XJS5|THOC6_DANRE,Q5XJS5,THOC6_DANRE,thoc6,323,Danio rerio,2:Experimental evidence at transcript level,THO complex subunit 6 homolog,1,0.999,9,29,29,29,17,12,17,12,17,12,1497969280,944942780,
sp|Q5XJX1|SEGN_DANRE,Q5XJX1,SEGN_DANRE,scgn,272,Danio rerio,1:Experimental evidence at protein level,Secretagogin,1,0.999,17,34,34,34,22,12,22,12,22,12,1456071420,839285380,
sp|Q5XTN8|CRGNA_DANRE,Q5XTN8,CRGNA_DANRE,crygna,183,Danio rerio,2:Experimental evidence at transcript level,Gamma-crystallin N-A,0.9876,0.9952,6,6,6,18,2,4,2,4,8,10,442627520,349360608,
sp|Q5XXA7|HDGR2_DANRE,Q5XXA7,HDGR2_DANRE,hdgfl2,662,Danio rerio,2:Experimental evidence at transcript level,Hepatoma-derived growth factor-related protein 2,0.718,0.9886,1,3,3,3,1,2,1,2,1,2,98249304,53872640,
sp|Q642H3|SEP8A_DANRE,Q642H3,SEP8A_DANRE,sept8a,420,Danio rerio,2:Experimental evidence at transcript level,Septin-8-A,1,0.999,21,131,37,131,72,59,23,14,72,59,10130820100,7720026100,
sp|Q642H7|RIC8A_DANRE,Q642H7,RIC8A_DANRE,ric8a,548,Danio rerio,2:Experimental evidence at transcript level,Synembryn-A,0.9987,0.9965,4,5,5,5,4,1,4,1,4,1,182018256,76349096,
sp|Q642H9|RS4X_DANRE,Q642H9,RS4X_DANRE,rps4x,263,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein eS4,1,0.999,23,93,93,93,28,65,28,65,28,65,3768214780,8632623100,
sp|Q642J5|RFOX1_DANRE,Q642J5,RFOX1_DANRE,rbfox1,373,Danio rerio,2:Experimental evidence at transcript level,RNA binding protein fox-1 homolog 1,1,0.999,11,46,11,46,24,22,8,3,24,22,4770439700,3223491580,
sp|Q642M9|DHDH_DANRE,Q642M9,DHDH_DANRE,dhdh,334,Danio rerio,2:Experimental evidence at transcript level,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase",1,0.999,28,92,92,92,55,37,55,37,55,37,5587446800,2939717890,
sp|Q66HT8|ADPRS_DANRE,Q66HT8,ADPRS_DANRE,adprs,370,Danio rerio,2:Experimental evidence at transcript level,ADP-ribosylhydrolase ARH3,1,0.999,12,26,26,26,18,8,18,8,18,8,1546276350,615783040,
sp|Q66HV4|COPB_DANRE,Q66HV4,COPB_DANRE,copb1,953,Danio rerio,2:Experimental evidence at transcript level,Coatomer subunit beta,1,0.999,34,99,99,99,58,41,58,41,58,41,5384029700,3553980930,
sp|Q66HV9|LIG1B_DANRE,Q66HV9,LIG1B_DANRE,lingo1b,622,Danio rerio,1:Experimental evidence at protein level,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1-B,0.9999,0.9984,3,5,5,5,4,1,4,1,4,1,55567552,15993808,
sp|Q66HW4|GLMP_DANRE,Q66HW4,GLMP_DANRE,glmp,407,Danio rerio,2:Experimental evidence at transcript level,Glycosylated lysosomal membrane protein,0.9987,0.999,2,3,3,3,2,1,2,1,2,1,60660464,58456048,
sp|Q66HX8|GDAP2_DANRE,Q66HX8,GDAP2_DANRE,gdap2,504,Danio rerio,2:Experimental evidence at transcript level,Ganglioside-induced differentiation-associated protein 2,0.6511,0.9751,2,6,6,6,4,2,4,2,4,2,380164416,111338368,
sp|Q66HY7|IF4E3_DANRE,Q66HY7,IF4E3_DANRE,eif4e3,224,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 4E type 3,1,0.9989,4,8,8,8,6,2,6,2,6,2,316559616,146496160,
sp|Q66HY8|PDXD1_DANRE,Q66HY8,PDXD1_DANRE,pdxdc1,751,Danio rerio,2:Experimental evidence at transcript level,Pyridoxal-dependent decarboxylase domain-containing protein 1,0.9728,0.9989,2,5,5,5,3,2,3,2,3,2,160777280,163652592,
sp|Q66HZ2|RIMKB_DANRE,Q66HZ2,RIMKB_DANRE,rimklb,405,Danio rerio,2:Experimental evidence at transcript level,Beta-citrylglutamate synthase B,0.9726,0.9815,3,4,4,4,3,1,3,1,3,1,99593864,39478248,
sp|Q66I08|OSTA_DANRE,Q66I08,OSTA_DANRE,slc51a,326,Danio rerio,2:Experimental evidence at transcript level,Organic solute transporter subunit alpha,0.7742,0.9915,1,1,1,1,0,1,0,1,0,1,0,0,
sp|Q66I12|CCD47_DANRE,Q66I12,CCD47_DANRE,ccdc47,486,Danio rerio,2:Experimental evidence at transcript level,PAT complex subunit CCDC47,1,0.999,7,18,18,18,11,7,11,7,11,7,429795392,292323808,
sp|Q66I14|SPS3_DANRE,Q66I14,SPS3_DANRE,sephs3,447,Danio rerio,2:Experimental evidence at transcript level,"Selenide, water dikinase 3",1,0.999,9,50,50,50,29,21,29,21,29,21,5005635600,1658470910,
sp|Q66I21|AL8A1_DANRE,Q66I21,AL8A1_DANRE,aldh8a1,487,Danio rerio,2:Experimental evidence at transcript level,2-aminomuconic semialdehyde dehydrogenase,1,0.999,20,72,72,72,32,40,32,40,32,40,3764974850,4296050700,
sp|Q66I24|ASSY_DANRE,Q66I24,ASSY_DANRE,ass1,414,Danio rerio,2:Experimental evidence at transcript level,Argininosuccinate synthase,1,0.999,19,40,40,40,20,20,20,20,20,20,1477281540,1173460350,
sp|Q66I42|MOESA_DANRE,Q66I42,MOESA_DANRE,msna,579,Danio rerio,1:Experimental evidence at protein level,Moesin a,1,0.999,48,210,210,210,109,101,109,101,109,101,18756536300,14575245300,
sp|Q66I59|ASPDH_DANRE,Q66I59,ASPDH_DANRE,aspdh,276,Danio rerio,2:Experimental evidence at transcript level,Aspartate dehydrogenase domain-containing protein,1,0.999,5,6,6,6,5,1,5,1,5,1,164338144,17330156,
sp|Q66I61|STEEP_DANRE,Q66I61,STEEP_DANRE,steep1,224,Danio rerio,2:Experimental evidence at transcript level,STING ER exit protein,1,0.999,4,9,9,9,5,4,5,4,5,4,359882816,215651744,
sp|Q66I71|UCK1_DANRE,Q66I71,UCK1_DANRE,uck1,277,Danio rerio,2:Experimental evidence at transcript level,Uridine-cytidine kinase 1,0.7393,0.9898,1,1,0,1,1,0,0,0,1,0,22953936,0,"sp|Q7SYM0|UCK2A_DANRE, sp|Q7ZV79|UCK2B_DANRE"
sp|Q66I73|MLRSB_DANRE,Q66I73,MLRSB_DANRE,mylpfb,170,Danio rerio,2:Experimental evidence at transcript level,"Myosin regulatory light chain 2, skeletal muscle isoform B",1,0.999,23,249,249,1275,131,118,131,118,648,627,99449094000,91349811000,
sp|Q66I75|MTNB_DANRE,Q66I75,MTNB_DANRE,apip,241,Danio rerio,2:Experimental evidence at transcript level,Methylthioribulose-1-phosphate dehydratase,1,0.999,18,80,80,80,39,41,39,41,39,41,4818918400,3186341380,
sp|Q66IB8|CB076_DANRE,Q66IB8,CB076_DANRE,zgc:101851,126,Danio rerio,2:Experimental evidence at transcript level,UPF0538 protein C2orf76 homolog,0.9999,0.999,3,5,5,5,4,1,4,1,4,1,91890568,3444531,
sp|Q66L49|SCMC1_DANRE,Q66L49,SCMC1_DANRE,slc25a24,477,Danio rerio,2:Experimental evidence at transcript level,Mitochondrial adenyl nucleotide antiporter SLC25A24,1,0.999,17,70,69,70,40,30,39,30,40,30,5984457200,3921833470,
sp|Q66L58|VAC14_DANRE,Q66L58,VAC14_DANRE,vac14,771,Danio rerio,2:Experimental evidence at transcript level,Protein VAC14 homolog,1,0.999,10,15,15,15,12,3,12,3,12,3,662490620,138353456,
sp|Q68EH7|HXC8A_DANRE,Q68EH7,HXC8A_DANRE,hoxc8a,250,Danio rerio,2:Experimental evidence at transcript level,Homeobox protein Hox-C8a,0.6701,0.9858,1,1,0,1,0,1,0,0,0,1,0,18242812,"sp|Q8AWZ0|HXB8A_DANRE, sp|Q8JH55|HXB8B_DANRE"
sp|Q68EH8|FAD1_DANRE,Q68EH8,FAD1_DANRE,flad1,497,Danio rerio,2:Experimental evidence at transcript level,FAD synthase,0.9999,0.999,3,5,5,5,3,2,3,2,3,2,67627088,63238484,
sp|Q68EI0|WDR18_DANRE,Q68EI0,WDR18_DANRE,wdr18,431,Danio rerio,2:Experimental evidence at transcript level,WD repeat-containing protein 18,1,0.999,5,10,10,10,7,3,7,3,7,3,342890432,111893152,
sp|Q68EK7|RAB4B_DANRE,Q68EK7,RAB4B_DANRE,rab4b,213,Danio rerio,2:Experimental evidence at transcript level,Ras-related protein Rab-4B,1,0.9989,8,12,12,59,7,5,7,5,28,31,477657568,206487168,
sp|Q68EL2|DTD2_DANRE,Q68EL2,DTD2_DANRE,dtd2,160,Danio rerio,1:Experimental evidence at protein level,D-aminoacyl-tRNA deacylase 2,1,0.999,9,16,16,16,12,4,12,4,12,4,455532736,178095072,
sp|Q68FN7|DHSDB_DANRE,Q68FN7,DHSDB_DANRE,sdhdb,158,Danio rerio,2:Experimental evidence at transcript level,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit B, mitochondrial",0.9994,0.9949,2,9,9,9,5,4,5,4,5,4,269771456,414552256,
sp|Q68SP4|CADH5_DANRE,Q68SP4,CADH5_DANRE,cdh5,767,Danio rerio,1:Experimental evidence at protein level,Cadherin-5,1,0.999,8,9,9,9,7,2,7,2,7,2,331655488,43358032,
sp|Q696W0|SPEG_DANRE,Q696W0,SPEG_DANRE,speg,2995,Danio rerio,2:Experimental evidence at transcript level,Striated muscle preferentially expressed protein kinase,1,0.988,2,4,4,4,2,2,2,2,2,2,476831520,274701088,
sp|Q6AXJ2|EI3HA_DANRE,Q6AXJ2,EI3HA_DANRE,eif3ha,335,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 3 subunit H-A,1,0.999,9,56,39,56,29,27,21,18,29,27,5743738400,3774442500,
sp|Q6AXK4|BABA1_DANRE,Q6AXK4,BABA1_DANRE,babam1,370,Danio rerio,1:Experimental evidence at protein level,BRISC and BRCA1-A complex member 1,1,0.999,7,14,14,14,6,8,6,8,6,8,454519616,350716224,
sp|Q6AXL4|NCLDB_DANRE,Q6AXL4,NCLDB_DANRE,ncaldb,192,Danio rerio,2:Experimental evidence at transcript level,Neurocalcin-delta B,1,0.999,10,23,23,88,12,11,12,11,48,40,1094108930,1105077380,
sp|Q6AZA0|THIL_DANRE,Q6AZA0,THIL_DANRE,acat1,420,Danio rerio,2:Experimental evidence at transcript level,"Acetyl-CoA acetyltransferase, mitochondrial",1,0.999,28,184,184,184,103,81,103,81,103,81,16826113000,8413639700,
sp|Q6AZB3|CPIN1_DANRE,Q6AZB3,CPIN1_DANRE,ciapin1,311,Danio rerio,2:Experimental evidence at transcript level,Anamorsin,1,0.999,11,27,27,27,14,13,14,13,14,13,1318600960,1059801860,
sp|Q6AZW2|A1A1A_DANRE,Q6AZW2,A1A1A_DANRE,akr1a1a,324,Danio rerio,2:Experimental evidence at transcript level,Aldo-keto reductase family 1 member A1-A,1,0.999,13,27,27,27,15,12,15,12,15,12,2851921660,989663420,
sp|Q6BEA0|PLXA4_DANRE,Q6BEA0,PLXA4_DANRE,plxna4,1903,Danio rerio,2:Experimental evidence at transcript level,Plexin-A4,1,0.999,33,37,37,52,18,19,18,19,27,25,1029181250,639944450,
sp|Q6DBQ8|CPTP_DANRE,Q6DBQ8,CPTP_DANRE,cptp,211,Danio rerio,2:Experimental evidence at transcript level,Ceramide-1-phosphate transfer protein,0.5213,0.9738,1,1,1,1,1,0,1,0,1,0,38610776,0,
sp|Q6DBR4|TIPIN_DANRE,Q6DBR4,TIPIN_DANRE,tipin,294,Danio rerio,2:Experimental evidence at transcript level,TIMELESS-interacting protein,0.5535,0.9769,2,2,2,2,0,2,0,2,0,2,0,12013689,
sp|Q6DBR9|KXDL1_DANRE,Q6DBR9,KXDL1_DANRE,kxd1,182,Danio rerio,2:Experimental evidence at transcript level,KxDL motif-containing protein 1,0.5205,0.9737,1,2,2,2,1,1,1,1,1,1,17724238,17091776,
sp|Q6DBT3|TXD17_DANRE,Q6DBT3,TXD17_DANRE,txndc17,123,Danio rerio,2:Experimental evidence at transcript level,Thioredoxin domain-containing protein 17,1,0.999,12,65,65,65,34,31,34,31,34,31,12153417700,5962983900,
sp|Q6DBU5|GMPPB_DANRE,Q6DBU5,GMPPB_DANRE,gmppb,360,Danio rerio,1:Experimental evidence at protein level,Mannose-1-phosphate guanylyltransferase catalytic subunit beta,1,0.999,21,67,67,67,35,32,35,32,35,32,4869587500,3403910400,
sp|Q6DBU8|LIPH_DANRE,Q6DBU8,LIPH_DANRE,liph,454,Danio rerio,2:Experimental evidence at transcript level,Lipase member H,0.9998,0.9988,3,5,5,5,3,2,3,2,3,2,82309984,18061370,
sp|Q6DBW9|C99L2_DANRE,Q6DBW9,C99L2_DANRE,cd99l2,252,Danio rerio,2:Experimental evidence at transcript level,CD99 antigen-like protein 2,1,0.999,3,8,8,8,5,3,5,3,5,3,369414816,323943552,
sp|Q6DBX1|MED20_DANRE,Q6DBX1,MED20_DANRE,med20,212,Danio rerio,2:Experimental evidence at transcript level,Mediator of RNA polymerase II transcription subunit 20,1,0.999,3,5,5,5,2,3,2,3,2,3,61037288,99866176,
sp|Q6DBY0|NUP85_DANRE,Q6DBY0,NUP85_DANRE,nup85,649,Danio rerio,2:Experimental evidence at transcript level,Nuclear pore complex protein Nup85,1,0.999,7,13,13,13,8,5,8,5,8,5,531122304,127097560,
sp|Q6DBY2|NAA50_DANRE,Q6DBY2,NAA50_DANRE,naa50,168,Danio rerio,1:Experimental evidence at protein level,N-alpha-acetyltransferase 50,1,0.999,11,27,27,27,13,14,13,14,13,14,3060489220,1733269250,
sp|Q6DBY5|UEVLD_DANRE,Q6DBY5,UEVLD_DANRE,uevld,471,Danio rerio,2:Experimental evidence at transcript level,Ubiquitin-conjugating enzyme E2 variant 3,1,0.999,6,9,9,9,6,3,6,3,6,3,406175616,2024631040,
sp|Q6DC02|KCD15_DANRE,Q6DC02,KCD15_DANRE,kctd15,257,Danio rerio,1:Experimental evidence at protein level,BTB/POZ domain-containing protein kctd15,1,0.999,12,22,12,22,14,8,7,5,14,8,727743040,431843904,
sp|Q6DC04|CARM1_DANRE,Q6DC04,CARM1_DANRE,carm1,588,Danio rerio,2:Experimental evidence at transcript level,Histone-arginine methyltransferase CARM1,1,0.999,21,70,70,70,43,27,43,27,43,27,4923735600,3107507710,
sp|Q6DC17|MZT2_DANRE,Q6DC17,MZT2_DANRE,mzt2,153,Danio rerio,2:Experimental evidence at transcript level,Mitotic-spindle organizing protein 2,0.9585,0.9987,2,5,5,5,3,2,3,2,3,2,212083552,173872544,
sp|Q6DC37|HNMT_DANRE,Q6DC37,HNMT_DANRE,hnmt,292,Danio rerio,2:Experimental evidence at transcript level,Histamine N-methyltransferase,1,0.999,6,10,10,10,5,5,5,5,5,5,701236860,562294400,
sp|Q6DC39|DESI2_DANRE,Q6DC39,DESI2_DANRE,desi2,196,Danio rerio,2:Experimental evidence at transcript level,Deubiquitinase DESI2,0.8733,0.9958,1,2,2,2,1,1,1,1,1,1,75570256,52344240,
sp|Q6DC53|CTU2_DANRE,Q6DC53,CTU2_DANRE,ctu2,501,Danio rerio,2:Experimental evidence at transcript level,Cytoplasmic tRNA 2-thiolation protein 2,0.8371,0.9745,2,2,2,2,0,2,0,2,0,2,0,308821.3,
sp|Q6DC93|PEF1_DANRE,Q6DC93,PEF1_DANRE,pef1,270,Danio rerio,2:Experimental evidence at transcript level,Peflin,1,0.999,2,5,5,5,4,1,4,1,4,1,137254528,76821976,
sp|Q6DEG4|LTOR2_DANRE,Q6DEG4,LTOR2_DANRE,lamtor2,125,Danio rerio,2:Experimental evidence at transcript level,Ragulator complex protein LAMTOR2,1,0.999,6,26,26,26,13,13,13,13,13,13,945378560,742738110,
sp|Q6DEH3|KC2D1_DANRE,Q6DEH3,KC2D1_DANRE,camk2d1,491,Danio rerio,2:Experimental evidence at transcript level,Calcium/calmodulin-dependent protein kinase type II delta 1 chain,1,0.999,32,231,89,231,120,111,46,43,120,111,25903749100,18847492100,
sp|Q6DEI8|MIA40_DANRE,Q6DEI8,MIA40_DANRE,chchd4,146,Danio rerio,2:Experimental evidence at transcript level,Mitochondrial intermembrane space import and assembly protein 40,1,0.999,3,12,12,12,7,5,7,5,7,5,1354934400,1084272000,
sp|Q6DEJ5|AASD1_DANRE,Q6DEJ5,AASD1_DANRE,aarsd1,412,Danio rerio,2:Experimental evidence at transcript level,Alanyl-tRNA editing protein Aarsd1,1,0.9988,9,16,16,16,9,7,9,7,9,7,681050940,335078528,
sp|Q6DEL2|CLPT1_DANRE,Q6DEL2,CLPT1_DANRE,clptm1,631,Danio rerio,2:Experimental evidence at transcript level,Putative lipid scramblase CLPTM1,1,0.999,8,16,16,16,10,6,10,6,10,6,1724574850,509508640,
sp|Q6DEM5|TIM8A_DANRE,Q6DEM5,TIM8A_DANRE,timm8a,90,Danio rerio,3:Protein inferred from homology,Mitochondrial import inner membrane translocase subunit Tim8 A,0.9997,0.999,2,4,4,4,3,1,3,1,3,1,103470392,11730503,
sp|Q6DEN0|UFC1_DANRE,Q6DEN0,UFC1_DANRE,ufc1,166,Danio rerio,2:Experimental evidence at transcript level,Ubiquitin-fold modifier-conjugating enzyme 1,1,0.999,8,32,32,32,15,17,15,17,15,17,2746927870,2011239420,
sp|Q6DG22|ADA_DANRE,Q6DG22,ADA_DANRE,ada,359,Danio rerio,2:Experimental evidence at transcript level,Adenosine deaminase,1,0.999,32,184,184,184,97,87,97,87,97,87,27605381100,17700364300,
sp|Q6DG38|GPAT3_DANRE,Q6DG38,GPAT3_DANRE,gpat3,449,Danio rerio,2:Experimental evidence at transcript level,Glycerol-3-phosphate acyltransferase 3,0.868,0.9956,1,2,2,2,1,1,1,1,1,1,520900608,484695872,
sp|Q6DG60|UBE2Z_DANRE,Q6DG60,UBE2Z_DANRE,ube2z,328,Danio rerio,2:Experimental evidence at transcript level,Ubiquitin-conjugating enzyme E2 Z,1,0.999,7,10,10,10,7,3,7,3,7,3,362472672,95238256,
sp|Q6DG81|PLST_DANRE,Q6DG81,PLST_DANRE,pls3,627,Danio rerio,2:Experimental evidence at transcript level,Plastin-3,1,0.999,37,402,318,402,204,198,163,155,204,198,64770822000,43481784000,
sp|Q6DG85|URIC_DANRE,Q6DG85,URIC_DANRE,uox,298,Danio rerio,1:Experimental evidence at protein level,Uricase,1,0.999,18,109,109,109,57,52,57,52,57,52,10720520200,7445020700,
sp|Q6DG88|ATG4B_DANRE,Q6DG88,ATG4B_DANRE,atg4b,394,Danio rerio,2:Experimental evidence at transcript level,Cysteine protease ATG4B,0.9926,0.9989,2,3,3,3,2,1,2,1,2,1,517187328,39161256,
sp|Q6DG91|PSMG1_DANRE,Q6DG91,PSMG1_DANRE,psmg1,277,Danio rerio,2:Experimental evidence at transcript level,Proteasome assembly chaperone 1,1,0.999,3,3,3,3,3,0,3,0,3,0,131920912,0,
sp|Q6DG99|KCTD6_DANRE,Q6DG99,KCTD6_DANRE,kctd6,237,Danio rerio,2:Experimental evidence at transcript level,BTB/POZ domain-containing protein KCTD6,0.9786,0.999,2,3,3,3,2,1,2,1,2,1,143317248,71283936,
sp|Q6DGA6|ALLC_DANRE,Q6DGA6,ALLC_DANRE,allc,395,Danio rerio,2:Experimental evidence at transcript level,Allantoicase,0.8792,0.9812,2,2,2,2,2,0,2,0,2,0,46797128,0,
sp|Q6DGE9|UN45B_DANRE,Q6DGE9,UN45B_DANRE,unc45b,934,Danio rerio,1:Experimental evidence at protein level,Protein unc-45 homolog B,1,0.999,33,63,63,63,40,23,40,23,40,23,2354195710,1174860930,
