Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,Set_1_1 Spectral Count,Set_1_2 Spectral Count,Set_1_3 Spectral Count,Set_2_1 Spectral Count,Set_2_2 Spectral Count,Set_2_3 Spectral Count,Set_1_1 Unique Spectral Count,Set_1_2 Unique Spectral Count,Set_1_3 Unique Spectral Count,Set_2_1 Unique Spectral Count,Set_2_2 Unique Spectral Count,Set_2_3 Unique Spectral Count,Set_1_1 Total Spectral Count,Set_1_2 Total Spectral Count,Set_1_3 Total Spectral Count,Set_2_1 Total Spectral Count,Set_2_2 Total Spectral Count,Set_2_3 Total Spectral Count,Set_1_1_7-10dpf_Intensity,Set_1_2_7-10dpf_Intensity,Set_1_3_7-10dpf_Intensity,Set_2_1_7-10dpf_Intensity,Set_2_2_7-10dpf_Intensity,Set_2_3_7-10dpf_Intensity,Set_1_1 MaxLFQ_7-10dpf_Intensity,Set_1_2 MaxLFQ_7-10dpf_Intensity,Set_1_3 MaxLFQ_7-10dpf_Intensity,Set_2_1 MaxLFQ_7-10dpf_Intensity,Set_2_2 MaxLFQ_7-10dpf_Intensity,Set_2_3 MaxLFQ_7-10dpf_Intensity,Indistinguishable Proteins
sp|Q6DBY2|NAA50_DANRE,Q6DBY2,NAA50_DANRE,naa50,168,Danio rerio,1:Experimental evidence at protein level,N-alpha-acetyltransferase 50,0.9933,0.9983,2,22,22,22,5,7,5,1,1,3,5,7,5,1,1,3,5,7,5,1,1,3,3108407.5,2691780,3100786.5,3426362,2735694.8,3206996,2579444,1610211.1,2344515.2,3546578.2,2735694.8,3322377.8,
sp|Q6DC02|KCD15_DANRE,Q6DC02,KCD15_DANRE,kctd15,257,Danio rerio,1:Experimental evidence at protein level,BTB/POZ domain-containing protein kctd15,0.9848,0.9975,3,24,21,24,6,5,6,2,2,3,5,5,6,2,1,2,6,5,6,2,2,3,857121.75,787568,867019.75,1798535.5,1444269.6,1963820.8,908771,835026,919265.44,917503.1,895483.06,1054361.2,
sp|Q6DC04|CARM1_DANRE,Q6DC04,CARM1_DANRE,carm1,588,Danio rerio,2:Experimental evidence at transcript level,Histone-arginine methyltransferase CARM1,1,0.999,13,179,179,179,27,32,22,35,29,34,27,32,22,35,29,34,27,32,22,35,29,34,189110880,192150912,181639904,80051904,86610464,86695600,80521024,78389736,84188496,78105016,77666896,79595776,
sp|Q6DC37|HNMT_DANRE,Q6DC37,HNMT_DANRE,hnmt,292,Danio rerio,2:Experimental evidence at transcript level,Histamine N-methyltransferase,0.872,0.9938,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1293123.9,668543.5,807290.3,0,0,0,1293123.9,668543.5,807290.3,0,0,0,
sp|Q6DC93|PEF1_DANRE,Q6DC93,PEF1_DANRE,pef1,270,Danio rerio,2:Experimental evidence at transcript level,Peflin,0.9977,0.999,2,13,13,13,0,1,3,4,3,2,0,1,3,4,3,2,0,1,3,4,3,2,1791495.1,1769544.8,1615296.2,2138171.5,2348522.8,2173611.8,1791495.1,1769544.8,1615296.2,2138171.5,2348522.8,2173611.8,
sp|Q6DEH3|KC2D1_DANRE,Q6DEH3,KC2D1_DANRE,camk2d1,491,Danio rerio,2:Experimental evidence at transcript level,Calcium/calmodulin-dependent protein kinase type II delta 1 chain,1,0.999,12,77,77,190,9,10,9,16,15,18,9,10,9,16,15,18,23,26,25,37,35,44,61372796,68546600,73752248,119876312,117205880,123365192,44072784,47658844,54022088,94641672,92172352,93021176,
sp|Q6DEJ5|AASD1_DANRE,Q6DEJ5,AASD1_DANRE,aarsd1,412,Danio rerio,2:Experimental evidence at transcript level,Alanyl-tRNA editing protein Aarsd1,0.8841,0.9905,2,2,2,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1538858.1,0,0,0,576906.3,696812.5,0,0,0,0,576906.3,696812.5,
sp|Q6DEL2|CLPT1_DANRE,Q6DEL2,CLPT1_DANRE,clptm1,631,Danio rerio,2:Experimental evidence at transcript level,Putative lipid scramblase CLPTM1,1,0.999,9,176,176,176,36,39,39,25,17,20,36,39,39,25,17,20,36,39,39,25,17,20,33461612,44275316,43391876,17515648,17043908,18399082,10775884,12632685,11315372,6770414.5,6571749.5,6379348,
sp|Q6DG22|ADA_DANRE,Q6DG22,ADA_DANRE,ada,359,Danio rerio,2:Experimental evidence at transcript level,Adenosine deaminase,1,0.999,19,374,374,374,65,65,61,57,63,63,65,65,61,57,63,63,65,65,61,57,63,63,126390968,124343560,129216368,142530608,141435200,135720944,29114020,26986850,27029286,29134644,29216168,27800156,
sp|Q6DG32|S2536_DANRE,Q6DG32,S2536_DANRE,slc25a36a,311,Danio rerio,2:Experimental evidence at transcript level,Solute carrier family 25 member 36-A,0.9069,0.9922,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3484915.2,3337766.8,3591847.2,0,0,0,3484915.2,3337766.8,3591847.2,
sp|Q6DG81|PLST_DANRE,Q6DG81,PLST_DANRE,pls3,627,Danio rerio,2:Experimental evidence at transcript level,Plastin-3,1,0.999,38,1108,824,1108,176,169,180,199,198,186,128,119,138,148,148,143,176,169,180,199,198,186,949035460,911977660,930343170,1265755780,1257119740,1249751040,318923680,304747968,305349088,359119488,365988512,354566400,
sp|Q6DG85|URIC_DANRE,Q6DG85,URIC_DANRE,uox,298,Danio rerio,1:Experimental evidence at protein level,Uricase,1,0.999,13,207,207,207,31,33,37,33,37,36,31,33,37,33,37,36,31,33,37,33,37,36,104984016,94143664,106770944,69992312,69541904,73268648,15830925,15327756,15804600,13447956,13466180,14013518,
sp|Q6DG91|PSMG1_DANRE,Q6DG91,PSMG1_DANRE,psmg1,277,Danio rerio,2:Experimental evidence at transcript level,Proteasome assembly chaperone 1,1,0.9987,3,18,18,18,3,3,3,4,4,1,3,3,3,4,4,1,3,3,3,4,4,1,4794190.5,1566524.5,5746072,4530711,4617273.5,4229108.5,2257280.5,1957497.6,2983611.8,2833746.8,2138074,2885875,
sp|Q6DGA7|CYBC1_DANRE,Q6DGA7,CYBC1_DANRE,cybc1,206,Danio rerio,2:Experimental evidence at transcript level,Cytochrome b-245 chaperone 1 homolog,1,0.9987,4,30,30,30,7,6,8,2,2,5,7,6,8,2,2,5,7,6,8,2,2,5,5108215,5484783,5609080,5716978,5861976.5,7115910.5,2327512.8,2664564,2583304.2,3522012.2,3090893.2,4240776.5,
sp|Q6DGE9|UN45B_DANRE,Q6DGE9,UN45B_DANRE,unc45b,934,Danio rerio,1:Experimental evidence at protein level,Protein unc-45 homolog B,1,0.9987,4,12,12,12,0,0,1,2,3,6,0,0,1,2,3,6,0,0,1,2,3,6,0,143411.8,4384260.5,7607822,7870252,8444006,0,464192.38,2521146,3968802.2,3846306.5,3880750.5,
sp|Q6DGJ1|GRIFN_DANRE,Q6DGJ1,GRIFN_DANRE,grifin,139,Danio rerio,1:Experimental evidence at protein level,Grifin,1,0.9989,3,8,8,8,1,0,0,2,2,3,1,0,0,2,2,3,1,0,0,2,2,3,3696547.5,2791989.2,2773792.8,8137015.5,6728648.5,7317751,2134757.5,1654760.1,1650075.9,4634365,3912269.2,4269574.5,
sp|Q6DGJ3|TIM13_DANRE,Q6DGJ3,TIM13_DANRE,timm13,95,Danio rerio,3:Protein inferred from homology,Mitochondrial import inner membrane translocase subunit Tim13,0.9992,0.999,2,41,41,41,8,7,8,6,6,6,8,7,8,6,6,6,8,7,8,6,6,6,8798013,10727426,9060573,7446727.5,6304557.5,5509370,7077578.5,8215629,7450824,5803590,6304557.5,5509370,
sp|Q6DGK2|LDHBB_DANRE,Q6DGK2,LDHBB_DANRE,ldhbb,334,Danio rerio,2:Experimental evidence at transcript level,L-lactate dehydrogenase B-B chain,1,0.9983,8,7,7,172,1,0,1,1,1,3,1,0,1,1,1,3,30,26,25,28,31,32,5451643,4990235,4418821.5,6429827.5,7391986,6382688,3957136.5,3624047,3171686,6429827.5,6047258.5,5214259.5,
sp|Q6DGP2|SYF2_DANRE,Q6DGP2,SYF2_DANRE,syf2,238,Danio rerio,2:Experimental evidence at transcript level,Pre-mRNA-splicing factor syf2,0.787,0.9786,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q6DGS3|KC2D2_DANRE,Q6DGS3,KC2D2_DANRE,camk2d2,554,Danio rerio,2:Experimental evidence at transcript level,Calcium/calmodulin-dependent protein kinase type II delta 2 chain,1,0.999,19,292,179,292,40,41,35,56,61,59,26,25,19,35,41,33,40,41,35,56,61,59,127335216,114148664,141713680,335757184,356630592,338516768,36437108,32847118,33704952,82978696,86142808,83878304,
sp|Q6DGV1|CELF4_DANRE,Q6DGV1,CELF4_DANRE,celf4,520,Danio rerio,2:Experimental evidence at transcript level,CUGBP Elav-like family member 4,0.8583,0.993,2,9,9,20,1,2,2,2,1,1,1,2,2,2,1,1,5,5,5,3,1,1,613893.1,840472.4,790121.7,1570582.8,1476728,1244046.9,613893.1,840472.4,790121.7,1570582.8,1476728,1244046.9,
sp|Q6DGY7|CRGNB_DANRE,Q6DGY7,CRGNB_DANRE,crygnb,183,Danio rerio,2:Experimental evidence at transcript level,Gamma-crystallin N-B,1,0.999,12,1252,1236,1252,203,194,202,222,211,220,200,192,200,219,208,217,203,194,202,222,211,220,3903938820,3990660350,3884404990,4726114300,4742072800,4690736100,582996740,599287360,576382080,714460930,730851010,703351170,
sp|Q6DH02|RM24_DANRE,Q6DH02,RM24_DANRE,mrpl24,216,Danio rerio,2:Experimental evidence at transcript level,Large ribosomal subunit protein uL24m,1,0.9988,4,30,30,30,10,6,9,1,1,3,10,6,9,1,1,3,10,6,9,1,1,3,12815113,13385692,12644189,7972759,6689441.5,8707657,5057993,5416868.5,5069664,3937787,3087297,4384708.5,
sp|Q6DH23|V26BL_DANRE,Q6DH23,V26BL_DANRE,vps26bl,329,Danio rerio,2:Experimental evidence at transcript level,Vacuolar protein sorting-associated protein 26B-like,0.9998,0.9989,5,10,10,31,0,1,2,3,2,2,0,1,2,3,2,2,5,5,7,4,5,5,0,0,0,387108.2,416246.12,335206.3,0,0,0,387108.2,416246.12,335206.3,
sp|Q6DH65|DENR_DANRE,Q6DH65,DENR_DANRE,denr,208,Danio rerio,1:Experimental evidence at protein level,Density-regulated protein,0.9813,0.9983,2,7,7,7,1,0,0,1,1,4,1,0,0,1,1,4,1,0,0,1,1,4,0,0,0,229981.11,190531.34,0,0,0,0,229981.11,190531.34,0,
sp|Q6DHC1|RB18B_DANRE,Q6DHC1,RB18B_DANRE,rab18b,205,Danio rerio,2:Experimental evidence at transcript level,Ras-related protein Rab-18-B,0.9996,0.9989,2,25,25,25,3,3,1,6,6,6,3,3,1,6,6,6,3,3,1,6,6,6,3844924.5,4661436,1942782.9,10283534,11277610,8633676,2428374.2,2733701.2,2906121.8,5693535.5,6191379.5,4971397.5,
sp|Q6DHI5|SIR5_DANRE,Q6DHI5,SIR5_DANRE,sirt5,305,Danio rerio,1:Experimental evidence at protein level,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",1,0.999,4,44,44,44,9,10,6,6,6,7,9,10,6,6,6,7,9,10,6,6,6,7,7619333,7451717,7512773,9396323,8690859,9092956,4163982.5,3945528.2,3506304.2,5430944,4922598.5,5182008.5,
sp|Q6DHK1|NNRE_DANRE,Q6DHK1,NNRE_DANRE,naxe,283,Danio rerio,1:Experimental evidence at protein level,NAD(P)H-hydrate epimerase,1,0.999,6,77,77,77,15,11,11,13,14,13,15,11,11,13,14,13,15,11,11,13,14,13,22789050,16352318,36192964,29521432,29510628,29718616,9338097,7727469,10169886,8521895,8779551,8753819,
sp|Q6DHL4|SUMO2_DANRE,Q6DHL4,SUMO2_DANRE,sumo2,96,Danio rerio,3:Protein inferred from homology,Small ubiquitin-related modifier 2,0.879,0.9942,2,6,6,40,0,1,2,3,0,0,0,1,2,3,0,0,6,7,8,8,5,6,438815.03,787316,469044.06,722110.06,680300,285371.9,438815.03,787316,469044.06,722110.06,680300,285371.9,
sp|Q6DHL5|LRC57_DANRE,Q6DHL5,LRC57_DANRE,lrrc57,238,Danio rerio,2:Experimental evidence at transcript level,Leucine-rich repeat-containing protein 57,0.9901,0.9984,2,3,3,3,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,5295810,3677627.5,5046042.5,0,0,0,3324705.5,2603682,3170330.5,
sp|Q6DHQ3|ACY3B_DANRE,Q6DHQ3,ACY3B_DANRE,acy3.2,314,Danio rerio,2:Experimental evidence at transcript level,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) B,1,0.999,12,241,219,241,44,47,37,40,34,39,41,43,33,36,30,36,44,47,37,40,34,39,64950972,66420488,66212636,60204940,64128452,53837788,14475222,14500482,14790881,13661318,12760197,12517880,
sp|Q6DHU4|PR38A_DANRE,Q6DHU4,PR38A_DANRE,prpf38a,313,Danio rerio,2:Experimental evidence at transcript level,Pre-mRNA-splicing factor 38A,1,0.9987,4,13,13,13,1,1,4,2,4,1,1,1,4,2,4,1,1,1,4,2,4,1,25616044,25686174,23525216,12564283,11259647,12420076,25616044,23921930,23154526,12564283,11259647,12420076,
sp|Q6DI05|SUMO3_DANRE,Q6DI05,SUMO3_DANRE,sumo3,94,Danio rerio,3:Protein inferred from homology,Small ubiquitin-related modifier 3,0.984,0.999,3,59,0,59,9,8,8,12,10,12,0,0,0,0,0,0,9,8,8,12,10,12,17702246,19141250,20714958,17897400,19002580,17764800,15686159,17704166,19187062,13518502,16917136,16103070,sp|Q6NV25|SMO3L_DANRE
sp|Q6DI35|TFP11_DANRE,Q6DI35,TFP11_DANRE,tfip11,832,Danio rerio,1:Experimental evidence at protein level,Tuftelin-interacting protein 11,0.9469,0.9941,1,3,3,3,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,511573.6,561238.7,491580.16,787005.6,0,0,511573.6,561238.7,491580.16,787005.6,0,0,
sp|Q6DRC0|SYSC_DANRE,Q6DRC0,SYSC_DANRE,sars1,515,Danio rerio,1:Experimental evidence at protein level,"Serine--tRNA ligase, cytoplasmic",1,0.999,22,525,525,525,81,90,98,86,84,86,81,90,98,86,84,86,81,90,98,86,84,86,276900576,268892864,282969280,315204672,302676416,313444160,37255000,36237212,38180240,41927400,41001652,42957276,
sp|Q6DRC4|EIF3G_DANRE,Q6DRC4,EIF3G_DANRE,eif3g,293,Danio rerio,1:Experimental evidence at protein level,Eukaryotic translation initiation factor 3 subunit G,1,0.999,10,213,213,213,28,32,31,43,38,41,28,32,31,43,38,41,28,32,31,43,38,41,25308292,25589568,23336836,25692606,28929348,27128288,5821335,5605653,4924026,7116192,8119622.5,6968857,
sp|Q6DRD3|DPOLB_DANRE,Q6DRD3,DPOLB_DANRE,polb,336,Danio rerio,2:Experimental evidence at transcript level,DNA polymerase beta,0.9789,0.9955,3,3,3,3,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,3515799.5,3584315,4245396.5,1175472,1801345,0,3471520.5,3584315,4245396.5,1175472,1801345,0,
sp|Q6DRD9|ABHDB_DANRE,Q6DRD9,ABHDB_DANRE,abhd11,317,Danio rerio,2:Experimental evidence at transcript level,sn-1-specific diacylglycerol lipase ABHD11,0.9998,0.9969,3,12,12,12,2,0,1,2,4,3,2,0,1,2,4,3,2,0,1,2,4,3,941800.56,802828.8,908304.94,5470940,5440754,4683742,1578679.2,1345729.9,1522532.6,2017185.8,1820560.6,1706725.8,
sp|Q6DRF3|PSB1_DANRE,Q6DRF3,PSB1_DANRE,psmb1,237,Danio rerio,2:Experimental evidence at transcript level,Proteasome subunit beta type-1,1,0.999,10,306,306,306,49,50,52,55,50,50,49,50,52,55,50,50,49,50,52,55,50,50,127354224,129778664,126812760,113329656,116851784,111773576,29176812,32449532,32078718,31295470,34595528,30773324,
sp|Q6DRG1|RBM42_DANRE,Q6DRG1,RBM42_DANRE,rbm42,402,Danio rerio,2:Experimental evidence at transcript level,RNA-binding protein 42,0.8558,0.9911,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6118899.5,5990113.5,0,0,0,0,6118899.5,5990113.5,0,
sp|Q6DRH5|NOP10_DANRE,Q6DRH5,NOP10_DANRE,nop10,64,Danio rerio,3:Protein inferred from homology,H/ACA ribonucleoprotein complex subunit 3,0.8458,0.9923,1,5,5,5,1,2,1,0,0,1,1,2,1,0,0,1,1,2,1,0,0,1,2818373.5,3275918.5,3325440.8,2852949.2,2846792,3118114.8,2818373.5,3275918.5,3325440.8,2852949.2,2846792,3118114.8,
sp|Q6DRI1|EI3EA_DANRE,Q6DRI1,EI3EA_DANRE,eif3ea,446,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 3 subunit E-A,1,0.999,17,438,158,438,66,63,63,82,82,82,20,18,21,32,34,33,66,63,63,82,82,82,145820592,150334032,158088192,238197424,222537856,223137408,15223639,15182599,16134725,23934572,22412086,22504766,
sp|Q6DRJ9|RIC8B_DANRE,Q6DRJ9,RIC8B_DANRE,ric8b,536,Danio rerio,2:Experimental evidence at transcript level,Synembryn-B,1,0.999,3,11,11,11,0,0,0,5,5,1,0,0,0,5,5,1,0,0,0,5,5,1,0,0,0,16542665,17575166,17230228,0,0,0,14758082,14584969,13835121,
sp|Q6DRL5|MBB1A_DANRE,Q6DRL5,MBB1A_DANRE,mybbp1a,1269,Danio rerio,1:Experimental evidence at protein level,Myb-binding protein 1A-like protein,1,0.999,5,55,55,55,8,13,7,10,7,10,8,13,7,10,7,10,8,13,7,10,7,10,13235601,9354357,10433697,4365446.5,2350660.5,2130887.5,4231159,3662328.5,3733078.8,4176091.2,3694952.8,3330258.8,
sp|Q6EIG3|CP26B_DANRE,Q6EIG3,CP26B_DANRE,cyp26b1,511,Danio rerio,1:Experimental evidence at protein level,Cytochrome P450 26B1,0.9991,0.9885,3,18,18,18,2,1,1,5,4,5,2,1,1,5,4,5,2,1,1,5,4,5,12050199,12804639,14034530,19455508,20546810,20204898,8520235,8962987,6342559,10836321,10261027,9187885,
sp|Q6EWH2|FYNA_DANRE,Q6EWH2,FYNA_DANRE,fyna,537,Danio rerio,1:Experimental evidence at protein level,Tyrosine-protein kinase fyna,0.9832,0.9889,6,6,1,48,0,0,0,1,2,3,0,0,0,0,1,0,3,7,5,12,11,10,0,0,0,2193677.2,0,0,0,0,0,0,0,0,
sp|Q6GMG6|S5A3B_DANRE,Q6GMG6,S5A3B_DANRE,slc52a3b,452,Danio rerio,2:Experimental evidence at transcript level,"Solute carrier family 52, riboflavin transporter, member 3-B",0.8025,0.9897,1,36,36,36,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,20898538,20284186,22354968,39195556,37782840,38545688,20898538,20284186,22354968,39195556,37782840,38545688,
sp|Q6GMH3|TWF2_DANRE,Q6GMH3,TWF2_DANRE,twf2,347,Danio rerio,2:Experimental evidence at transcript level,Twinfilin-2,1,0.999,8,58,58,58,3,3,3,17,17,15,3,3,3,17,17,15,3,3,3,17,17,15,7259399.5,6223383,8706593,28636060,29670450,27897464,1906147.2,2226351.2,2590450.2,8147109.5,8407284,7623536,
sp|Q6GMI7|ENOPH_DANRE,Q6GMI7,ENOPH_DANRE,enoph1,261,Danio rerio,2:Experimental evidence at transcript level,Enolase-phosphatase E1,1,0.999,7,27,27,27,0,0,1,11,9,6,0,0,1,11,9,6,0,0,1,11,9,6,496266.06,1962269.2,3522623,23475152,19645194,20687016,514351.97,2033782.1,2506224.8,7522212,6379801,7225754,
sp|Q6GMK8|GMPAA_DANRE,Q6GMK8,GMPAA_DANRE,gmppaa,422,Danio rerio,2:Experimental evidence at transcript level,Mannose-1-phosphate guanylyltransferase regulatory subunit alpha-A,1,0.9989,8,128,59,128,20,22,23,21,22,20,8,10,11,10,11,9,20,22,23,21,22,20,26785036,29279206,26914590,18814342,18344944,17201456,6060653.5,6741863.5,6494919,6446589.5,6444692,5502241.5,
sp|Q6GML1|CMAH_DANRE,Q6GML1,CMAH_DANRE,cmah,591,Danio rerio,2:Experimental evidence at transcript level,Cytidine monophosphate-N-acetylneuraminic acid hydroxylase,1,0.9985,4,41,41,41,8,11,10,5,4,3,8,11,10,5,4,3,8,11,10,5,4,3,8350305,8553557,9655054,6022743.5,6730811,7410336.5,6204680,6346175.5,6850972.5,4527928,5296154.5,5254227,
sp|Q6GQN8|MECR_DANRE,Q6GQN8,MECR_DANRE,mecr,377,Danio rerio,2:Experimental evidence at transcript level,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial",0.9856,0.9883,2,9,9,9,0,2,1,3,0,3,0,2,1,3,0,3,0,2,1,3,0,3,1684689.8,2263790.8,1832748.5,813384,944287.4,850718.56,917648.75,975344.1,870575.94,1039341.3,1206609.5,1087047.4,
sp|Q6IQ73|CHM4C_DANRE,Q6IQ73,CHM4C_DANRE,chmp4c,224,Danio rerio,2:Experimental evidence at transcript level,Charged multivesicular body protein 4c,0.9975,0.999,2,28,27,28,3,5,3,5,6,6,3,5,3,5,5,6,3,5,3,5,6,6,1006845.3,1026629.2,1190711.6,2933860,2955824,2731093.5,1011355.5,1031228,1196045.4,1775952.2,1770747,1482988.5,
sp|Q6IQ97|RBM41_DANRE,Q6IQ97,RBM41_DANRE,rbm4.1,419,Danio rerio,1:Experimental evidence at protein level,RNA-binding protein 4.1,1,0.999,10,198,198,198,22,23,21,41,44,47,22,23,21,41,44,47,22,23,21,41,44,47,42966168,34549300,41906712,111072536,109601304,103357736,12297945,10168009,11525418,23507660,24390476,23756848,
sp|Q6IQE0|PU60B_DANRE,Q6IQE0,PU60B_DANRE,puf60b,516,Danio rerio,2:Experimental evidence at transcript level,Poly(U)-binding-splicing factor PUF60-B,1,0.999,9,174,174,174,30,34,29,28,23,30,30,34,29,28,23,30,30,34,29,28,23,30,114961424,113666624,107879464,107355808,106240456,113377912,26421882,26154428,25243482,28223400,28706786,29593944,
sp|Q6IQE1|PI42C_DANRE,Q6IQE1,PI42C_DANRE,pip4k2c,416,Danio rerio,2:Experimental evidence at transcript level,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,1,0.999,5,37,37,37,7,3,7,6,7,7,7,3,7,6,7,7,7,3,7,6,7,7,15498944,16261397,14179279,23145478,23029654,23822622,8910955,8433943,7715842,14355103,15458175,15168082,
sp|Q6IQE5|GET3_DANRE,Q6IQE5,GET3_DANRE,get3,341,Danio rerio,1:Experimental evidence at protein level,ATPase GET3,0.9967,0.9865,3,20,20,20,3,3,6,2,4,2,3,3,6,2,4,2,3,3,6,2,4,2,6748317.5,6657632.5,9073814,8768298,9851228,9424620,5978815,6657632.5,8619724,6654848,7478359,7148577,
sp|Q6IQM2|CYC_DANRE,Q6IQM2,CYC_DANRE,cyc,104,Danio rerio,3:Protein inferred from homology,Cytochrome c,1,0.999,5,169,134,169,28,29,29,29,30,24,22,23,23,23,24,19,28,29,29,29,30,24,60249160,59145472,173484704,63073528,59465672,62931128,30408350,30843700,32652720,33634608,28647660,32031220,
sp|Q6IQP3|CALUA_DANRE,Q6IQP3,CALUA_DANRE,calua,315,Danio rerio,2:Experimental evidence at transcript level,Calumenin-A,0.9924,0.999,1,21,21,21,4,3,2,4,4,4,4,3,2,4,4,4,4,3,2,4,4,4,2523545,2470471,2577841,5174979.5,4968653,4489284.5,2523545,2470471,2577841,5174979.5,4968653,4489284.5,
sp|Q6IQS6|SAE1_DANRE,Q6IQS6,SAE1_DANRE,sae1,348,Danio rerio,2:Experimental evidence at transcript level,SUMO-activating enzyme subunit 1,1,0.999,15,306,306,306,62,49,59,47,45,44,62,49,59,47,45,44,62,49,59,47,45,44,158258240,148484736,156487776,150042944,153498176,164393136,24562756,23252268,23451220,23404148,23118774,24159874,
sp|Q6IQS9|RM23_DANRE,Q6IQS9,RM23_DANRE,mrpl23,153,Danio rerio,2:Experimental evidence at transcript level,Large ribosomal subunit protein uL23m,1,0.999,3,98,98,98,18,17,22,14,14,13,18,17,22,14,14,13,18,17,22,14,14,13,16371598,16478478,15494289,15800880,13713652,12587202,5200584,5146351.5,5070096.5,5059280.5,4373295,4100632,
sp|Q6IQT4|CSN2_DANRE,Q6IQT4,CSN2_DANRE,cops2,443,Danio rerio,2:Experimental evidence at transcript level,COP9 signalosome complex subunit 2,1,0.999,9,104,104,104,14,16,10,26,22,16,14,16,10,26,22,16,14,16,10,26,22,16,18717720,17876406,19580148,28763028,24837060,27188574,4998104,4600073.5,5328192.5,7001449.5,6780448.5,7374535,
sp|Q6IQX0|KD5BB_DANRE,Q6IQX0,KD5BB_DANRE,kdm5bb,1503,Danio rerio,2:Experimental evidence at transcript level,Lysine-specific demethylase 5B-B,0.9987,0.9979,2,4,4,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,1289231.4,1259464.6,1162965.9,0,0,0,1289231.4,1259464.6,1162965.9,
sp|Q6JWV8|POPD2_DANRE,Q6JWV8,POPD2_DANRE,popdc2,370,Danio rerio,2:Experimental evidence at transcript level,Popeye domain-containing 2,0.9893,0.9982,2,9,9,9,0,0,0,2,6,1,0,0,0,2,6,1,0,0,0,2,6,1,2815338.2,3819886.8,3718682.8,9984030,11975147,8802799,2815338.2,2495035,3718682.8,6824053.5,8205771,5987778.5,
sp|Q6NSN2|AOF_DANRE,Q6NSN2,AOF_DANRE,mao,522,Danio rerio,1:Experimental evidence at protein level,Amine oxidase [flavin-containing],1,0.999,15,384,384,384,60,67,67,58,69,63,60,67,67,58,69,63,60,67,67,58,69,63,169464192,159825072,161194944,171095280,181419472,176642736,28866830,27360962,27353224,28082578,28732092,27643186,
sp|Q6NSN5|PURA1_DANRE,Q6NSN5,PURA1_DANRE,adss1,456,Danio rerio,1:Experimental evidence at protein level,Adenylosuccinate synthetase isozyme 1,1,0.999,28,751,691,751,144,154,147,106,98,102,127,140,137,98,93,96,144,154,147,106,98,102,624998020,645107260,621262590,424534720,408177312,396139424,59726484,60544368,60060516,45787736,45230408,45212208,
sp|Q6NUT7|SORT1_DANRE,Q6NUT7,SORT1_DANRE,sort1,814,Danio rerio,2:Experimental evidence at transcript level,Sortilin,0.7929,0.989,1,11,11,11,3,4,3,0,1,0,3,4,3,0,1,0,3,4,3,0,1,0,1751231.9,1587786.4,1381219,932398.5,1050849.8,769495.56,1751231.9,1587786.4,1381219,932398.5,1050849.8,769495.56,
sp|Q6NUV0|RB3GP_DANRE,Q6NUV0,RB3GP_DANRE,rab3gap1,969,Danio rerio,2:Experimental evidence at transcript level,Rab3 GTPase-activating protein catalytic subunit,1,0.999,7,29,29,29,3,2,4,6,8,6,3,2,4,6,8,6,3,2,4,6,8,6,1924672.4,1473139.5,2029494.2,1433129.5,1579356.9,1117780.8,920757.4,796140.1,1168516.2,858101.75,841644.2,782860.56,
sp|Q6NUW5|AN32E_DANRE,Q6NUW5,AN32E_DANRE,anp32e,250,Danio rerio,1:Experimental evidence at protein level,Acidic leucine-rich nuclear phosphoprotein 32 family member E,1,0.999,11,308,308,308,46,45,44,57,60,56,46,45,44,57,60,56,46,45,44,57,60,56,212689584,207522656,202282016,277877504,261235552,256712976,51104068,48316796,48533932,66103552,62951472,61412984,
sp|Q6NUW9|FGGY_DANRE,Q6NUW9,FGGY_DANRE,fggy,545,Danio rerio,2:Experimental evidence at transcript level,FGGY carbohydrate kinase domain-containing protein,0.9997,0.9971,2,2,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1497048.5,2727812.5,2582961.2,0,0,0,1497048.5,2727812.5,2582961.2,0,0,0,
