Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,6hpf Spectral Count,6hpf Unique Spectral Count,6hpf Total Spectral Count,6hpf Intensity,Indistinguishable Proteins
sp|Q5BLE2|MIGA2_DANRE,Q5BLE2,MIGA2_DANRE,miga2,596,Danio rerio,1:Experimental evidence at protein level,Mitoguardin 2,0.9946,0.9984,2,2,2,2,2,2,2,39292476,
sp|Q5BLE8|RETST_DANRE,Q5BLE8,RETST_DANRE,retsat,607,Danio rerio,1:Experimental evidence at protein level,"All-trans-retinol 13,14-reductase",1,0.999,24,56,56,56,56,56,56,14547024900,
sp|Q5BLF0|NMD3_DANRE,Q5BLF0,NMD3_DANRE,nmd3,505,Danio rerio,2:Experimental evidence at transcript level,60S ribosomal export protein NMD3,1,0.999,14,27,27,27,27,27,27,4394851800,
sp|Q5CZP2|HSF4_DANRE,Q5CZP2,HSF4_DANRE,hsf4,441,Danio rerio,2:Experimental evidence at transcript level,Heat shock factor protein 4,0.9854,0.9837,2,2,2,2,2,2,2,321028192,
sp|Q5CZQ0|CR19B_DANRE,Q5CZQ0,CR19B_DANRE,zgc:113036,280,Danio rerio,2:Experimental evidence at transcript level,Uncharacterized protein C18orf19 homolog B,1,0.999,4,10,10,10,10,10,10,1938304510,
sp|Q5D013|EFMT2_DANRE,Q5D013,EFMT2_DANRE,eef1akmt2,233,Danio rerio,2:Experimental evidence at transcript level,EEF1A lysine methyltransferase 2,1,0.999,5,14,14,14,14,14,14,3860780540,
sp|Q5D014|NATD1_DANRE,Q5D014,NATD1_DANRE,natd1,110,Danio rerio,3:Protein inferred from homology,Protein NATD1,1,0.999,4,5,5,5,5,5,5,2091032960,
sp|Q5D016|PFD1_DANRE,Q5D016,PFD1_DANRE,pfdn1,122,Danio rerio,2:Experimental evidence at transcript level,Prefoldin subunit 1,1,0.999,15,71,71,71,71,71,71,69816705000,
sp|Q5D018|RBM8A_DANRE,Q5D018,RBM8A_DANRE,rbm8a,174,Danio rerio,2:Experimental evidence at transcript level,RNA-binding protein 8A,1,0.999,8,45,45,45,45,45,45,14354766800,
sp|Q5EAP5|RFX2_DANRE,Q5EAP5,RFX2_DANRE,rfx2,734,Danio rerio,2:Experimental evidence at transcript level,DNA-binding protein RFX2,1,0.999,10,14,8,14,14,8,14,1055792770,
sp|Q5EAQ1|M4GDB_DANRE,Q5EAQ1,M4GDB_DANRE,mif4gdb,222,Danio rerio,1:Experimental evidence at protein level,MIF4G domain-containing protein B,0.994,0.9927,3,4,4,4,4,4,4,231847312,
sp|Q5EAR5|TRPT1_DANRE,Q5EAR5,TRPT1_DANRE,trpt1,225,Danio rerio,2:Experimental evidence at transcript level,tRNA 2'-phosphotransferase 1,1,0.999,4,7,7,7,7,7,7,1620499200,
sp|Q5EAR6|CC115_DANRE,Q5EAR6,CC115_DANRE,ccdc115,206,Danio rerio,2:Experimental evidence at transcript level,Coiled-coil domain-containing protein 115,1,0.999,9,24,24,24,24,24,24,6755442200,
sp|Q5I0F6|KAP0_DANRE,Q5I0F6,KAP0_DANRE,prkar1aa,379,Danio rerio,1:Experimental evidence at protein level,cAMP-dependent protein kinase type I-alpha regulatory subunit,1,0.999,20,49,49,49,49,49,49,33721208800,
sp|Q5I2W8|NBN_DANRE,Q5I2W8,NBN_DANRE,nbn,818,Danio rerio,2:Experimental evidence at transcript level,Nibrin,1,0.999,18,24,24,24,24,24,24,2005631740,
sp|Q5IGR7|EXT1B_DANRE,Q5IGR7,EXT1B_DANRE,ext1b,741,Danio rerio,2:Experimental evidence at transcript level,Exostosin-1b,0.9991,0.9983,5,4,3,7,4,3,7,167798144,
sp|Q5IGR8|EXT1A_DANRE,Q5IGR8,EXT1A_DANRE,ext1a,730,Danio rerio,2:Experimental evidence at transcript level,Exostosin-1a,0.999,0.999,3,5,2,5,5,2,5,243073216,
sp|Q5M7X9|MUL1A_DANRE,Q5M7X9,MUL1A_DANRE,mul1a,341,Danio rerio,2:Experimental evidence at transcript level,Mitochondrial ubiquitin ligase activator of nfkb 1-A,1,0.999,5,9,9,9,9,9,9,616641860,
sp|Q5M7Y0|CERT_DANRE,Q5M7Y0,CERT_DANRE,cert1,620,Danio rerio,1:Experimental evidence at protein level,Ceramide transfer protein,1,0.999,18,34,34,34,34,34,34,9451544600,
sp|Q5M9P8|ARL6_DANRE,Q5M9P8,ARL6_DANRE,arl6,186,Danio rerio,2:Experimental evidence at transcript level,ADP-ribosylation factor-like protein 6,1,0.999,10,19,19,19,19,19,19,2259235070,
sp|Q5MJ86|G3P2_DANRE,Q5MJ86,G3P2_DANRE,gapdh-2,335,Danio rerio,2:Experimental evidence at transcript level,Glyceraldehyde-3-phosphate dehydrogenase 2,1,0.999,20,61,61,125,61,61,125,11965687800,
sp|Q5NDE5|PMGT2_DANRE,Q5NDE5,PMGT2_DANRE,pomgnt2,578,Danio rerio,2:Experimental evidence at transcript level,"Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2",0.9999,0.9981,4,4,4,4,4,4,4,389750048,
sp|Q5PNP1|SNX14_DANRE,Q5PNP1,SNX14_DANRE,snx14,934,Danio rerio,2:Experimental evidence at transcript level,Sorting nexin-14,1,0.9981,13,16,16,16,16,16,16,1689156990,
sp|Q5PQY6|LONP2_DANRE,Q5PQY6,LONP2_DANRE,lonp2,840,Danio rerio,2:Experimental evidence at transcript level,"Lon protease homolog 2, peroxisomal",1,0.999,15,21,21,21,21,21,21,2695904260,
sp|Q5PQZ3|ZNT9_DANRE,Q5PQZ3,ZNT9_DANRE,slc30a9,573,Danio rerio,2:Experimental evidence at transcript level,"Proton-coupled zinc antiporter SLC30A9, mitochondrial",1,0.999,22,89,89,89,89,89,89,50996802000,
sp|Q5PR55|RLIG1_DANRE,Q5PR55,RLIG1_DANRE,zgc:103499,325,Danio rerio,2:Experimental evidence at transcript level,RNA ligase 1,0.9981,0.998,3,3,3,3,3,3,3,81060656,
sp|Q5PR61|LMBD1_DANRE,Q5PR61,LMBD1_DANRE,lmbrd1,541,Danio rerio,2:Experimental evidence at transcript level,Lysosomal cobalamin transport escort protein LMBD1,1,0.9989,5,12,12,12,12,12,12,2228452860,
sp|Q5PR66|IFT56_DANRE,Q5PR66,IFT56_DANRE,ift56,557,Danio rerio,2:Experimental evidence at transcript level,Intraflagellar transport protein 56,0.996,0.997,2,3,3,3,3,3,3,220079008,
sp|Q5PR67|EI3HB_DANRE,Q5PR67,EI3HB_DANRE,eif3hb,333,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 3 subunit H-B,0.9905,0.9989,5,1,1,38,1,1,38,51787568,
sp|Q5PR98|NDRG2_DANRE,Q5PR98,NDRG2_DANRE,ndrg2,368,Danio rerio,2:Experimental evidence at transcript level,Protein NDRG2,1,0.999,8,14,14,14,14,14,14,1986471170,
sp|Q5PRA2|DHTK1_DANRE,Q5PRA2,DHTK1_DANRE,dhtkd1,920,Danio rerio,2:Experimental evidence at transcript level,2-oxoadipate dehydrogenase complex component E1,1,0.999,18,29,29,29,29,29,29,4154257150,
sp|Q5PRD0|143BA_DANRE,Q5PRD0,143BA_DANRE,ywhaba,244,Danio rerio,2:Experimental evidence at transcript level,14-3-3 protein beta/alpha-A,1,0.999,22,485,269,485,485,269,485,655323100000,
sp|Q5PRD4|KC1G1_DANRE,Q5PRD4,KC1G1_DANRE,csnk1g1,421,Danio rerio,2:Experimental evidence at transcript level,Casein kinase I isoform gamma-1,1,0.999,18,33,33,33,33,33,33,7683804700,
sp|Q5PYH5|DLG1L_DANRE,Q5PYH5,DLG1L_DANRE,dlg1l,827,Danio rerio,2:Experimental evidence at transcript level,Discs large homolog 1-like protein,1,0.999,22,36,14,36,36,14,36,7714204700,
sp|Q5PYH6|DLG1_DANRE,Q5PYH6,DLG1_DANRE,dlg1,873,Danio rerio,2:Experimental evidence at transcript level,Disks large homolog 1,1,0.999,19,20,17,33,20,17,33,2658795010,
sp|Q5RFU5|MMAC_DANRE,Q5RFU5,MMAC_DANRE,mmachc,250,Danio rerio,3:Protein inferred from homology,Cyanocobalamin reductase / alkylcobalamin dealkylase,1,0.9983,3,4,4,4,4,4,4,363671552,
sp|Q5RFV8|WDCP_DANRE,Q5RFV8,WDCP_DANRE,wdcp,714,Danio rerio,2:Experimental evidence at transcript level,WD repeat and coiled-coil-containing protein,0.8867,0.9963,1,1,1,1,1,1,1,39582344,
sp|Q5RFW2|TAB2_DANRE,Q5RFW2,TAB2_DANRE,tab2,711,Danio rerio,1:Experimental evidence at protein level,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,0.9998,0.9989,4,4,4,4,4,4,4,246503616,
sp|Q5RG44|CRACD_DANRE,Q5RG44,CRACD_DANRE,crad,1079,Danio rerio,3:Protein inferred from homology,Capping protein inhibiting regulator of actin dynamics,0.9962,0.9796,4,7,7,7,7,7,7,5637448700,
sp|Q5RG45|CP135_DANRE,Q5RG45,CP135_DANRE,cep135,1164,Danio rerio,1:Experimental evidence at protein level,Centrosomal protein of 135 kDa,1,0.999,12,14,14,14,14,14,14,1659515520,
sp|Q5RG82|NS1BA_DANRE,Q5RG82,NS1BA_DANRE,ivns1abpa,643,Danio rerio,2:Experimental evidence at transcript level,Influenza virus NS1A-binding protein homolog A,0.8908,0.9865,6,1,1,16,1,1,16,70177392,
sp|Q5RGE6|HSP7E_DANRE,Q5RGE6,HSP7E_DANRE,hspa14,504,Danio rerio,2:Experimental evidence at transcript level,Heat shock 70 kDa protein 14,1,0.999,34,172,172,172,172,172,172,61986419000,
sp|Q5RGJ5|C19L1_DANRE,Q5RGJ5,C19L1_DANRE,cwf19l1,544,Danio rerio,2:Experimental evidence at transcript level,CWF19-like protein 1,1,0.999,18,37,37,37,37,37,37,5487691300,
sp|Q5RGJ6|WASC3_DANRE,Q5RGJ6,WASC3_DANRE,washc3,200,Danio rerio,2:Experimental evidence at transcript level,WASH complex subunit 3,1,0.999,4,8,8,8,8,8,8,895635010,
sp|Q5RGJ8|GNPTA_DANRE,Q5RGJ8,GNPTA_DANRE,gnptab,1219,Danio rerio,1:Experimental evidence at protein level,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta,1,0.9989,11,13,13,13,13,13,13,1876433540,
sp|Q5RGP9|TAP26_DANRE,Q5RGP9,TAP26_DANRE,ccdc59,256,Danio rerio,3:Protein inferred from homology,Thyroid transcription factor 1-associated protein 26 homolog,0.9645,0.9989,1,1,1,1,1,1,1,61169800,
sp|Q5RGQ2|ANM8B_DANRE,Q5RGQ2,ANM8B_DANRE,prmt8b,419,Danio rerio,2:Experimental evidence at transcript level,Protein arginine N-methyltransferase 8-B,0.9999,0.9959,3,17,17,17,17,17,17,14688825300,
sp|Q5RGT6|ANGE2_DANRE,Q5RGT6,ANGE2_DANRE,angel2,569,Danio rerio,2:Experimental evidence at transcript level,Protein angel homolog 2,1,0.999,13,20,20,20,20,20,20,3624764160,
sp|Q5RGU1|COQ8A_DANRE,Q5RGU1,COQ8A_DANRE,coq8a,619,Danio rerio,2:Experimental evidence at transcript level,"Atypical kinase COQ8A, mitochondrial",1,0.999,31,294,289,294,294,289,294,147512001000,
sp|Q5RGV1|IMDH3_DANRE,Q5RGV1,IMDH3_DANRE,impdh1b,514,Danio rerio,2:Experimental evidence at transcript level,Inosine-5'-monophosphate dehydrogenase 1b,1,0.999,25,45,11,53,45,11,53,27361343500,
sp|Q5RH01|CNDH2_DANRE,Q5RH01,CNDH2_DANRE,ncaph2,592,Danio rerio,2:Experimental evidence at transcript level,Condensin-2 complex subunit H2,1,0.999,20,36,36,36,36,36,36,6689987100,
sp|Q5RH02|SCO2_DANRE,Q5RH02,SCO2_DANRE,sco2,279,Danio rerio,3:Protein inferred from homology,"Protein SCO2 homolog, mitochondrial",1,0.999,8,28,28,28,28,28,28,12006351900,
sp|Q5RH51|XYLK_DANRE,Q5RH51,XYLK_DANRE,fam20b,409,Danio rerio,2:Experimental evidence at transcript level,Glycosaminoglycan xylosylkinase,1,0.999,15,46,46,46,46,46,46,7054158300,
sp|Q5RH73|SMO_DANRE,Q5RH73,SMO_DANRE,smo,822,Danio rerio,1:Experimental evidence at protein level,Protein smoothened,1,0.9987,8,11,11,11,11,11,11,1507015550,
sp|Q5RHB5|IRAG2_DANRE,Q5RHB5,IRAG2_DANRE,irag2,1447,Danio rerio,1:Experimental evidence at protein level,"Inositol 1,4,5-triphosphate receptor associated 2",1,0.999,43,76,76,76,76,76,76,10276144100,
sp|Q5RHD1|KDM7A_DANRE,Q5RHD1,KDM7A_DANRE,kdm7a,875,Danio rerio,2:Experimental evidence at transcript level,Lysine-specific demethylase 7A,0.461,0.9667,2,2,2,4,2,2,4,44709508,
sp|Q5RHH4|IF172_DANRE,Q5RHH4,IF172_DANRE,ift172,1745,Danio rerio,2:Experimental evidence at transcript level,Intraflagellar transport protein 172 homolog,1,0.988,10,11,11,11,11,11,11,1667397630,
sp|Q5RHI5|DTL_DANRE,Q5RHI5,DTL_DANRE,dtl,647,Danio rerio,2:Experimental evidence at transcript level,Denticleless protein homolog,0.9929,0.9836,4,4,4,4,4,4,4,965516930,
sp|Q5RHQ8|LIN9_DANRE,Q5RHQ8,LIN9_DANRE,lin9,543,Danio rerio,3:Protein inferred from homology,Protein lin-9 homolog,1,0.996,7,7,7,7,7,7,7,1001146300,
sp|Q5RHR0|PARP1_DANRE,Q5RHR0,PARP1_DANRE,parp1,1013,Danio rerio,2:Experimental evidence at transcript level,Poly [ADP-ribose] polymerase 1,1,0.999,59,183,183,183,183,183,183,55086744000,
sp|Q5RHY1|MCM10_DANRE,Q5RHY1,MCM10_DANRE,mcm10,833,Danio rerio,3:Protein inferred from homology,Protein MCM10 homolog,1,0.9989,19,26,26,26,26,26,26,6069283300,
sp|Q5RHZ2|CC167_DANRE,Q5RHZ2,CC167_DANRE,ccdc167,100,Danio rerio,4:Protein predicted,Coiled-coil domain-containing protein 167,0.9847,0.9986,2,4,4,4,4,4,4,697847420,
sp|Q5RHZ6|OSGEP_DANRE,Q5RHZ6,OSGEP_DANRE,osgep,335,Danio rerio,2:Experimental evidence at transcript level,tRNA N6-adenosine threonylcarbamoyltransferase,1,0.999,12,25,25,25,25,25,25,4651532300,
sp|Q5RI56|OPTN_DANRE,Q5RI56,OPTN_DANRE,optn,517,Danio rerio,2:Experimental evidence at transcript level,Optineurin,1,0.999,19,34,34,34,34,34,34,5230497800,
sp|Q5RIC0|ELP3_DANRE,Q5RIC0,ELP3_DANRE,elp3,548,Danio rerio,2:Experimental evidence at transcript level,Elongator complex protein 3,1,0.999,15,29,29,29,29,29,29,2620690940,
sp|Q5RID7|SNX17_DANRE,Q5RID7,SNX17_DANRE,snx17,473,Danio rerio,2:Experimental evidence at transcript level,Sorting nexin-17,1,0.999,12,14,14,14,14,14,14,1029198980,
sp|Q5RII9|KTNA1_DANRE,Q5RII9,KTNA1_DANRE,katna1,485,Danio rerio,2:Experimental evidence at transcript level,Katanin p60 ATPase-containing subunit A1,1,0.999,22,56,42,56,56,42,56,8849148900,
sp|Q5RIM0|LYRM2_DANRE,Q5RIM0,LYRM2_DANRE,lyrm2,88,Danio rerio,3:Protein inferred from homology,LYR motif-containing protein 2,1,0.999,5,15,15,15,15,15,15,5817446900,
sp|Q5RIU9|SR5A3_DANRE,Q5RIU9,SR5A3_DANRE,srd5a3,309,Danio rerio,2:Experimental evidence at transcript level,Polyprenal reductase,1,0.9987,6,13,13,13,13,13,13,3731799040,
sp|Q5RIV4|ADAT2_DANRE,Q5RIV4,ADAT2_DANRE,adat2,214,Danio rerio,2:Experimental evidence at transcript level,tRNA-specific adenosine deaminase 2,0.9724,0.9989,2,2,2,2,2,2,2,449865920,
sp|Q5RIW8|MED23_DANRE,Q5RIW8,MED23_DANRE,med23,1376,Danio rerio,2:Experimental evidence at transcript level,Mediator of RNA polymerase II transcription subunit 23,1,0.999,16,22,22,22,22,22,22,2893330690,
sp|Q5RKN3|MED28_DANRE,Q5RKN3,MED28_DANRE,med28,179,Danio rerio,2:Experimental evidence at transcript level,Mediator of RNA polymerase II transcription subunit 28,1,0.999,6,17,17,17,17,17,17,2831497980,
sp|Q5RKN4|GLYR1_DANRE,Q5RKN4,GLYR1_DANRE,glyr1,462,Danio rerio,2:Experimental evidence at transcript level,Cytokine-like nuclear factor N-PAC,1,0.999,21,51,51,51,51,51,51,12299652100,
sp|Q5RKQ0|SPF27_DANRE,Q5RKQ0,SPF27_DANRE,bcas2,225,Danio rerio,2:Experimental evidence at transcript level,Pre-mRNA-splicing factor SPF27,1,0.999,19,73,73,73,73,73,73,26060322800,
sp|Q5SNQ7|SRAC1_DANRE,Q5SNQ7,SRAC1_DANRE,serac1,658,Danio rerio,3:Protein inferred from homology,Protein SERAC1,0.9999,0.9967,3,3,3,3,3,3,3,143865344,
sp|Q5SNX7|GALC_DANRE,Q5SNX7,GALC_DANRE,galc,660,Danio rerio,2:Experimental evidence at transcript level,Galactocerebrosidase,1,0.999,18,47,47,47,47,47,47,11068182500,
sp|Q5SP50|ZCRB1_DANRE,Q5SP50,ZCRB1_DANRE,zcrb1,218,Danio rerio,2:Experimental evidence at transcript level,Zinc finger CCHC-type and RNA-binding motif-containing protein 1,0.9945,0.9963,3,4,4,4,4,4,4,26395224100,
sp|Q5SP67|WDR26_DANRE,Q5SP67,WDR26_DANRE,wdr26,576,Danio rerio,1:Experimental evidence at protein level,WD repeat-containing protein 26,1,0.999,19,30,30,30,30,30,30,8131973100,
sp|Q5SP90|PP4R3_DANRE,Q5SP90,PP4R3_DANRE,smek1,818,Danio rerio,1:Experimental evidence at protein level,Serine/threonine-protein phosphatase 4 regulatory subunit 3,1,0.999,27,48,48,48,48,48,48,11941263400,
sp|Q5SPC5|OTOF_DANRE,Q5SPC5,OTOF_DANRE,otof,1992,Danio rerio,3:Protein inferred from homology,Otoferlin,0.8098,0.9744,1,1,1,1,1,1,1,5420301.5,
sp|Q5SPD7|P5CR3_DANRE,Q5SPD7,P5CR3_DANRE,pycr3,288,Danio rerio,2:Experimental evidence at transcript level,Pyrroline-5-carboxylate reductase 3,1,0.999,14,71,71,71,71,71,71,37098521000,
sp|Q5SPH9|RT10_DANRE,Q5SPH9,RT10_DANRE,mrps10,187,Danio rerio,3:Protein inferred from homology,Small ribosomal subunit protein uS10m,1,0.999,7,43,43,43,43,43,43,19439493100,
sp|Q5SPJ8|XPOT_DANRE,Q5SPJ8,XPOT_DANRE,xpot,961,Danio rerio,3:Protein inferred from homology,Exportin-T,1,0.999,14,25,25,25,25,25,25,2875327740,
sp|Q5SPP5|EFR3B_DANRE,Q5SPP5,EFR3B_DANRE,efr3b,816,Danio rerio,3:Protein inferred from homology,Protein EFR3 homolog B,1,0.9989,8,10,10,10,10,10,10,672764030,
sp|Q5SPR8|ESCO2_DANRE,Q5SPR8,ESCO2_DANRE,esco2,609,Danio rerio,2:Experimental evidence at transcript level,N-acetyltransferase ESCO2,1,0.999,15,26,26,26,26,26,26,3736217860,
sp|Q5TYP4|FIRRM_DANRE,Q5TYP4,FIRRM_DANRE,firrm,911,Danio rerio,2:Experimental evidence at transcript level,FIGNL1-interacting regulator of recombination and mitosis,0.5554,0.977,1,1,1,1,1,1,1,29620614,
sp|Q5TYQ1|ZYG11_DANRE,Q5TYQ1,ZYG11_DANRE,zyg11,746,Danio rerio,2:Experimental evidence at transcript level,Protein zyg-11 homolog,0.9123,0.9564,2,3,3,3,3,3,3,1330511100,
sp|Q5TYQ3|COA7_DANRE,Q5TYQ3,COA7_DANRE,coa7,229,Danio rerio,2:Experimental evidence at transcript level,Cytochrome c oxidase assembly factor 7,1,0.999,19,92,92,92,92,92,92,135208722000,
sp|Q5TYQ8|ZC3HE_DANRE,Q5TYQ8,ZC3HE_DANRE,zc3h14,669,Danio rerio,2:Experimental evidence at transcript level,Zinc finger CCCH domain-containing protein 14,1,0.999,17,27,27,27,27,27,27,2767196420,
sp|Q5TYS0|LCE1B_DANRE,Q5TYS0,LCE1B_DANRE,lace1b,503,Danio rerio,2:Experimental evidence at transcript level,Lactation elevated protein 1 homolog B,1,0.9986,8,13,13,13,13,13,13,1744965890,
sp|Q5TYS5|SCRN2_DANRE,Q5TYS5,SCRN2_DANRE,scrn2,415,Danio rerio,2:Experimental evidence at transcript level,Secernin-2,1,0.999,10,28,28,28,28,28,28,2901536260,
sp|Q5TYV0|EMC7_DANRE,Q5TYV0,EMC7_DANRE,emc7,237,Danio rerio,2:Experimental evidence at transcript level,Endoplasmic reticulum membrane protein complex subunit 7,1,0.999,10,50,50,50,50,50,50,27114229800,
sp|Q5TYV4|SPE39_DANRE,Q5TYV4,SPE39_DANRE,vipas39,483,Danio rerio,2:Experimental evidence at transcript level,Spermatogenesis-defective protein 39 homolog,1,0.9988,8,12,12,12,12,12,12,758622980,
sp|Q5TYW4|NBAS_DANRE,Q5TYW4,NBAS_DANRE,nbas,2372,Danio rerio,2:Experimental evidence at transcript level,NBAS subunit of NRZ tethering complex,1,0.999,104,345,345,345,345,345,345,128563651000,
sp|Q5TZ07|PLPP6_DANRE,Q5TZ07,PLPP6_DANRE,plpp6,288,Danio rerio,2:Experimental evidence at transcript level,Polyisoprenoid diphosphate/phosphate phosphohydrolase PLPP6,1,0.999,5,10,10,10,10,10,10,1013860740,
sp|Q5TZ51|MPV17_DANRE,Q5TZ51,MPV17_DANRE,mpv17,177,Danio rerio,2:Experimental evidence at transcript level,Protein Mpv17,1,0.999,4,10,10,10,10,10,10,2282146300,
sp|Q5TZ66|SN25A_DANRE,Q5TZ66,SN25A_DANRE,snap25a,204,Danio rerio,2:Experimental evidence at transcript level,Synaptosomal-associated protein 25-A,0.7613,0.9675,2,3,1,3,3,1,3,4120163840,
sp|Q5TZ80|HOOK1_DANRE,Q5TZ80,HOOK1_DANRE,hook1,715,Danio rerio,2:Experimental evidence at transcript level,Protein Hook homolog 1,1,0.999,20,35,35,35,35,35,35,3068678140,
sp|Q5U378|TBCE_DANRE,Q5U378,TBCE_DANRE,tbce,521,Danio rerio,2:Experimental evidence at transcript level,Tubulin-specific chaperone E,1,0.999,28,44,44,44,44,44,44,14323236900,
sp|Q5U379|SNF5_DANRE,Q5U379,SNF5_DANRE,smarcb1a,373,Danio rerio,2:Experimental evidence at transcript level,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1-A,1,0.999,13,30,30,30,30,30,30,5875401200,
sp|Q5U385|TBPL1_DANRE,Q5U385,TBPL1_DANRE,tbpl1,186,Danio rerio,2:Experimental evidence at transcript level,TATA box-binding protein-like 1,1,0.999,4,7,7,7,7,7,7,214764800,
sp|Q5U395|CNEPA_DANRE,Q5U395,CNEPA_DANRE,ctdnep1a,245,Danio rerio,2:Experimental evidence at transcript level,CTD nuclear envelope phosphatase 1A,0.9795,0.9977,4,1,1,9,1,1,9,98509176,
sp|Q5U3A7|OPA1_DANRE,Q5U3A7,OPA1_DANRE,opa1,966,Danio rerio,2:Experimental evidence at transcript level,"Dynamin-like GTPase OPA1, mitochondrial",1,0.999,78,548,548,548,548,548,548,344292655000,
sp|Q5U3A8|PPR21_DANRE,Q5U3A8,PPR21_DANRE,ppp1r21,665,Danio rerio,2:Experimental evidence at transcript level,Protein phosphatase 1 regulatory subunit 21,1,0.999,21,28,28,28,28,28,28,3993074430,
sp|Q5U3F2|SLU7_DANRE,Q5U3F2,SLU7_DANRE,slu7,571,Danio rerio,2:Experimental evidence at transcript level,Pre-mRNA-splicing factor SLU7,1,0.999,29,62,62,62,62,62,62,17123739600,
sp|Q5U3G6|YIF1B_DANRE,Q5U3G6,YIF1B_DANRE,yif1b,304,Danio rerio,2:Experimental evidence at transcript level,Protein YIF1B,1,0.999,6,11,11,11,11,11,11,2450065920,
sp|Q5U3H2|KMT5B_DANRE,Q5U3H2,KMT5B_DANRE,kmt5b,808,Danio rerio,2:Experimental evidence at transcript level,Histone-lysine N-methyltransferase KMT5B,0.9973,0.9859,5,5,5,5,5,5,5,238775648,
sp|Q5U3H3|GL8D1_DANRE,Q5U3H3,GL8D1_DANRE,glt8d1,365,Danio rerio,2:Experimental evidence at transcript level,Glycosyltransferase 8 domain-containing protein 1,1,0.9933,6,6,6,6,6,6,6,293706624,
sp|Q5U3I0|SAM5B_DANRE,Q5U3I0,SAM5B_DANRE,samm50b,469,Danio rerio,2:Experimental evidence at transcript level,Sorting and assembly machinery component 50 homolog B,1,0.999,30,221,171,221,221,171,221,207995404000,
sp|Q5U3I2|S7A6O_DANRE,Q5U3I2,S7A6O_DANRE,slc7a6os,326,Danio rerio,2:Experimental evidence at transcript level,Probable RNA polymerase II nuclear localization protein SLC7A6OS,1,0.999,11,25,25,25,25,25,25,3184584190,
sp|Q5U3J8|LTV1_DANRE,Q5U3J8,LTV1_DANRE,ltv1,469,Danio rerio,2:Experimental evidence at transcript level,Protein LTV1 homolog,1,0.999,19,36,36,36,36,36,36,7297414700,
sp|Q5U3N0|PKHA8_DANRE,Q5U3N0,PKHA8_DANRE,plekha8,549,Danio rerio,2:Experimental evidence at transcript level,Pleckstrin homology domain-containing family A member 8,0.9235,0.9622,2,3,3,3,3,3,3,830367230,
sp|Q5U3N5|PPTC7_DANRE,Q5U3N5,PPTC7_DANRE,pptc7,297,Danio rerio,2:Experimental evidence at transcript level,Protein phosphatase PTC7 homolog,0.9999,0.999,4,9,9,9,9,9,9,1289103620,
sp|Q5U3N7|CHUR_DANRE,Q5U3N7,CHUR_DANRE,churc1,112,Danio rerio,2:Experimental evidence at transcript level,Protein Churchill,1,0.999,5,9,9,9,9,9,9,1636098820,
sp|Q5U3P0|PCID2_DANRE,Q5U3P0,PCID2_DANRE,pcid2,399,Danio rerio,2:Experimental evidence at transcript level,PCI domain-containing protein 2,1,0.9981,9,16,16,16,16,16,16,5439008300,
sp|Q5U3Q6|CIP4_DANRE,Q5U3Q6,CIP4_DANRE,trip10,542,Danio rerio,2:Experimental evidence at transcript level,Cdc42-interacting protein 4 homolog,1,0.9989,5,6,6,8,6,6,8,411499296,
sp|Q5U3S1|KATL1_DANRE,Q5U3S1,KATL1_DANRE,katnal1,488,Danio rerio,2:Experimental evidence at transcript level,Katanin p60 ATPase-containing subunit A-like 1,1,0.999,16,30,30,44,30,30,44,2192790270,
sp|Q5U3S7|NOSIP_DANRE,Q5U3S7,NOSIP_DANRE,nosip,304,Danio rerio,2:Experimental evidence at transcript level,Nitric oxide synthase-interacting protein,1,0.999,14,26,26,26,26,26,26,3260757250,
sp|Q5U3T0|MGT4C_DANRE,Q5U3T0,MGT4C_DANRE,mgat4c,454,Danio rerio,2:Experimental evidence at transcript level,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C",1,0.999,24,94,94,94,94,94,94,36546363000,
sp|Q5U3T3|CNEPB_DANRE,Q5U3T3,CNEPB_DANRE,ctdnep1b,245,Danio rerio,2:Experimental evidence at transcript level,CTD nuclear envelope phosphatase 1B,0.9998,0.999,5,10,2,10,10,2,10,979680900,
sp|Q5U3U0|PHYD1_DANRE,Q5U3U0,PHYD1_DANRE,phyhd1,291,Danio rerio,2:Experimental evidence at transcript level,Phytanoyl-CoA dioxygenase domain-containing protein 1,1,0.999,6,13,13,13,13,13,13,1556324990,
sp|Q5U3U3|CPT2_DANRE,Q5U3U3,CPT2_DANRE,cpt2,669,Danio rerio,2:Experimental evidence at transcript level,"Carnitine O-palmitoyltransferase 2, mitochondrial",1,0.999,46,478,478,478,478,478,478,429450559000,
